"l1","l2","cult.dist","domain","numCultVars"
"Herero","Kazakh",0.625,"Marriage and Kinship",24
"Zulu","Kazakh",0.166666666666666,"Marriage and Kinship",24
"Tswana","Kazakh",0.666666666666666,"Marriage and Kinship",24
"Shona","Kazakh",0.458333333333334,"Marriage and Kinship",24
"Ndonga","Kazakh",0.73875,"Marriage and Kinship",24
"Swati","Kazakh",0.416666666666667,"Marriage and Kinship",24
"Tsonga","Kazakh",0.291666666666667,"Marriage and Kinship",24
"Venda","Kazakh",0.583333333333334,"Marriage and Kinship",24
"Kongo","Kazakh",0.540833333333333,"Marriage and Kinship",24
"Tumbuka","Kazakh",0.458333333333334,"Marriage and Kinship",24
"Kikuyu","Kazakh",0.166666666666666,"Marriage and Kinship",24
"Luganda","Kazakh",0.583333333333334,"Marriage and Kinship",24
"Kinyarwanda","Kazakh",0.416666666666667,"Marriage and Kinship",24
"Lingala","Kazakh",0.359166666666667,"Marriage and Kinship",24
"Kirundi","Kazakh",0.583333333333334,"Marriage and Kinship",24
"Igbo","Kazakh",0.375,"Marriage and Kinship",24
"Bambara","Kazakh",0.5,"Marriage and Kinship",24
"Tigrinya","Kazakh",0.541666666666666,"Marriage and Kinship",24
"Afar","Kazakh",0.291666666666667,"Marriage and Kinship",24
"Amharic","Kazakh",0.666666666666666,"Marriage and Kinship",24
"Kanuri","Kazakh",0.665416666666666,"Marriage and Kinship",24
"Wolof","Kazakh",0.541666666666666,"Marriage and Kinship",24
"Egyptian Arabic","Kazakh",0.5,"Marriage and Kinship",24
"Kabyle","Kazakh",0.374583333333333,"Marriage and Kinship",24
"Albanian","Kazakh",0.458333333333334,"Marriage and Kinship",24
"Latin","Kazakh",0.666666666666666,"Marriage and Kinship",24
"Neapolitan","Kazakh",0.75,"Marriage and Kinship",24
"Spanish","Kazakh",0.666666666666666,"Marriage and Kinship",24
"Greek","Kazakh",0.625,"Marriage and Kinship",24
"English","Kazakh",0.75,"Marriage and Kinship",24
"French","Kazakh",0.666666666666666,"Marriage and Kinship",24
"Dutch","Kazakh",0.666666666666666,"Marriage and Kinship",24
"Icelandic","Kazakh",0.64875,"Marriage and Kinship",24
"Irish","Kazakh",0.625,"Marriage and Kinship",24
"Northern Sami","Kazakh",0.75,"Marriage and Kinship",24
"Serbian","Kazakh",0.49,"Marriage and Kinship",24
"Russian","Kazakh",0.65625,"Marriage and Kinship",24
"Bashkir","Kazakh",0.541666666666666,"Marriage and Kinship",24
"Chuvash","Kazakh",0.666666666666666,"Marriage and Kinship",24
"Erzya","Kazakh",0.541666666666666,"Marriage and Kinship",24
"Estonian","Kazakh",0.731666666666667,"Marriage and Kinship",24
"Gagauz","Kazakh",0.541666666666666,"Marriage and Kinship",24
"Tatar","Kazakh",0.583333333333334,"Marriage and Kinship",24
"Latvian","Kazakh",0.619166666666667,"Marriage and Kinship",24
"Vepsian","Kazakh",0.52625,"Marriage and Kinship",24
"Czech","Kazakh",0.708333333333334,"Marriage and Kinship",24
"Meadow Mari","Kazakh",0.581666666666667,"Marriage and Kinship",24
"Bulgarian","Kazakh",0.655416666666666,"Marriage and Kinship",24
"Belarusian","Kazakh",0.708333333333334,"Marriage and Kinship",24
"Ukrainian","Kazakh",0.625,"Marriage and Kinship",24
"Hungarian","Kazakh",0.625,"Marriage and Kinship",24
"Lithuanian","Kazakh",0.666666666666666,"Marriage and Kinship",24
"Kalmyk","Kazakh",0.25,"Marriage and Kinship",24
"Armenian","Kazakh",0.666666666666666,"Marriage and Kinship",24
"Kurdish (Sorani)","Kazakh",0.583333333333334,"Marriage and Kinship",24
"Abkhazian","Kazakh",0.330416666666667,"Marriage and Kinship",24
"Kabardian","Kazakh",0.372916666666667,"Marriage and Kinship",24
"Turkish","Kazakh",0.333333333333333,"Marriage and Kinship",24
"Ossetian","Kazakh",0.32375,"Marriage and Kinship",24
"Hebrew","Kazakh",0.416666666666667,"Marriage and Kinship",24
"Sindhi","Kazakh",0.333333333333333,"Marriage and Kinship",24
"Eastern Punjabi","Kazakh",0.583333333333334,"Marriage and Kinship",24
"Kazakh","Kazakh",0,"Marriage and Kinship",24
"Sakha","Kazakh",0.375,"Marriage and Kinship",24
"Korean","Kazakh",0.5,"Marriage and Kinship",24
"Chinese","Kazakh",0.375,"Marriage and Kinship",24
"Nuosu","Kazakh",0.458333333333334,"Marriage and Kinship",24
"Japanese","Kazakh",0.708333333333334,"Marriage and Kinship",24
"Tibetan","Kazakh",0.416666666666667,"Marriage and Kinship",24
"Bengali","Kazakh",0.458333333333334,"Marriage and Kinship",24
"Kashmiri","Kazakh",0.333333333333333,"Marriage and Kinship",24
"Gujarati","Kazakh",0.416666666666667,"Marriage and Kinship",24
"Telugu","Kazakh",0.458333333333334,"Marriage and Kinship",24
"Tamil","Kazakh",0.5,"Marriage and Kinship",24
"Malayalam","Kazakh",0.791666666666667,"Marriage and Kinship",24
"Sinhalese","Kazakh",0.833333333333333,"Marriage and Kinship",24
"Burmese","Kazakh",0.791666666666667,"Marriage and Kinship",24
"Vietnamese","Kazakh",0.333333333333333,"Marriage and Kinship",24
"Khmer","Kazakh",0.708333333333334,"Marriage and Kinship",24
"Malay","Kazakh",0.666666666666666,"Marriage and Kinship",24
"Thai","Kazakh",0.708333333333334,"Marriage and Kinship",24
"Cebuano","Kazakh",0.625,"Marriage and Kinship",24
"Banyumasan","Kazakh",0.708333333333334,"Marriage and Kinship",24
"Minangkabau","Kazakh",0.875,"Marriage and Kinship",24
"Tetum","Kazakh",0.708333333333334,"Marriage and Kinship",24
"Nauruan","Kazakh",0.791666666666667,"Marriage and Kinship",24
"Chamorro","Kazakh",0.583333333333334,"Marriage and Kinship",24
"Samoan","Kazakh",0.583333333333334,"Marriage and Kinship",24
"Tongan","Kazakh",0.666666666666666,"Marriage and Kinship",24
"Maori","Kazakh",0.666666666666666,"Marriage and Kinship",24
"Hawaiian","Kazakh",0.708333333333334,"Marriage and Kinship",24
"Tahitian","Kazakh",0.666666666666666,"Marriage and Kinship",24
"Inupiak","Kazakh",0.625,"Marriage and Kinship",24
"Greenlandic","Kazakh",0.740833333333333,"Marriage and Kinship",24
"Cheyenne","Kazakh",0.666666666666666,"Marriage and Kinship",24
"Choctaw","Kazakh",0.708333333333334,"Marriage and Kinship",24
"Muscogee","Kazakh",0.625,"Marriage and Kinship",24
"Cherokee","Kazakh",0.666666666666666,"Marriage and Kinship",24
"Navajo","Kazakh",0.666666666666666,"Marriage and Kinship",24
"Haitian","Kazakh",0.666666666666666,"Marriage and Kinship",24
"Aymara","Kazakh",0.458333333333334,"Marriage and Kinship",24
"Guarani","Kazakh",0.708333333333334,"Marriage and Kinship",24
"Herero","Sakha",0.708333333333334,"Marriage and Kinship",24
"Zulu","Sakha",0.375,"Marriage and Kinship",24
"Tswana","Sakha",0.625,"Marriage and Kinship",24
"Shona","Sakha",0.625,"Marriage and Kinship",24
"Ndonga","Sakha",0.697083333333334,"Marriage and Kinship",24
"Swati","Sakha",0.583333333333334,"Marriage and Kinship",24
"Tsonga","Sakha",0.458333333333334,"Marriage and Kinship",24
"Venda","Sakha",0.708333333333334,"Marriage and Kinship",24
"Kongo","Sakha",0.625,"Marriage and Kinship",24
"Tumbuka","Sakha",0.625,"Marriage and Kinship",24
"Kikuyu","Sakha",0.416666666666667,"Marriage and Kinship",24
"Luganda","Sakha",0.666666666666666,"Marriage and Kinship",24
"Kinyarwanda","Sakha",0.5,"Marriage and Kinship",24
"Lingala","Sakha",0.511666666666667,"Marriage and Kinship",24
"Kirundi","Sakha",0.666666666666666,"Marriage and Kinship",24
"Igbo","Sakha",0.5,"Marriage and Kinship",24
"Bambara","Sakha",0.541666666666666,"Marriage and Kinship",24
"Tigrinya","Sakha",0.583333333333334,"Marriage and Kinship",24
"Afar","Sakha",0.375,"Marriage and Kinship",24
"Amharic","Sakha",0.791666666666667,"Marriage and Kinship",24
"Kanuri","Sakha",0.625,"Marriage and Kinship",24
"Wolof","Sakha",0.625,"Marriage and Kinship",24
"Egyptian Arabic","Sakha",0.458333333333334,"Marriage and Kinship",24
"Kabyle","Sakha",0.5,"Marriage and Kinship",24
"Albanian","Sakha",0.666666666666666,"Marriage and Kinship",24
"Latin","Sakha",0.708333333333334,"Marriage and Kinship",24
"Neapolitan","Sakha",0.791666666666667,"Marriage and Kinship",24
"Spanish","Sakha",0.708333333333334,"Marriage and Kinship",24
"Greek","Sakha",0.75,"Marriage and Kinship",24
"English","Sakha",0.791666666666667,"Marriage and Kinship",24
"French","Sakha",0.791666666666667,"Marriage and Kinship",24
"Dutch","Sakha",0.708333333333334,"Marriage and Kinship",24
"Icelandic","Sakha",0.72,"Marriage and Kinship",24
"Irish","Sakha",0.75,"Marriage and Kinship",24
"Northern Sami","Sakha",0.791666666666667,"Marriage and Kinship",24
"Serbian","Sakha",0.597083333333334,"Marriage and Kinship",24
"Russian","Sakha",0.6375,"Marriage and Kinship",24
"Bashkir","Sakha",0.666666666666666,"Marriage and Kinship",24
"Chuvash","Sakha",0.75,"Marriage and Kinship",24
"Erzya","Sakha",0.666666666666666,"Marriage and Kinship",24
"Estonian","Sakha",0.8025,"Marriage and Kinship",24
"Gagauz","Sakha",0.625,"Marriage and Kinship",24
"Tatar","Sakha",0.625,"Marriage and Kinship",24
"Latvian","Sakha",0.684583333333333,"Marriage and Kinship",24
"Vepsian","Sakha",0.65125,"Marriage and Kinship",24
"Czech","Sakha",0.75,"Marriage and Kinship",24
"Meadow Mari","Sakha",0.708333333333334,"Marriage and Kinship",24
"Bulgarian","Sakha",0.716666666666667,"Marriage and Kinship",24
"Belarusian","Sakha",0.75,"Marriage and Kinship",24
"Ukrainian","Sakha",0.75,"Marriage and Kinship",24
"Hungarian","Sakha",0.708333333333334,"Marriage and Kinship",24
"Lithuanian","Sakha",0.708333333333334,"Marriage and Kinship",24
"Kalmyk","Sakha",0.458333333333334,"Marriage and Kinship",24
"Armenian","Sakha",0.791666666666667,"Marriage and Kinship",24
"Kurdish (Sorani)","Sakha",0.708333333333334,"Marriage and Kinship",24
"Abkhazian","Sakha",0.437916666666667,"Marriage and Kinship",24
"Kabardian","Sakha",0.597916666666667,"Marriage and Kinship",24
"Turkish","Sakha",0.5,"Marriage and Kinship",24
"Ossetian","Sakha",0.415833333333333,"Marriage and Kinship",24
"Hebrew","Sakha",0.5,"Marriage and Kinship",24
"Sindhi","Sakha",0.5,"Marriage and Kinship",24
"Eastern Punjabi","Sakha",0.541666666666666,"Marriage and Kinship",24
"Kazakh","Sakha",0.375,"Marriage and Kinship",24
"Sakha","Sakha",0,"Marriage and Kinship",24
"Korean","Sakha",0.625,"Marriage and Kinship",24
"Chinese","Sakha",0.416666666666667,"Marriage and Kinship",24
"Nuosu","Sakha",0.416666666666667,"Marriage and Kinship",24
"Japanese","Sakha",0.625,"Marriage and Kinship",24
"Tibetan","Sakha",0.458333333333334,"Marriage and Kinship",24
"Bengali","Sakha",0.625,"Marriage and Kinship",24
"Kashmiri","Sakha",0.458333333333334,"Marriage and Kinship",24
"Gujarati","Sakha",0.541666666666666,"Marriage and Kinship",24
"Telugu","Sakha",0.583333333333334,"Marriage and Kinship",24
"Tamil","Sakha",0.583333333333334,"Marriage and Kinship",24
"Malayalam","Sakha",0.833333333333333,"Marriage and Kinship",24
"Sinhalese","Sakha",0.875,"Marriage and Kinship",24
"Burmese","Sakha",0.708333333333334,"Marriage and Kinship",24
"Vietnamese","Sakha",0.5,"Marriage and Kinship",24
"Khmer","Sakha",0.666666666666666,"Marriage and Kinship",24
"Malay","Sakha",0.625,"Marriage and Kinship",24
"Thai","Sakha",0.666666666666666,"Marriage and Kinship",24
"Cebuano","Sakha",0.708333333333334,"Marriage and Kinship",24
"Banyumasan","Sakha",0.541666666666666,"Marriage and Kinship",24
"Minangkabau","Sakha",0.916666666666667,"Marriage and Kinship",24
"Tetum","Sakha",0.833333333333333,"Marriage and Kinship",24
"Nauruan","Sakha",0.833333333333333,"Marriage and Kinship",24
"Chamorro","Sakha",0.708333333333334,"Marriage and Kinship",24
"Samoan","Sakha",0.666666666666666,"Marriage and Kinship",24
"Tongan","Sakha",0.708333333333334,"Marriage and Kinship",24
"Maori","Sakha",0.75,"Marriage and Kinship",24
"Hawaiian","Sakha",0.75,"Marriage and Kinship",24
"Tahitian","Sakha",0.708333333333334,"Marriage and Kinship",24
"Inupiak","Sakha",0.625,"Marriage and Kinship",24
"Greenlandic","Sakha",0.805,"Marriage and Kinship",24
"Cheyenne","Sakha",0.791666666666667,"Marriage and Kinship",24
"Choctaw","Sakha",0.833333333333333,"Marriage and Kinship",24
"Muscogee","Sakha",0.75,"Marriage and Kinship",24
"Cherokee","Sakha",0.708333333333334,"Marriage and Kinship",24
"Navajo","Sakha",0.791666666666667,"Marriage and Kinship",24
"Haitian","Sakha",0.708333333333334,"Marriage and Kinship",24
"Aymara","Sakha",0.541666666666666,"Marriage and Kinship",24
"Guarani","Sakha",0.625,"Marriage and Kinship",24
"Herero","Korean",0.666666666666666,"Marriage and Kinship",24
"Zulu","Korean",0.416666666666667,"Marriage and Kinship",24
"Tswana","Korean",0.708333333333334,"Marriage and Kinship",24
"Shona","Korean",0.458333333333334,"Marriage and Kinship",24
"Ndonga","Korean",0.627916666666667,"Marriage and Kinship",24
"Swati","Korean",0.333333333333333,"Marriage and Kinship",24
"Tsonga","Korean",0.458333333333334,"Marriage and Kinship",24
"Venda","Korean",0.583333333333334,"Marriage and Kinship",24
"Kongo","Korean",0.708333333333334,"Marriage and Kinship",24
"Tumbuka","Korean",0.416666666666667,"Marriage and Kinship",24
"Kikuyu","Korean",0.416666666666667,"Marriage and Kinship",24
"Luganda","Korean",0.375,"Marriage and Kinship",24
"Kinyarwanda","Korean",0.416666666666667,"Marriage and Kinship",24
"Lingala","Korean",0.375833333333333,"Marriage and Kinship",24
"Kirundi","Korean",0.375,"Marriage and Kinship",24
"Igbo","Korean",0.375,"Marriage and Kinship",24
"Bambara","Korean",0.541666666666666,"Marriage and Kinship",24
"Tigrinya","Korean",0.583333333333334,"Marriage and Kinship",24
"Afar","Korean",0.458333333333334,"Marriage and Kinship",24
"Amharic","Korean",0.5,"Marriage and Kinship",24
"Kanuri","Korean",0.517083333333333,"Marriage and Kinship",24
"Wolof","Korean",0.708333333333334,"Marriage and Kinship",24
"Egyptian Arabic","Korean",0.625,"Marriage and Kinship",24
"Kabyle","Korean",0.415,"Marriage and Kinship",24
"Albanian","Korean",0.458333333333334,"Marriage and Kinship",24
"Latin","Korean",0.625,"Marriage and Kinship",24
"Neapolitan","Korean",0.541666666666666,"Marriage and Kinship",24
"Spanish","Korean",0.541666666666666,"Marriage and Kinship",24
"Greek","Korean",0.458333333333334,"Marriage and Kinship",24
"English","Korean",0.541666666666666,"Marriage and Kinship",24
"French","Korean",0.583333333333334,"Marriage and Kinship",24
"Dutch","Korean",0.5,"Marriage and Kinship",24
"Icelandic","Korean",0.505,"Marriage and Kinship",24
"Irish","Korean",0.416666666666667,"Marriage and Kinship",24
"Northern Sami","Korean",0.5,"Marriage and Kinship",24
"Serbian","Korean",0.33875,"Marriage and Kinship",24
"Russian","Korean",0.6625,"Marriage and Kinship",24
"Bashkir","Korean",0.708333333333334,"Marriage and Kinship",24
"Chuvash","Korean",0.666666666666666,"Marriage and Kinship",24
"Erzya","Korean",0.541666666666666,"Marriage and Kinship",24
"Estonian","Korean",0.622083333333333,"Marriage and Kinship",24
"Gagauz","Korean",0.645,"Marriage and Kinship",24
"Tatar","Korean",0.583333333333334,"Marriage and Kinship",24
"Latvian","Korean",0.589166666666667,"Marriage and Kinship",24
"Vepsian","Korean",0.625,"Marriage and Kinship",24
"Czech","Korean",0.416666666666667,"Marriage and Kinship",24
"Meadow Mari","Korean",0.616666666666667,"Marriage and Kinship",24
"Bulgarian","Korean",0.45125,"Marriage and Kinship",24
"Belarusian","Korean",0.5,"Marriage and Kinship",24
"Ukrainian","Korean",0.416666666666667,"Marriage and Kinship",24
"Hungarian","Korean",0.458333333333334,"Marriage and Kinship",24
"Lithuanian","Korean",0.375,"Marriage and Kinship",24
"Kalmyk","Korean",0.333333333333333,"Marriage and Kinship",24
"Armenian","Korean",0.625,"Marriage and Kinship",24
"Kurdish (Sorani)","Korean",0.583333333333334,"Marriage and Kinship",24
"Abkhazian","Korean",0.420833333333333,"Marriage and Kinship",24
"Kabardian","Korean",0.245,"Marriage and Kinship",24
"Turkish","Korean",0.5,"Marriage and Kinship",24
"Ossetian","Korean",0.411666666666667,"Marriage and Kinship",24
"Hebrew","Korean",0.541666666666666,"Marriage and Kinship",24
"Sindhi","Korean",0.5,"Marriage and Kinship",24
"Eastern Punjabi","Korean",0.583333333333334,"Marriage and Kinship",24
"Kazakh","Korean",0.5,"Marriage and Kinship",24
"Sakha","Korean",0.625,"Marriage and Kinship",24
"Korean","Korean",0,"Marriage and Kinship",24
"Chinese","Korean",0.333333333333333,"Marriage and Kinship",24
"Nuosu","Korean",0.666666666666666,"Marriage and Kinship",24
"Japanese","Korean",0.375,"Marriage and Kinship",24
"Tibetan","Korean",0.333333333333333,"Marriage and Kinship",24
"Bengali","Korean",0.583333333333334,"Marriage and Kinship",24
"Kashmiri","Korean",0.458333333333334,"Marriage and Kinship",24
"Gujarati","Korean",0.583333333333334,"Marriage and Kinship",24
"Telugu","Korean",0.458333333333334,"Marriage and Kinship",24
"Tamil","Korean",0.541666666666666,"Marriage and Kinship",24
"Malayalam","Korean",0.75,"Marriage and Kinship",24
"Sinhalese","Korean",0.708333333333334,"Marriage and Kinship",24
"Burmese","Korean",0.666666666666666,"Marriage and Kinship",24
"Vietnamese","Korean",0.291666666666667,"Marriage and Kinship",24
"Khmer","Korean",0.666666666666666,"Marriage and Kinship",24
"Malay","Korean",0.583333333333334,"Marriage and Kinship",24
"Thai","Korean",0.708333333333334,"Marriage and Kinship",24
"Cebuano","Korean",0.5,"Marriage and Kinship",24
"Banyumasan","Korean",0.666666666666666,"Marriage and Kinship",24
"Minangkabau","Korean",0.75,"Marriage and Kinship",24
"Tetum","Korean",0.791666666666667,"Marriage and Kinship",24
"Nauruan","Korean",0.791666666666667,"Marriage and Kinship",24
"Chamorro","Korean",0.541666666666666,"Marriage and Kinship",24
"Samoan","Korean",0.666666666666666,"Marriage and Kinship",24
"Tongan","Korean",0.5,"Marriage and Kinship",24
"Maori","Korean",0.708333333333334,"Marriage and Kinship",24
"Hawaiian","Korean",0.666666666666666,"Marriage and Kinship",24
"Tahitian","Korean",0.541666666666666,"Marriage and Kinship",24
"Inupiak","Korean",0.625,"Marriage and Kinship",24
"Greenlandic","Korean",0.54,"Marriage and Kinship",24
"Cheyenne","Korean",0.625,"Marriage and Kinship",24
"Choctaw","Korean",0.583333333333334,"Marriage and Kinship",24
"Muscogee","Korean",0.708333333333334,"Marriage and Kinship",24
"Cherokee","Korean",0.666666666666666,"Marriage and Kinship",24
"Navajo","Korean",0.708333333333334,"Marriage and Kinship",24
"Haitian","Korean",0.5,"Marriage and Kinship",24
"Aymara","Korean",0.291666666666667,"Marriage and Kinship",24
"Guarani","Korean",0.575833333333334,"Marriage and Kinship",24
"Herero","Chinese",0.625,"Marriage and Kinship",24
"Zulu","Chinese",0.291666666666667,"Marriage and Kinship",24
"Tswana","Chinese",0.583333333333334,"Marriage and Kinship",24
"Shona","Chinese",0.541666666666666,"Marriage and Kinship",24
"Ndonga","Chinese",0.70625,"Marriage and Kinship",24
"Swati","Chinese",0.416666666666667,"Marriage and Kinship",24
"Tsonga","Chinese",0.375,"Marriage and Kinship",24
"Venda","Chinese",0.458333333333334,"Marriage and Kinship",24
"Kongo","Chinese",0.625,"Marriage and Kinship",24
"Tumbuka","Chinese",0.375,"Marriage and Kinship",24
"Kikuyu","Chinese",0.333333333333333,"Marriage and Kinship",24
"Luganda","Chinese",0.5,"Marriage and Kinship",24
"Kinyarwanda","Chinese",0.291666666666667,"Marriage and Kinship",24
"Lingala","Chinese",0.29875,"Marriage and Kinship",24
"Kirundi","Chinese",0.416666666666667,"Marriage and Kinship",24
"Igbo","Chinese",0.333333333333333,"Marriage and Kinship",24
"Bambara","Chinese",0.416666666666667,"Marriage and Kinship",24
"Tigrinya","Chinese",0.416666666666667,"Marriage and Kinship",24
"Afar","Chinese",0.291666666666667,"Marriage and Kinship",24
"Amharic","Chinese",0.625,"Marriage and Kinship",24
"Kanuri","Chinese",0.495,"Marriage and Kinship",24
"Wolof","Chinese",0.625,"Marriage and Kinship",24
"Egyptian Arabic","Chinese",0.458333333333334,"Marriage and Kinship",24
"Kabyle","Chinese",0.216666666666667,"Marriage and Kinship",24
"Albanian","Chinese",0.416666666666667,"Marriage and Kinship",24
"Latin","Chinese",0.458333333333334,"Marriage and Kinship",24
"Neapolitan","Chinese",0.625,"Marriage and Kinship",24
"Spanish","Chinese",0.541666666666666,"Marriage and Kinship",24
"Greek","Chinese",0.541666666666666,"Marriage and Kinship",24
"English","Chinese",0.625,"Marriage and Kinship",24
"French","Chinese",0.583333333333334,"Marriage and Kinship",24
"Dutch","Chinese",0.541666666666666,"Marriage and Kinship",24
"Icelandic","Chinese",0.47,"Marriage and Kinship",24
"Irish","Chinese",0.541666666666666,"Marriage and Kinship",24
"Northern Sami","Chinese",0.625,"Marriage and Kinship",24
"Serbian","Chinese",0.305416666666667,"Marriage and Kinship",24
"Russian","Chinese",0.6375,"Marriage and Kinship",24
"Bashkir","Chinese",0.666666666666666,"Marriage and Kinship",24
"Chuvash","Chinese",0.625,"Marriage and Kinship",24
"Erzya","Chinese",0.458333333333334,"Marriage and Kinship",24
"Estonian","Chinese",0.552499999999999,"Marriage and Kinship",24
"Gagauz","Chinese",0.536249999999999,"Marriage and Kinship",24
"Tatar","Chinese",0.625,"Marriage and Kinship",24
"Latvian","Chinese",0.434583333333333,"Marriage and Kinship",24
"Vepsian","Chinese",0.46625,"Marriage and Kinship",24
"Czech","Chinese",0.541666666666666,"Marriage and Kinship",24
"Meadow Mari","Chinese",0.469166666666667,"Marriage and Kinship",24
"Bulgarian","Chinese",0.508333333333334,"Marriage and Kinship",24
"Belarusian","Chinese",0.541666666666666,"Marriage and Kinship",24
"Ukrainian","Chinese",0.541666666666666,"Marriage and Kinship",24
"Hungarian","Chinese",0.583333333333334,"Marriage and Kinship",24
"Lithuanian","Chinese",0.5,"Marriage and Kinship",24
"Kalmyk","Chinese",0.416666666666667,"Marriage and Kinship",24
"Armenian","Chinese",0.541666666666666,"Marriage and Kinship",24
"Kurdish (Sorani)","Chinese",0.5,"Marriage and Kinship",24
"Abkhazian","Chinese",0.340833333333333,"Marriage and Kinship",24
"Kabardian","Chinese",0.347916666666667,"Marriage and Kinship",24
"Turkish","Chinese",0.333333333333333,"Marriage and Kinship",24
"Ossetian","Chinese",0.236666666666667,"Marriage and Kinship",24
"Hebrew","Chinese",0.458333333333334,"Marriage and Kinship",24
"Sindhi","Chinese",0.333333333333333,"Marriage and Kinship",24
"Eastern Punjabi","Chinese",0.333333333333333,"Marriage and Kinship",24
"Kazakh","Chinese",0.375,"Marriage and Kinship",24
"Sakha","Chinese",0.416666666666667,"Marriage and Kinship",24
"Korean","Chinese",0.333333333333333,"Marriage and Kinship",24
"Chinese","Chinese",0,"Marriage and Kinship",24
"Nuosu","Chinese",0.541666666666666,"Marriage and Kinship",24
"Japanese","Chinese",0.5,"Marriage and Kinship",24
"Tibetan","Chinese",0.208333333333333,"Marriage and Kinship",24
"Bengali","Chinese",0.416666666666667,"Marriage and Kinship",24
"Kashmiri","Chinese",0.291666666666667,"Marriage and Kinship",24
"Gujarati","Chinese",0.5,"Marriage and Kinship",24
"Telugu","Chinese",0.291666666666667,"Marriage and Kinship",24
"Tamil","Chinese",0.375,"Marriage and Kinship",24
"Malayalam","Chinese",0.708333333333334,"Marriage and Kinship",24
"Sinhalese","Chinese",0.666666666666666,"Marriage and Kinship",24
"Burmese","Chinese",0.625,"Marriage and Kinship",24
"Vietnamese","Chinese",0.208333333333333,"Marriage and Kinship",24
"Khmer","Chinese",0.666666666666666,"Marriage and Kinship",24
"Malay","Chinese",0.625,"Marriage and Kinship",24
"Thai","Chinese",0.625,"Marriage and Kinship",24
"Cebuano","Chinese",0.541666666666666,"Marriage and Kinship",24
"Banyumasan","Chinese",0.583333333333334,"Marriage and Kinship",24
"Minangkabau","Chinese",0.75,"Marriage and Kinship",24
"Tetum","Chinese",0.666666666666666,"Marriage and Kinship",24
"Nauruan","Chinese",0.708333333333334,"Marriage and Kinship",24
"Chamorro","Chinese",0.541666666666666,"Marriage and Kinship",24
"Samoan","Chinese",0.541666666666666,"Marriage and Kinship",24
"Tongan","Chinese",0.541666666666666,"Marriage and Kinship",24
"Maori","Chinese",0.583333333333334,"Marriage and Kinship",24
"Hawaiian","Chinese",0.583333333333334,"Marriage and Kinship",24
"Tahitian","Chinese",0.583333333333334,"Marriage and Kinship",24
"Inupiak","Chinese",0.625,"Marriage and Kinship",24
"Greenlandic","Chinese",0.638333333333334,"Marriage and Kinship",24
"Cheyenne","Chinese",0.666666666666666,"Marriage and Kinship",24
"Choctaw","Chinese",0.708333333333334,"Marriage and Kinship",24
"Muscogee","Chinese",0.583333333333334,"Marriage and Kinship",24
"Cherokee","Chinese",0.541666666666666,"Marriage and Kinship",24
"Navajo","Chinese",0.666666666666666,"Marriage and Kinship",24
"Haitian","Chinese",0.583333333333334,"Marriage and Kinship",24
"Aymara","Chinese",0.333333333333333,"Marriage and Kinship",24
"Guarani","Chinese",0.624583333333333,"Marriage and Kinship",24
"Herero","Nuosu",0.625,"Marriage and Kinship",24
"Zulu","Nuosu",0.458333333333334,"Marriage and Kinship",24
"Tswana","Nuosu",0.583333333333334,"Marriage and Kinship",24
"Shona","Nuosu",0.625,"Marriage and Kinship",24
"Ndonga","Nuosu",0.73875,"Marriage and Kinship",24
"Swati","Nuosu",0.5,"Marriage and Kinship",24
"Tsonga","Nuosu",0.458333333333334,"Marriage and Kinship",24
"Venda","Nuosu",0.458333333333334,"Marriage and Kinship",24
"Kongo","Nuosu",0.458333333333334,"Marriage and Kinship",24
"Tumbuka","Nuosu",0.458333333333334,"Marriage and Kinship",24
"Kikuyu","Nuosu",0.458333333333334,"Marriage and Kinship",24
"Luganda","Nuosu",0.708333333333334,"Marriage and Kinship",24
"Kinyarwanda","Nuosu",0.458333333333334,"Marriage and Kinship",24
"Lingala","Nuosu",0.510833333333333,"Marriage and Kinship",24
"Kirundi","Nuosu",0.583333333333334,"Marriage and Kinship",24
"Igbo","Nuosu",0.541666666666666,"Marriage and Kinship",24
"Bambara","Nuosu",0.416666666666667,"Marriage and Kinship",24
"Tigrinya","Nuosu",0.541666666666666,"Marriage and Kinship",24
"Afar","Nuosu",0.416666666666667,"Marriage and Kinship",24
"Amharic","Nuosu",0.833333333333333,"Marriage and Kinship",24
"Kanuri","Nuosu",0.745,"Marriage and Kinship",24
"Wolof","Nuosu",0.541666666666666,"Marriage and Kinship",24
"Egyptian Arabic","Nuosu",0.375,"Marriage and Kinship",24
"Kabyle","Nuosu",0.466666666666667,"Marriage and Kinship",24
"Albanian","Nuosu",0.458333333333334,"Marriage and Kinship",24
"Latin","Nuosu",0.708333333333334,"Marriage and Kinship",24
"Neapolitan","Nuosu",0.833333333333333,"Marriage and Kinship",24
"Spanish","Nuosu",0.75,"Marriage and Kinship",24
"Greek","Nuosu",0.791666666666667,"Marriage and Kinship",24
"English","Nuosu",0.833333333333333,"Marriage and Kinship",24
"French","Nuosu",0.833333333333333,"Marriage and Kinship",24
"Dutch","Nuosu",0.791666666666667,"Marriage and Kinship",24
"Icelandic","Nuosu",0.734583333333333,"Marriage and Kinship",24
"Irish","Nuosu",0.791666666666667,"Marriage and Kinship",24
"Northern Sami","Nuosu",0.833333333333333,"Marriage and Kinship",24
