l1,l2,IDS_SEMANTICFIELD_l1,local_alignment
en,ga,Time,0.3121924878213068
en,he,Agriculture and vegetation,0.22976227667345056
en,he,Animals,0.2782363304650837
en,he,Basic actions and technology,0.17714597042155236
en,he,Clothing and grooming,0.3374594673649232
en,he,Cognition,0.2464350656992157
en,he,Emotions and values,0.19340749301155719
en,he,Food and drink,0.3096844790757166
en,he,Kinship,0.3289437388545681
en,he,Miscellaneous function words,0.34985192772705154
en,he,Modern world,0.17744528002403492
en,he,Motion,0.19723437526720916
en,he,Possession,0.2570369093416167
en,he,Quantity,0.5465922268117033
en,he,Sense perception,0.3135259160487221
en,he,Social and political relations,0.1497470097644276
en,he,Spatial relations,0.23020414696835456
en,he,Speech and language,0.14227957899487798
en,he,The body,0.20977779356243112
en,he,The house,0.2215658061087228
en,he,The physical world,0.2759891603907464
en,he,Time,0.2827921505465766
en,it,Agriculture and vegetation,0.32844949144413793
en,it,Animals,0.3982089924763847
en,it,Basic actions and technology,0.26999170074018
en,it,Clothing and grooming,0.38838822607842605
en,it,Cognition,0.33189082394093705
en,it,Emotions and values,0.3220893514370676
en,it,Food and drink,0.39969736525809446
en,it,Kinship,0.6658737179699306
en,it,Miscellaneous function words,0.32941316389266906
en,it,Modern world,0.28954270591039544
en,it,Motion,0.2588046569138617
en,it,Possession,0.3560886677189456
en,it,Quantity,0.5841060088880775
en,it,Sense perception,0.3908107109753482
en,it,Social and political relations,0.3443720541369074
en,it,Spatial relations,0.3175570977367969
en,it,Speech and language,0.30163787142259935
en,it,The body,0.37914073289251493
en,it,The house,0.23805546812750303
en,it,The physical world,0.361935103932969
en,it,Time,0.5040041804850158
en,ja,Agriculture and vegetation,0.19238651946619661
en,ja,Animals,0.21927748255083251
en,ja,Basic actions and technology,0.13870498475810278
en,ja,Clothing and grooming,0.21272573016749885
en,ja,Cognition,0.20967511888684012
en,ja,Emotions and values,0.22354791584321015
en,ja,Food and drink,0.2377722884789419
en,ja,Kinship,0.3253487018403837
en,ja,Miscellaneous function words,0.3094555185160266
en,ja,Modern world,0.11980551465149407
en,ja,Motion,0.15034779384389194
en,ja,Possession,0.1880150341992201
en,ja,Quantity,0.4790544606796474
en,ja,Sense perception,0.2483618961071055
en,ja,Social and political relations,0.1987208208895894
en,ja,Spatial relations,0.20005056462004003
en,ja,Speech and language,0.2110892024800782
en,ja,The body,0.3089076147254696
en,ja,The house,0.11758701355061832
en,ja,The physical world,0.2174781761269487
en,ja,Time,0.28377178580042894
en,ka,Agriculture and vegetation,0.2774756723715443
en,ka,Animals,0.31336425504414656
en,ka,Basic actions and technology,0.20499891431260892
en,ka,Clothing and grooming,0.24275670693020107
en,ka,Cognition,0.2589480998161174
en,ka,Emotions and values,0.23719589805512045
en,ka,Food and drink,0.3431057258556268
en,ka,Kinship,0.5413282631957569
en,ka,Miscellaneous function words,0.30141448204444465
en,ka,Modern world,0.17550023961764208
en,ka,Motion,0.21112117253499912
en,ka,Possession,0.21591017751163755
en,ka,Quantity,0.5706903740426937
en,ka,Sense perception,0.39154206347907533
en,ka,Social and political relations,0.2290954960422315
en,ka,Spatial relations,0.2412225054725276
en,ka,Speech and language,0.22640342308588274
en,ka,The body,0.27520652803762424
en,ka,The house,0.25394652238959553
en,ka,The physical world,0.3076884419467268
en,ka,Time,0.36402598791014795
en,kk,Agriculture and vegetation,0.2589706741499015
en,kk,Animals,0.33891313807932905
en,kk,Basic actions and technology,0.20436567645176476
en,kk,Clothing and grooming,0.31958470921277154
en,kk,Cognition,0.28485735672050816
en,kk,Emotions and values,0.2715395287212596
en,kk,Food and drink,0.31902526696612404
en,kk,Kinship,0.39871383612339883
en,kk,Miscellaneous function words,0.18056588696512624
en,kk,Modern world,0.1763455994116226
en,kk,Motion,0.21618672157967786
en,kk,Possession,0.22303622763187195
en,kk,Quantity,0.5099087517757104
en,kk,Sense perception,0.2819579139424729
en,kk,Social and political relations,0.22557191408814609
en,kk,Spatial relations,0.18895952670994498
en,kk,Speech and language,0.254360991765446
en,kk,The body,0.2896763280323911
en,kk,The house,0.201920847867716
en,kk,The physical world,0.2445942855529042
en,kk,Time,0.30314355062139936
en,kn,Agriculture and vegetation,0.26892828306739397
en,kn,Animals,0.36730718968780396
en,kn,Basic actions and technology,0.18026093458255374
en,kn,Clothing and grooming,0.20985760722402583
en,kn,Cognition,0.204401751651918
en,kn,Emotions and values,0.2384819784305354
en,kn,Food and drink,0.30786377162439305
en,kn,Kinship,0.4890892077741719
en,kn,Miscellaneous function words,0.31959348463394316
en,kn,Modern world,0.14716845883646995
en,kn,Motion,0.193257292373875
en,kn,Possession,0.15513135095714134
en,kn,Quantity,0.5377496764178482
en,kn,Sense perception,0.3587196780287036
en,kn,Social and political relations,0.20919745632439604
en,kn,Spatial relations,0.19717480866221163
en,kn,Speech and language,0.24184421667525655
en,kn,The body,0.34498515174865685
en,kn,The house,0.19162854130337872
en,kn,The physical world,0.2618305413724617
en,kn,Time,0.33376271897867954
en,ko,Agriculture and vegetation,0.2669812494332925
en,ko,Animals,0.28659827732219584
en,ko,Basic actions and technology,0.15760575850230568
en,ko,Clothing and grooming,0.21971128167389986
en,ko,Cognition,0.25925465562759
en,ko,Emotions and values,0.22324505136847664
en,ko,Food and drink,0.23867516346821974
en,ko,Kinship,0.4796794630667212
en,ko,Miscellaneous function words,0.28913555009770364
en,ko,Modern world,0.16434838191519516
en,ko,Motion,0.1534342182352686
en,ko,Possession,0.20348079785933448
en,ko,Quantity,0.39783414514341325
en,ko,Sense perception,0.30353390865061697
en,ko,Social and political relations,0.22415827742399572
en,ko,Spatial relations,0.22585175312483716
en,ko,Speech and language,0.2247866125109703
en,ko,The body,0.26041460252854576
en,ko,The house,0.18499160957926375
en,ko,The physical world,0.23069356051353676
en,ko,Time,0.3144294706964759
en,la,Agriculture and vegetation,0.16541647399005088
en,la,Animals,0.15559562221559703
en,la,Basic actions and technology,0.13998927746431705
en,la,Clothing and grooming,0.14162986882605993
en,la,Cognition,0.15979429675707568
en,la,Emotions and values,0.14804613799408073
en,la,Food and drink,0.17266084346039118
en,la,Kinship,0.48347591493461
en,la,Miscellaneous function words,0.17750281392251668
en,la,Modern world,0.19430790345741547
en,la,Motion,0.11400625377849159
en,la,Possession,0.14660369522829725
en,la,Quantity,0.5416887306886995
en,la,Sense perception,0.22327024075039423
en,la,Social and political relations,0.20343327680673354
en,la,Spatial relations,0.16617465238476814
en,la,Speech and language,0.19880250300872032
en,la,The body,0.1252484654396925
en,la,The house,0.10849472058309725
en,la,The physical world,0.1928028489980476
en,la,Time,0.27249682536518277
en,lbe,Agriculture and vegetation,0.05460224443262962
en,lbe,Animals,0.12047033550413865
en,lbe,Basic actions and technology,0.13133743537331496
en,lbe,Clothing and grooming,-0.16037403921161195
en,lbe,Cognition,-0.025156397527211646
en,lbe,Emotions and values,0.01812784318831303
en,lbe,Food and drink,0.02178543453068547
en,lbe,Kinship,0.06990910198051092
en,lbe,Miscellaneous function words,0.05846250532323933
en,lbe,Modern world,0.03460405587688321
en,lbe,Motion,0.13178694456827852
en,lbe,Possession,-0.05682593607011612
en,lbe,Quantity,0.27999183196463184
en,lbe,Sense perception,0.16096250001101609
en,lbe,Social and political relations,0.05993429054585612
en,lbe,Spatial relations,0.10505034368177707
en,lbe,Speech and language,0.07140639212191775
en,lbe,The body,0.015897282647352722
en,lbe,The house,-0.02829803869028431
en,lbe,The physical world,-0.036701778876881884
en,lbe,Time,0.09992771660392341
en,lez,Agriculture and vegetation,0.1278046042807471
en,lez,Animals,0.15658574160443584
en,lez,Basic actions and technology,0.1534617773597291
en,lez,Clothing and grooming,0.11937293890095543
en,lez,Cognition,0.12291446476592197
en,lez,Emotions and values,0.13305703536353847
en,lez,Food and drink,0.1725820578218604
en,lez,Kinship,0.25466202121050585
en,lez,Miscellaneous function words,0.14254560886624762
en,lez,Modern world,0.07688591670037581
en,lez,Motion,0.15620495822777297
en,lez,Possession,0.17345278074526213
en,lez,Quantity,0.26423552189627536
en,lez,Sense perception,0.22248426303651592
en,lez,Social and political relations,0.14422660670176846
en,lez,Spatial relations,0.1608154735007506
en,lez,Speech and language,0.16784217614133737
en,lez,The body,0.11556683338557626
en,lez,The house,0.024678958526739743
en,lez,The physical world,0.1396263638607621
en,lez,Time,0.1561986489727852
en,ml,Agriculture and vegetation,0.23587947787800453
en,ml,Animals,0.36504870266470774
en,ml,Basic actions and technology,0.18017600934164738
en,ml,Clothing and grooming,0.21583515600092268
en,ml,Cognition,0.2082498852209184
en,ml,Emotions and values,0.25006322650753826
en,ml,Food and drink,0.2493241264183993
en,ml,Kinship,0.4422665618912408
en,ml,Miscellaneous function words,0.230805460262067
en,ml,Modern world,0.18957200552796186
en,ml,Motion,0.15844573597081804
en,ml,Possession,0.15756717203222384
en,ml,Quantity,0.5569454798893138
en,ml,Sense perception,0.3350466755280469
en,ml,Social and political relations,0.2110790343101186
en,ml,Spatial relations,0.22044745958990983
en,ml,Speech and language,0.24766699212220708
en,ml,The body,0.2879560574034368
en,ml,The house,0.14073561181222244
en,ml,The physical world,0.28905516546567545
en,ml,Time,0.3622568689999011
en,mn,Agriculture and vegetation,0.2168695051427052
en,mn,Animals,0.24601936212055453
en,mn,Basic actions and technology,0.17956486540953523
en,mn,Clothing and grooming,0.22200621728951098
en,mn,Cognition,0.23965464677288775
en,mn,Emotions and values,0.20540874549289853
en,mn,Food and drink,0.24747765066972727
en,mn,Kinship,0.44880315585237684
en,mn,Miscellaneous function words,0.2116653471299695
en,mn,Modern world,0.22234230784038267
en,mn,Motion,0.16212277988286208
en,mn,Possession,0.17750101887324868
en,mn,Quantity,0.28011315601414555
en,mn,Sense perception,0.2688286766874497
en,mn,Social and political relations,0.24717889944709975
en,mn,Spatial relations,0.17811723402570565
en,mn,Speech and language,0.25438807091932664
en,mn,The body,0.24002154411339327
en,mn,The house,0.13448941420879346
en,mn,The physical world,0.2042083055941314
en,mn,Time,0.29688470157287844
en,pt,Agriculture and vegetation,0.3246757874418052
en,pt,Animals,0.3966643410065993
en,pt,Basic actions and technology,0.27683795732434807
en,pt,Clothing and grooming,0.366102576870486
en,pt,Cognition,0.3578430207819084
en,pt,Emotions and values,0.3369379606241114
en,pt,Food and drink,0.3921985782813458
en,pt,Kinship,0.6367048308379425
en,pt,Miscellaneous function words,0.40224065044343826
en,pt,Modern world,0.3042258677812369
en,pt,Motion,0.2322232738716457
en,pt,Possession,0.3452576171421299
en,pt,Quantity,0.6009874230007427
en,pt,Sense perception,0.4110837836146573
en,pt,Social and political relations,0.338763022461242
en,pt,Spatial relations,0.27639680990766524
en,pt,Speech and language,0.3409353131407351
en,pt,The body,0.39104762310792207
en,pt,The house,0.2739149113324717
en,pt,The physical world,0.3535740433797444
en,pt,Time,0.4823130448007962
en,ro,Agriculture and vegetation,0.314458359376799
en,ro,Animals,0.35697901257652437
en,ro,Basic actions and technology,0.22302857235887683
en,ro,Clothing and grooming,0.275960300945978
en,ro,Cognition,0.3328236146600524
en,ro,Emotions and values,0.2621394642123988
en,ro,Food and drink,0.3545940200790813
en,ro,Kinship,0.4940084499921112
en,ro,Miscellaneous function words,0.25626303810177165
en,ro,Modern world,0.2622382745301259
en,ro,Motion,0.21210839913647778
en,ro,Possession,0.2461221786789722
en,ro,Quantity,0.5828854287229995
en,ro,Sense perception,0.37842672991713117
en,ro,Social and political relations,0.2580416649894043
en,ro,Spatial relations,0.26870926601662243
en,ro,Speech and language,0.2762728600707838
en,ro,The body,0.2640541601909217
en,ro,The house,0.19519040190657067
en,ro,The physical world,0.283310539902303
en,ro,Time,0.42793879504483073
en,sah,Agriculture and vegetation,0.1679388338473196
en,sah,Animals,0.19357350992784841
en,sah,Basic actions and technology,0.15218495491553696
en,sah,Clothing and grooming,0.14310092336682484
en,sah,Cognition,0.17885609718586865
en,sah,Emotions and values,0.24876308266614833
en,sah,Food and drink,0.17334800641334921
en,sah,Kinship,0.33695881668250727
en,sah,Miscellaneous function words,0.16386221990682914
en,sah,Modern world,0.1327835479737378
en,sah,Motion,0.042558708563420033
en,sah,Possession,0.19148364920147176
en,sah,Quantity,0.2974491273816251
en,sah,Sense perception,0.21587793753146026
en,sah,Social and political relations,0.10218473061768105
en,sah,Spatial relations,0.1450717271969631
en,sah,Speech and language,0.15047655882394267
en,sah,The body,0.1403156446045823
en,sah,The house,0.1117948748503401
en,sah,The physical world,0.1369624662178834
en,sah,Time,0.2062586447132822
en,ta,Agriculture and vegetation,0.2853505956242535
en,ta,Animals,0.36405449544545615
en,ta,Basic actions and technology,0.1388742575145992
en,ta,Clothing and grooming,0.286752961739517
en,ta,Cognition,0.24556680748723622
en,ta,Emotions and values,0.255637933391308
en,ta,Food and drink,0.35065940802820555
en,ta,Kinship,0.5085322457112581
en,ta,Miscellaneous function words,0.2693766705008638
en,ta,Modern world,0.24412159607952688
en,ta,Motion,0.13779535955352862
en,ta,Possession,0.1966984988192724
en,ta,Quantity,0.5564194092794779
en,ta,Sense perception,0.3523899311884127
en,ta,Social and political relations,0.22477192494036666
en,ta,Spatial relations,0.2676833245668534
en,ta,Speech and language,0.2971855881561202
en,ta,The body,0.34855360301542493
en,ta,The house,0.20667633596498722
en,ta,The physical world,0.31192452219337424
en,ta,Time,0.3266781688431243
en,te,Agriculture and vegetation,0.1827572377383898
en,te,Animals,0.32560714210705166
en,te,Basic actions and technology,0.20569575352745437
en,te,Clothing and grooming,0.22981291217746466
en,te,Cognition,0.20161854976275864
en,te,Emotions and values,0.2746680046361919
en,te,Food and drink,0.31337139286186944
en,te,Kinship,0.5391973839700627
en,te,Miscellaneous function words,0.2774218071195154
en,te,Modern world,0.16676158345421535
en,te,Motion,0.16738166328971968
en,te,Possession,0.20946818811597098
en,te,Quantity,0.37284813264165023
en,te,Sense perception,0.3333103558481731
en,te,Social and political relations,0.20498844440748545
en,te,Spatial relations,0.23738276043279258
en,te,Speech and language,0.19542827363925147
en,te,The body,0.3047693806747153
en,te,The house,0.14326331538199008
en,te,The physical world,0.27747679693771654
en,te,Time,0.318243942618195
en,tr,Agriculture and vegetation,0.3662057143649172
en,tr,Animals,0.3784306021801456
en,tr,Basic actions and technology,0.2247528465789822
en,tr,Clothing and grooming,0.31236073533088726
en,tr,Cognition,0.3179493874219041
en,tr,Emotions and values,0.30605800428846935
en,tr,Food and drink,0.3979993937968428
en,tr,Kinship,0.4303541608231727
en,tr,Miscellaneous function words,0.3193855430438576
en,tr,Modern world,0.24791302236987178
en,tr,Motion,0.19220907666530188
en,tr,Possession,0.25323075696148256
en,tr,Quantity,0.528342720484676
en,tr,Sense perception,0.3670175997730601
en,tr,Social and political relations,0.30304034680538827
en,tr,Spatial relations,0.304944347829362
en,tr,Speech and language,0.384788645623881
en,tr,The body,0.34121780007517866
en,tr,The house,0.25142346985950786
en,tr,The physical world,0.3275479091643887
en,tr,Time,0.46417364217089113
en,tt,Agriculture and vegetation,0.18560826771653025
en,tt,Animals,0.24089815378553964
en,tt,Basic actions and technology,0.15841130315057625
en,tt,Clothing and grooming,0.20127273118945252
en,tt,Cognition,0.24833172716538984
en,tt,Emotions and values,0.2393116319159349
en,tt,Food and drink,0.2894408949112135
en,tt,Kinship,0.2827236919445536
en,tt,Miscellaneous function words,0.18190820135197205
en,tt,Modern world,0.2187177885301246
en,tt,Motion,0.13665972554354663
en,tt,Possession,0.1952927508621318
en,tt,Quantity,0.4967680600733039
en,tt,Sense perception,0.2573156913333741
en,tt,Social and political relations,0.1364880432636678
en,tt,Spatial relations,0.17777791130432533
en,tt,Speech and language,0.2436659014967187
en,tt,The body,0.18924331526785948
en,tt,The house,0.15413896534139132
en,tt,The physical world,0.1802562789781117
en,tt,Time,0.22586617137507992
en,uz,Agriculture and vegetation,0.20882354049580099
en,uz,Animals,0.3847182615577391
en,uz,Basic actions and technology,0.17990075373569853
en,uz,Clothing and grooming,0.21153178811352719
en,uz,Cognition,0.26075490896839554
en,uz,Emotions and values,0.18876404863325896
en,uz,Food and drink,0.2729982564408826
en,uz,Kinship,0.4161143526129824
en,uz,Miscellaneous function words,0.2260443371529877
en,uz,Modern world,0.14200366788828864
en,uz,Motion,0.1835037100151735
en,uz,Possession,0.265464282756131
en,uz,Quantity,0.4365750170761217
en,uz,Sense perception,0.32554131482364357
en,uz,Social and political relations,0.17164109665301575
en,uz,Spatial relations,0.1627868350703865
en,uz,Speech and language,0.2055362264137115
en,uz,The body,0.25809909407355
en,uz,The house,0.16789410405088517
en,uz,The physical world,0.22558677969613208
en,uz,Time,0.29276260851189534
en,xal,Agriculture and vegetation,0.05378858180356647
en,xal,Animals,0.20162569255006016
en,xal,Basic actions and technology,0.05624963907620759
en,xal,Clothing and grooming,0.0474461953206322
en,xal,Cognition,0.06662999146068568
en,xal,Emotions and values,0.07522568553307053
en,xal,Food and drink,-0.007747532318028619
en,xal,Kinship,0.08562966177376496
en,xal,Miscellaneous function words,0.14731525565474604
en,xal,Modern world,0.05075146037630219
en,xal,Motion,0.12048574552016715
en,xal,Possession,0.11980500065167748
en,xal,Quantity,0.22648659707685304
en,xal,Sense perception,0.10667432128981665
en,xal,Social and political relations,-0.01604438227206526
en,xal,Spatial relations,0.061524913280065506
en,xal,Speech and language,0.099301520033428
en,xal,The body,0.024079721366062574
en,xal,The house,0.019542025543278236
en,xal,The physical world,0.0035265425241353602
en,xal,Time,0.07238377597797004
en,zh,Agriculture and vegetation,0.2250573570366826
en,zh,Animals,0.24412665246335746
en,zh,Basic actions and technology,0.16809624729446068
en,zh,Clothing and grooming,0.25253158595424063
en,zh,Cognition,0.24098031196969535
en,zh,Emotions and values,0.20862464580443157
en,zh,Food and drink,0.2692786667345814
en,zh,Kinship,0.4273556680089047
en,zh,Miscellaneous function words,0.25154373422144155
en,zh,Modern world,0.15157888998795316
en,zh,Motion,0.15440297374361073
en,zh,Possession,0.2305120409919168
en,zh,Quantity,0.48088660189169974
en,zh,Sense perception,0.2446874741298303
en,zh,Social and political relations,0.21191227670077736
en,zh,Spatial relations,0.1708353856389896
en,zh,Speech and language,0.24101808641306208
en,zh,The body,0.26557267639931514
en,zh,The house,0.1527638016239889
en,zh,The physical world,0.2034706071532174
en,zh,Time,0.2801265958278376
es,ab,Agriculture and vegetation,0.08656159137115557
es,ab,Animals,0.09718446933383502
es,ab,Basic actions and technology,0.20304481496968194
es,ab,Cognition,0.08303406471519634
es,ab,Emotions and values,-0.00499578146310811
es,ab,Kinship,0.0676364488519627
es,ab,Miscellaneous function words,0.0993255232266357
es,ab,Modern world,0.06043078317193294
es,ab,Motion,0.22029857168540912
es,ab,Possession,0.21403606815084503
es,ab,Quantity,0.17794213532122635
es,ab,Sense perception,0.04295427002844193
es,ab,Social and political relations,0.1447302554443344
es,ab,Spatial relations,0.04940073584367969
es,ab,Speech and language,0.029646718989714556
es,ab,The body,-0.002874838981706316
es,ab,The house,-0.02020550997549525
es,ab,The physical world,-0.0025026373374352645
es,ab,Time,0.07750930782924864
es,ar,Agriculture and vegetation,0.243815774372328
es,ar,Animals,0.3400912762543976
es,ar,Basic actions and technology,0.20523725491677408
es,ar,Clothing and grooming,0.3093728917371126
es,ar,Cognition,0.24322949945741681
es,ar,Emotions and values,0.27481623776903297
es,ar,Food and drink,0.3096222015822994
es,ar,Kinship,0.5023254654407519
es,ar,Miscellaneous function words,0.4060802905137412
es,ar,Modern world,0.2529541221892668
es,ar,Motion,0.2097532025257287
es,ar,Possession,0.26890933616808305
es,ar,Quantity,0.5692054428977839
es,ar,Sense perception,0.33814397135323143
es,ar,Social and political relations,0.27838749271902247
es,ar,Spatial relations,0.27797405406645964
es,ar,Speech and language,0.26866116639558946
es,ar,The body,0.2712406831769219
es,ar,The house,0.24134663351252578
es,ar,The physical world,0.34557809586252025
es,ar,Time,0.5565843074288965
es,av,Agriculture and vegetation,0.06505671008116269
es,av,Animals,0.1941018073034877
es,av,Basic actions and technology,0.21872918271716557
es,av,Clothing and grooming,0.12366719003546524
es,av,Cognition,0.14098674507431547
es,av,Emotions and values,0.1522099735834073
es,av,Food and drink,0.10502908790409637
es,av,Kinship,0.23284861469407203
es,av,Miscellaneous function words,0.17006395908064512
es,av,Modern world,0.07017547985374693
es,av,Motion,0.3061428798804592
es,av,Possession,0.2896015582298103
es,av,Quantity,0.41560136720378793
es,av,Sense perception,0.18363523026723577
es,av,Social and political relations,0.14286930368608056
es,av,Spatial relations,0.15229205045979474
es,av,Speech and language,0.15632133126472839
es,av,The body,0.14937642622186312
es,av,The house,0.029710860726483976
es,av,The physical world,0.11536523386151705
es,av,Time,0.32887805709118745
es,az,Agriculture and vegetation,0.3482348896730849
es,az,Animals,0.3672843612287309
es,az,Basic actions and technology,0.2324738584810555
es,az,Clothing and grooming,0.271673530102691
es,az,Cognition,0.30913895360961696
es,az,Emotions and values,0.3049319067684666
es,az,Food and drink,0.318873745422105
es,az,Kinship,0.49094308073800735
es,az,Miscellaneous function words,0.427405068738639
es,az,Modern world,0.26783834055133815
es,az,Motion,0.22878521609001387
es,az,Possession,0.2929309113131021
es,az,Quantity,0.6217968512403423
es,az,Sense perception,0.3054985732557458
es,az,Social and political relations,0.30880794673599493
es,az,Spatial relations,0.2661760161931674
es,az,Speech and language,0.3024981269263457
es,az,The body,0.3021814026091595
es,az,The house,0.25826011865935355
es,az,The physical world,0.3319278906184697
es,az,Time,0.41154367960142807
es,ba,Agriculture and vegetation,0.21105614301360304
es,ba,Animals,0.2934535980801829
es,ba,Basic actions and technology,0.19787476418337865
es,ba,Clothing and grooming,0.19418671953012787
es,ba,Cognition,0.2964726199548673
es,ba,Emotions and values,0.25645839747879223
es,ba,Food and drink,0.22702295854076077
es,ba,Kinship,0.33581374755856375
es,ba,Miscellaneous function words,0.26873964134708345
es,ba,Modern world,0.24068028801783586
es,ba,Motion,0.1862611633409656
es,ba,Possession,0.23723157410864718
es,ba,Quantity,0.4035316953056879
es,ba,Sense perception,0.21060581130949235
es,ba,Social and political relations,0.25093563434300087
es,ba,Spatial relations,0.21555532887856665
es,ba,Speech and language,0.2503623371184654
es,ba,The body,0.22676548089399481
es,ba,The house,0.18922315644017604
es,ba,The physical world,0.26733330872831085
es,ba,Time,0.4452112522373214
es,ce,Agriculture and vegetation,0.0904475171480851
es,ce,Animals,0.19290090305656757
es,ce,Basic actions and technology,0.1522113084228609
es,ce,Clothing and grooming,0.14001038159754928
es,ce,Cognition,0.19160134487015276
es,ce,Emotions and values,0.2223371620886604
es,ce,Food and drink,0.1348545652133241
es,ce,Kinship,0.33527604704581215
es,ce,Miscellaneous function words,0.25809745487010427
es,ce,Modern world,0.1735587524466929
es,ce,Motion,0.17256755060842482
es,ce,Possession,0.18605070499884335
es,ce,Quantity,0.33081394568541495
es,ce,Sense perception,0.12766032678996503
es,ce,Social and political relations,0.14338739431212028
es,ce,Spatial relations,0.20735956935537372
es,ce,Speech and language,0.09822291243550159
es,ce,The body,0.15049465433967274
es,ce,The house,0.12605955830750626
es,ce,The physical world,0.15455422605599156
es,ce,Time,0.3369264925157915
es,cv,Agriculture and vegetation,0.20820986975405484
es,cv,Animals,0.2827508230099245
es,cv,Basic actions and technology,0.11756014938470537
es,cv,Clothing and grooming,0.20356023363691045
es,cv,Cognition,0.14426613894555962
es,cv,Emotions and values,0.11542536583992705
es,cv,Food and drink,0.24553685317237542
es,cv,Kinship,0.3007465509298271
es,cv,Miscellaneous function words,0.33352066028929567
es,cv,Modern world,0.2072876906861716
es,cv,Motion,0.11172969649887785
es,cv,Possession,0.2779268901607513
es,cv,Quantity,0.17431845043367164
es,cv,Sense perception,0.07667461810532061
es,cv,Social and political relations,0.30539383551159066
es,cv,Spatial relations,0.21967647786081332
es,cv,Speech and language,0.1436671758070995
es,cv,The body,0.18020563027419575
es,cv,The house,0.14473404460263212
es,cv,The physical world,0.19911815175531164
es,cv,Time,0.42263356569965005
es,eu,Agriculture and vegetation,0.3000032619911134
es,eu,Animals,0.35736640060267566
es,eu,Basic actions and technology,0.25522730886625145
es,eu,Clothing and grooming,0.2521101961725582
es,eu,Cognition,0.3263390436073883
es,eu,Emotions and values,0.3246746283420499
es,eu,Food and drink,0.31310253460732596
es,eu,Kinship,0.5658023478782757
es,eu,Miscellaneous function words,0.3155518471517121
es,eu,Modern world,0.3214476513614746
es,eu,Motion,0.23123889710388348
es,eu,Possession,0.31654555637740167
es,eu,Quantity,0.47468352928331703
es,eu,Sense perception,0.29418680663836655
es,eu,Social and political relations,0.3571756583793145
es,eu,Spatial relations,0.2783264177417031
es,eu,Speech and language,0.32567457265069294
es,eu,The body,0.31159931511890565
es,eu,The house,0.2753847397454034
es,eu,The physical world,0.3237348933872158
es,eu,Time,0.5025928766224141
es,he,Agriculture and vegetation,0.25526982060605896
es,he,Animals,0.33098533853026096
es,he,Basic actions and technology,0.20019805024750323
es,he,Clothing and grooming,0.28376894041602385
es,he,Cognition,0.28585921492355193
es,he,Emotions and values,0.22050449719557969
es,he,Food and drink,0.26272825136731853
es,he,Kinship,0.36474772725352184
es,he,Miscellaneous function words,0.3542598226634823
es,he,Modern world,0.24152122839381965
es,he,Motion,0.24912322555586378
es,he,Possession,0.28433932059772243
es,he,Quantity,0.5416013928295329
es,he,Sense perception,0.28066162767905856
es,he,Social and political relations,0.2327324502902914
es,he,Spatial relations,0.24197618070100183
es,he,Speech and language,0.18806971763319186
es,he,The body,0.24207137038364931
es,he,The house,0.23072470265023295
es,he,The physical world,0.3139445487239762
es,he,Time,0.4468217554661563
es,it,Agriculture and vegetation,0.4211647450111582
es,it,Animals,0.4125569914261841
es,it,Basic actions and technology,0.3238977525840264
es,it,Clothing and grooming,0.3863515774719535
es,it,Cognition,0.3705166252915857
es,it,Emotions and values,0.33494048433869056
es,it,Food and drink,0.41015594492152607
es,it,Kinship,0.6728172532823062
es,it,Miscellaneous function words,0.42536254968469767
es,it,Modern world,0.34198052609681395
es,it,Motion,0.33140401889584997
es,it,Possession,0.43461892691005555
es,it,Quantity,0.6235369926635246
es,it,Sense perception,0.404502676495418
es,it,Social and political relations,0.4455325052019109
es,it,Spatial relations,0.3248080051906373
es,it,Speech and language,0.3782889103290595
es,it,The body,0.41743106500229615
es,it,The house,0.3390309625885394
es,it,The physical world,0.43370661638557306
es,it,Time,0.6298097805600201
es,ja,Agriculture and vegetation,0.23655354643708573
es,ja,Animals,0.2711896886372806
es,ja,Basic actions and technology,0.19652812785689372
es,ja,Clothing and grooming,0.2764854464556563
es,ja,Cognition,0.2813362045247176
es,ja,Emotions and values,0.27114342563572225
es,ja,Food and drink,0.28498786975987
es,ja,Kinship,0.37412255241894066
es,ja,Miscellaneous function words,0.37795553218937006
es,ja,Modern world,0.22139233841081263
es,ja,Motion,0.2199227124926949
es,ja,Possession,0.2802128602523104
es,ja,Quantity,0.5064189663086541
es,ja,Sense perception,0.2511803365216551
es,ja,Social and political relations,0.2353580822981705
es,ja,Spatial relations,0.24944985686063842
es,ja,Speech and language,0.2459288967591543
es,ja,The body,0.3072774561261655
es,ja,The house,0.20046906450651758
es,ja,The physical world,0.2679643763648852
es,ja,Time,0.43585631169224925
es,ka,Agriculture and vegetation,0.27787252025762404
es,ka,Animals,0.32941138231929523
es,ka,Basic actions and technology,0.24865063243429503
es,ka,Clothing and grooming,0.23726822070497505
es,ka,Cognition,0.29433395542426954
es,ka,Emotions and values,0.2492971180121844
es,ka,Food and drink,0.33817671351936157
es,ka,Kinship,0.5278810406822187
es,ka,Miscellaneous function words,0.3410179992591232
es,ka,Modern world,0.2911342957982641
es,ka,Motion,0.22029256913142434
es,ka,Possession,0.24548618854873458
es,ka,Quantity,0.5765080691669369
es,ka,Sense perception,0.34623236682988084
es,ka,Social and political relations,0.29141186572827754
es,ka,Spatial relations,0.2519778322196617
es,ka,Speech and language,0.2912948441505302
es,ka,The body,0.27471617983775476
