l1,l2,IDS_SEMANTICFIELD_l1,local_alignment,comparison_count
lt,ja,Social and political relations,0.19306976637102266,36
kk,ka,Emotions and values,0.19308183082068908,61
ro,zh,Sense perception,0.19308390469453057,58
hr,ar,Basic actions and technology,0.19314004456146575,143
sv,kk,Basic actions and technology,0.19323380335193366,148
ru,ko,Social and political relations,0.1932418149947592,27
az,zh,The body,0.19330921962942454,81
ro,tr,Motion,0.1933106619896472,74
sv,ko,Cognition,0.19337742530291435,21
pt,uz,The physical world,0.19338196655571419,44
fa,he,The house,0.19340351948875179,20
en,he,Emotions and values,0.19340749301155719,56
ta,ar,Social and political relations,0.19346349089830908,25
ja,ar,Sense perception,0.19348553916128697,47
fa,zh,Spatial relations,0.19349320838610226,74
hi,uz,Agriculture and vegetation,0.19353010746327032,20
be,az,The house,0.19355664974522807,23
hr,be,The house,0.19360940539815955,28
uk,uz,Emotions and values,0.19361912904918574,28
kk,he,Social and political relations,0.19362451984420725,35
tr,ja,Spatial relations,0.19364196352860968,72
de,ko,Basic actions and technology,0.1936711478524553,49
hi,ko,The house,0.19368454919080128,22
de,kk,Kinship,0.19372945025438174,6
el,ka,Motion,0.19374814875914692,41
hr,sv,The house,0.19374890960914481,25
et,el,The house,0.19377948036657902,24
ko,zh,Miscellaneous function words,0.19379466149272162,9
ka,he,Cognition,0.19383238360187247,35
da,he,The body,0.19385379933566943,90
uk,ar,Basic actions and technology,0.19385528115406,139
hy,zh,Animals,0.19385590736173874,40
fi,bg,Motion,0.1938623203490221,61
el,sk,Basic actions and technology,0.1938812439981472,108
ta,he,Emotions and values,0.19389281941189432,39
cs,ja,The house,0.19390659148417813,23
hr,ko,Basic actions and technology,0.1939337248956483,91
ro,kk,The house,0.1939605686883302,29
sk,ar,Basic actions and technology,0.19396254546380037,137
ja,eu,Emotions and values,0.19398203587291515,42
no,ka,Motion,0.19400328536032907,43
fi,eu,Agriculture and vegetation,0.19402061363380324,25
fi,ar,Basic actions and technology,0.19404110535959168,161
nl,ko,The physical world,0.1940683508667823,72
da,ko,Modern world,0.19407375641974622,22
it,he,Speech and language,0.19407536299014996,25
tr,uz,The house,0.19409511032624538,17
fr,ja,Motion,0.19409935657854788,63
fa,ko,The house,0.19413060584537684,16
ro,zh,Social and political relations,0.19414330916102068,39
hr,kk,Agriculture and vegetation,0.19416244377877429,31
hy,zh,Speech and language,0.19417453540431648,25
de,ja,Agriculture and vegetation,0.1941754609417884,1
sk,kk,Motion,0.19417991211864494,57
fi,he,Motion,0.1941825671996775,79
no,uz,Miscellaneous function words,0.19420782421319358,7
uz,eu,Clothing and grooming,0.19421081267783977,17
ko,ka,The body,0.19426266499772676,84
be,de,The body,0.19429006505254562,17
ca,ko,Clothing and grooming,0.19430131547778864,16
cs,zh,Spatial relations,0.1943013605133254,82
da,kk,Modern world,0.19432130318774646,28
lt,zh,The physical world,0.19433427853992255,80
hy,en,Basic actions and technology,0.19433673872612703,115
be,ta,The house,0.19435603373739788,20
hi,en,Motion,0.19439853676391544,50
uk,he,The body,0.19441615801682358,89
cs,az,Clothing and grooming,0.19442120589179174,27
ro,zh,Emotions and values,0.19444018191329066,67
bg,be,Basic actions and technology,0.19446318769078014,103
de,ca,Animals,0.1944685102155615,2
ca,he,Modern world,0.1944719722872817,32
sk,kk,Basic actions and technology,0.19447750455245946,134
hr,he,The house,0.19448692084467198,24
hi,ka,Agriculture and vegetation,0.1944996495347468,26
et,nl,The house,0.1945055340575881,22
bg,kk,Basic actions and technology,0.19452237737749067,125
sv,zh,Social and political relations,0.19452877940259117,31
pt,he,Agriculture and vegetation,0.1945634318830325,24
hr,ka,The house,0.19462163319952316,30
tr,eu,The house,0.1946328378695396,25
hr,ja,Possession,0.19465029828337038,20
hu,hy,Agriculture and vegetation,0.1946672674622153,22
ro,ko,Basic actions and technology,0.19471704944715887,98
sv,ar,Cognition,0.1947633419925217,31
el,kk,Possession,0.1947873716979427,28
eu,zh,Animals,0.19481189054762846,47
lt,ta,Clothing and grooming,0.1948137207873883,19
hr,ar,Modern world,0.19482856266708742,36
be,ja,The physical world,0.19484170605193607,71
cs,zh,Motion,0.19488302402965849,61
nl,zh,The physical world,0.19500900305006744,82
hy,da,Basic actions and technology,0.19501882814328103,120
hr,ro,Motion,0.19509306877240093,68
en,ar,Motion,0.19512230152423438,71
fa,kk,The house,0.19514180278223064,25
hr,zh,The physical world,0.1951620188825742,82
no,kk,Agriculture and vegetation,0.1951901158807251,26
en,ro,The house,0.19519040190657067,24
be,he,Motion,0.19519234530160717,59
sv,ka,Modern world,0.19529911988678886,26
hi,ta,Motion,0.19529956534561216,33
el,he,Social and political relations,0.1953094422513816,28
et,it,Agriculture and vegetation,0.19540175579659605,21
fr,kk,Basic actions and technology,0.1954229502257093,151
da,kk,Agriculture and vegetation,0.19542651374205444,25
fa,ka,The house,0.19546254404981359,23
hr,ka,Agriculture and vegetation,0.19547713188492194,30
no,az,Clothing and grooming,0.19550470973680786,29
uz,kk,The physical world,0.19551030176039164,47
nl,ja,Modern world,0.19551085391366207,32
et,kk,Basic actions and technology,0.19551561745139215,129
ja,eu,Animals,0.1955215445424511,48
cs,zh,Emotions and values,0.1955298023194693,53
hr,en,Motion,0.19554957389428526,56
pl,kk,Basic actions and technology,0.195555155069242,136
bg,ko,Basic actions and technology,0.19557222759741003,73
sv,ta,Miscellaneous function words,0.1955835850120258,14
el,ja,Spatial relations,0.19562314527300564,59
it,uz,Basic actions and technology,0.19563303349045869,36
fi,kk,Basic actions and technology,0.1956525412050894,156
be,eu,Clothing and grooming,0.19567955356785302,26
sk,ja,Food and drink,0.1956808929930403,36
da,uz,Basic actions and technology,0.19571329080907537,43
it,ar,Basic actions and technology,0.19571419473213705,144
el,ko,Basic actions and technology,0.19572017276033393,65
cs,ja,Emotions and values,0.195748244197745,40
be,zh,Cognition,0.1958331909196142,29
ar,he,Cognition,0.1958513882273462,33
de,zh,Emotions and values,0.1958541043222744,33
hr,ja,Sense perception,0.19585640523728645,50
az,ar,Cognition,0.19589490063375703,32
el,sv,The house,0.1959161052789298,24
hi,sk,Motion,0.19593508103329685,53
hy,zh,Social and political relations,0.1959934799418723,32
nl,ko,Motion,0.19605858370409912,41
pl,ar,Modern world,0.19610528968730573,34
hy,no,Clothing and grooming,0.1961912562020869,25
hi,kk,Basic actions and technology,0.1962017452272946,127
az,he,Emotions and values,0.1962214847880743,62
hi,hr,Modern world,0.1962721507679588,48
hi,el,The house,0.19629602882405975,31
el,ka,Basic actions and technology,0.19629788191893005,82
hr,sv,Modern world,0.19631399479846742,34
sk,zh,Sense perception,0.19634836229414981,52
eu,ar,The house,0.19639780126761583,24
en,ar,The house,0.1964314015779733,23
ka,zh,The body,0.19644150339869831,91
hy,hr,The house,0.1964646403887975,24
no,eu,Agriculture and vegetation,0.1964703014173677,25
it,ko,Modern world,0.19648054379470842,23
hu,zh,Basic actions and technology,0.19648732079187511,150
hi,da,The house,0.19649914392573345,27
es,ko,Motion,0.19650911968875734,52
fr,ja,Spatial relations,0.19651867442899434,78
es,ja,Basic actions and technology,0.19652812785689372,134
fa,eu,Basic actions and technology,0.1965940211222745,86
et,zh,Speech and language,0.19661257827629225,23
hu,ar,The house,0.196634445843101,25
hr,sv,Basic actions and technology,0.19663547712044996,153
fi,tr,Agriculture and vegetation,0.1966556572655946,27
et,ro,The house,0.19667067309348074,25
sk,he,Speech and language,0.19668988953477054,24
en,ta,Possession,0.1966984988192724,15
sk,he,Emotions and values,0.1967060014501054,59
hy,pl,Clothing and grooming,0.19672542048938504,23
pl,ka,Motion,0.19674026886621274,51
ca,he,Speech and language,0.19675680052195188,22
pl,zh,The house,0.19676113381284507,21
be,ar,Social and political relations,0.19676448444810632,33
ca,zh,Sense perception,0.19678272434325514,47
hy,he,Cognition,0.1968124209195415,32
nl,zh,Agriculture and vegetation,0.19682449773268668,20
et,zh,Sense perception,0.19685006854320986,54
fa,zh,Motion,0.1968704535284745,40
sk,tr,Basic actions and technology,0.19688714654176634,138
ar,zh,The physical world,0.19691447831426093,80
hi,ro,Basic actions and technology,0.19694968135417099,135
az,ja,Food and drink,0.19695658903091762,32
cs,ja,Spatial relations,0.19696514767987405,63
el,kk,Miscellaneous function words,0.19699719160651605,16
be,ta,Social and political relations,0.1970037741283421,26
kk,ja,The body,0.19700826831619664,88
hy,zh,The physical world,0.19704118515044547,72
no,en,The house,0.19705087925506642,23
ar,zh,Sense perception,0.19705154840472708,50
az,ar,The body,0.19707767071640347,86
hy,ta,Spatial relations,0.19709279545170277,64
uz,ka,Emotions and values,0.19713065743758534,29
lt,zh,Spatial relations,0.19714985868638393,99
hi,tr,The house,0.19715655099704865,34
cs,ja,Possession,0.19718262362257893,21
hy,hr,Basic actions and technology,0.19720145533871072,133
en,he,Motion,0.19723437526720916,64
de,ca,Modern world,0.19724398386160608,4
hu,az,The house,0.19732573106908446,22
cs,ta,Modern world,0.1973928916360366,22
hy,en,The house,0.19740624051224548,20
el,tr,Possession,0.19745041807609617,26
uk,uz,Miscellaneous function words,0.19751517024773585,7
kk,ja,Clothing and grooming,0.1975178955258837,32
en,eu,Motion,0.19754432481392756,49
uk,ja,The house,0.197551483662279,24
hi,he,Spatial relations,0.19756433756280897,102
ro,kk,Motion,0.19757630749674654,60
sv,eu,Basic actions and technology,0.19760695341050025,132
el,kk,Agriculture and vegetation,0.19763173073802906,26
kk,ta,Miscellaneous function words,0.19763337992018115,16
et,ja,Motion,0.1976539930924772,48
uz,ta,Modern world,0.1976582695922451,18
sk,ka,Clothing and grooming,0.19767127590006506,27
hr,kk,The house,0.19767780167893068,29
sk,zh,Possession,0.19770651178232518,29
ru,az,Basic actions and technology,0.1978048245974281,109
hr,nl,Clothing and grooming,0.197819108811254,31
pt,ja,Motion,0.1978209847028335,71
da,uz,Emotions and values,0.19783176270877803,27
uz,ka,Agriculture and vegetation,0.19788957156902515,19
be,sv,Basic actions and technology,0.1978982746518834,108
da,az,Motion,0.19792027872335627,44
sv,uz,Basic actions and technology,0.1979484183484148,46
nl,uz,The house,0.19795451476192394,16
fi,fa,Agriculture and vegetation,0.19795971697794756,25
hr,eu,Motion,0.19797582337884764,51
ko,ta,Social and political relations,0.19799753968202172,23
da,he,Emotions and values,0.19803100921156824,59
kk,ta,Sense perception,0.19809212885745361,37
sk,uz,Clothing and grooming,0.19813166337881633,19
uk,he,Agriculture and vegetation,0.19814408021507313,24
ro,ja,Spatial relations,0.19819029997003357,69
hi,en,Basic actions and technology,0.19820132275522281,106
bg,pt,The house,0.19825818296007436,29
et,he,The body,0.1982699099441961,91
et,ta,Modern world,0.1982713118910784,23
nl,ar,Agriculture and vegetation,0.19827327970149886,22
hr,ja,The body,0.19827570716557633,87
fa,ja,Modern world,0.19827870898226477,32
hi,it,Basic actions and technology,0.19833062883956526,113
no,zh,Motion,0.19833572453437404,60
sk,ca,The house,0.19835046547380286,25
et,ka,Modern world,0.19836169843173693,28
kk,he,The physical world,0.19839241021395648,83
ro,ko,The body,0.19839671559826744,92
et,hr,The house,0.1984005013529875,24
no,ko,Food and drink,0.1984071995207837,31
hy,cs,Clothing and grooming,0.1984141736753777,24
fi,zh,The physical world,0.1984220711650587,79
uk,ko,Basic actions and technology,0.19842956948562002,79
uz,ja,Cognition,0.19846903524690998,12
hr,zh,Animals,0.1984853015597459,50
es,zh,Spatial relations,0.19851078219092844,84
eu,he,Modern world,0.19853590455843495,33
sk,uz,Miscellaneous function words,0.19854991041843914,11
lt,ja,Emotions and values,0.19855553973044376,54
be,ro,Basic actions and technology,0.19856301570217827,117
hr,sv,Motion,0.1985962534615324,67
hy,ja,Possession,0.1985999561180035,21
da,ko,Food and drink,0.19863467555961217,31
et,no,Basic actions and technology,0.19867040156683266,127
bg,eu,Motion,0.19867178267770197,49
de,it,Agriculture and vegetation,0.1986807376215026,2
bg,ko,Agriculture and vegetation,0.19868076195062295,20
hu,ta,Agriculture and vegetation,0.1987037038148052,17
et,hr,Agriculture and vegetation,0.19871680865748395,28
en,ja,Social and political relations,0.1987208208895894,27
el,zh,Food and drink,0.1987669960478178,27
hu,hr,The house,0.1987739180993366,26
et,he,Animals,0.19879815753042696,48
fi,uz,Spatial relations,0.1988203634876239,64
fa,ro,Basic actions and technology,0.19883282133776528,104
eu,he,Sense perception,0.1988456809449891,49
uz,ta,Food and drink,0.19884840462574488,18
fa,no,Agriculture and vegetation,0.19885805814040336,24
sv,ja,Social and political relations,0.19889066964336893,30
el,no,Speech and language,0.1988965914105947,22
fr,zh,Spatial relations,0.1989274955749867,87
be,en,Motion,0.19893048462125348,48
kk,ja,Miscellaneous function words,0.19893062074302795,12
ca,uz,Emotions and values,0.19894052026172154,28
hy,ka,The body,0.19897278403838492,97
el,zh,Speech and language,0.1989807184652588,22
uk,ko,Motion,0.19900455702823805,43
el,ja,Animals,0.19902231760755879,46
fi,hy,Clothing and grooming,0.19907602896148993,24
sk,uz,The house,0.19908018358070342,16
fr,kk,The house,0.19914913756944994,27
hu,uz,Social and political relations,0.19914919051889737,16
hr,da,Basic actions and technology,0.19923005741093894,141
ro,kk,Basic actions and technology,0.1992401035729782,162
bg,ar,Agriculture and vegetation,0.1992423225434307,21
be,ko,Social and political relations,0.19929214194361625,29
et,hy,Clothing and grooming,0.19931161134974495,20
ro,uz,The physical world,0.19931790202302144,53
sk,tr,The house,0.1993320750657899,30
hy,bg,Agriculture and vegetation,0.19933407827101163,20
da,ka,The house,0.19942496343397623,24
it,zh,Basic actions and technology,0.1994278356509422,123
nl,az,Basic actions and technology,0.19948260275066837,129
ca,zh,Animals,0.19950558503826513,44
uz,eu,Miscellaneous function words,0.19950810011287376,8
ru,ja,Emotions and values,0.19952739578407486,42
cs,ar,Basic actions and technology,0.19955199747294053,142
bg,eu,The house,0.19956509592064473,23
kk,ar,Spatial relations,0.19956645367561895,94
sv,ko,Basic actions and technology,0.19956650755808972,90
pl,ja,Agriculture and vegetation,0.1995807406053882,24
ca,uz,The body,0.1995937880905938,50
lt,zh,Possession,0.1996420320170766,31
da,eu,Basic actions and technology,0.19964527342860355,121
et,hr,Modern world,0.1996546309607578,36
ro,zh,The body,0.19965849669916486,103
el,ar,Motion,0.19967090427249173,64
fa,hr,Agriculture and vegetation,0.1996872465918203,27
et,ja,Social and political relations,0.19968854989644086,27
ka,zh,Food and drink,0.19969129338841404,33
hr,ca,The house,0.19972609684659773,25
nl,tr,Motion,0.1997610199851056,78
be,no,Modern world,0.1997631868623984,28
et,ta,Agriculture and vegetation,0.19977002322017756,17
tr,ar,Possession,0.19981983591350025,30
nl,ko,Basic actions and technology,0.1998252119485318,94
cs,ja,Clothing and grooming,0.19982680798662933,29
hi,pl,Agriculture and vegetation,0.19983800744872582,25
lt,uz,Emotions and values,0.1998476269877559,31
hr,da,Motion,0.19985510346904395,58
kk,eu,Agriculture and vegetation,0.19991105360856068,25
pt,ko,Motion,0.19992426404513,49
da,zh,Spatial relations,0.19993314269893958,80
uz,ka,The house,0.19997786700989734,16
pt,he,Basic actions and technology,0.19998576476091998,159
en,ja,Spatial relations,0.20005056462004003,56
eu,zh,Miscellaneous function words,0.20009253058162063,13
ru,he,The body,0.20016548784606378,98
tr,zh,Spatial relations,0.20017094524037402,92
cs,kk,Agriculture and vegetation,0.20019049118937277,27
es,he,Basic actions and technology,0.20019805024750323,163
pl,ja,Social and political relations,0.20024926690352135,28
tr,eu,Motion,0.20028797654989558,59
no,ko,The house,0.20029166728933312,17
hi,ar,Modern world,0.20030406522622,46
fa,no,Basic actions and technology,0.20030710301186277,87
sk,zh,Animals,0.2003227509250173,45
it,ro,The house,0.2003256007444251,24
pl,ja,Spatial relations,0.20033148542723492,63
be,kk,Basic actions and technology,0.20038447369419346,115
ko,ar,Emotions and values,0.20039819605454906,41
fr,zh,Sense perception,0.20042618331812315,56
az,he,Clothing and grooming,0.20043782432687665,27
es,ja,The house,0.20046906450651758,24
lt,ar,The house,0.20049124998699497,24
lt,zh,Motion,0.2004968769009599,86
hi,he,The body,0.20049788209002806,130
az,ko,Speech and language,0.20051285243886172,17
sv,ja,The physical world,0.20052066146804723,83
fi,ar,Motion,0.20052147826960479,91
hr,ja,Spatial relations,0.20055435575686073,68
sk,fr,Motion,0.2005647169448579,70
tr,uz,Agriculture and vegetation,0.20057177468019668,17
nl,ta,Possession,0.20057497978936312,17
da,ar,Modern world,0.20057663463135803,31
sv,ka,Basic actions and technology,0.2006232960408218,103
da,zh,Agriculture and vegetation,0.20064106287762748,20
sv,ar,Modern world,0.20065341855197655,34
el,az,Clothing and grooming,0.2006878182149546,25
ca,az,Motion,0.20069582220944002,52
cs,he,Motion,0.20072597195325936,66
ca,kk,Miscellaneous function words,0.20073209977832224,14
fi,ka,Clothing and grooming,0.20076970223455562,22
fa,ja,Social and political relations,0.2007864554855984,25
be,ja,Animals,0.20079076747060098,45
sv,az,Modern world,0.20079339514839825,30
hy,nl,Agriculture and vegetation,0.2008094952754594,21
bg,eu,Basic actions and technology,0.20081817302508734,114
el,tr,Basic actions and technology,0.20087336646943316,102
et,ta,Clothing and grooming,0.2009130604047674,17
bg,ja,Speech and language,0.20092107873829088,23
nl,ja,The physical world,0.20093274944421505,81
cs,he,Agriculture and vegetation,0.2009343528406193,24
sk,zh,Social and political relations,0.20093710622852914,33
cs,ja,Motion,0.20095156454489482,59
pt,ko,Modern world,0.20095693600079706,26
ro,ta,Agriculture and vegetation,0.20098139327966516,19
pl,he,The body,0.20099831576019264,93
hr,az,Food and drink,0.201001732167625,39
uz,ta,Agriculture and vegetation,0.20101205837754788,12
sv,zh,The physical world,0.20102456514118827,85
pt,ar,Basic actions and technology,0.20103250033214534,163
ca,ar,Basic actions and technology,0.20104011099988708,142
en,eu,Basic actions and technology,0.20105988731053995,111
ro,ko,Agriculture and vegetation,0.20106442370234523,22
ro,zh,Modern world,0.20107295933063485,40
de,ja,Speech and language,0.20108939746327303,11
sv,eu,Motion,0.20110669653855065,51
fi,kk,Modern world,0.2011224099033861,32
da,ko,The physical world,0.2011325578366195,64
sk,ja,Sense perception,0.20113628531981448,43
hr,az,Modern world,0.20114912914075506,32
sv,kk,Speech and language,0.20115703459133558,28
sv,he,Cognition,0.201201453024131,31
uz,ja,Kinship,0.20120949264297858,32
de,kk,Miscellaneous function words,0.20121438061156677,16
hr,fr,Motion,0.2012167842665201,65
et,hu,Agriculture and vegetation,0.20125349463057726,24
el,ro,The house,0.20127614770435168,29
ro,zh,Spatial relations,0.2013118050906127,86
it,he,Modern world,0.20132014837531803,36
hy,ka,Basic actions and technology,0.20142695037222821,93
hu,ja,Spatial relations,0.20148201806330357,76
kk,ka,Basic actions and technology,0.20154785050155732,104
hy,sv,Motion,0.2015550542282983,66
ru,ko,Motion,0.20156456661694638,42
bg,de,Kinship,0.2015766130602862,6
uk,ja,Emotions and values,0.20157965879388468,46
en,az,Modern world,0.2015847811528553,28
bg,ja,Social and political relations,0.20158674143062427,28
ka,he,Emotions and values,0.20161201978802576,55
be,fr,Basic actions and technology,0.20161244765569866,107
hy,sv,Basic actions and technology,0.20161406115744068,129
bg,he,Motion,0.20161927605654476,58
uk,zh,The physical world,0.20162713857374195,73
el,en,Motion,0.20165917148250512,43
no,ka,Animals,0.2016622299964637,49
he,zh,Food and drink,0.20167877897137876,39
de,en,Modern world,0.20171603116248932,4
hi,zh,Sense perception,0.2017733884174886,67
pt,zh,Motion,0.2017907925437008,82
hu,en,Motion,0.20188309049660008,72
be,da,Basic actions and technology,0.20188436876213656,99
en,kk,The house,0.201920847867716,24
el,ja,Food and drink,0.20194489857619874,26
et,zh,Food and drink,0.2019705636764752,37
pl,ta,Motion,0.20200232601392804,40
el,he,The body,0.20200956141836127,86
ru,ja,Food and drink,0.20201469586966161,39
be,tr,Motion,0.202041198994801,59
az,ka,Modern world,0.20204706484050847,29
sv,zh,Modern world,0.20205220967187407,29
tr,ja,Clothing and grooming,0.20205579696015172,32
ru,zh,The physical world,0.20212428930119083,72
nl,uz,Social and political relations,0.20215152014673207,18
hy,ja,Cognition,0.20215561924908357,25
be,he,Agriculture and vegetation,0.20216225466860968,24
pt,ta,Motion,0.20216407369456685,42
fi,ko,Basic actions and technology,0.20217645495856346,89
az,kk,Spatial relations,0.20220673569632266,106
ru,ko,Clothing and grooming,0.20224799698735627,18
be,ko,Basic actions and technology,0.20225738689927347,65
ca,zh,Spatial relations,0.2022577331650004,73
pl,no,The house,0.2022671208296387,25
no,ja,Emotions and values,0.20228759582342265,40
lt,uz,Sense perception,0.20228817329554838,36
bg,es,The house,0.20234643470719188,27
et,ko,Basic actions and technology,0.20236038727372727,79
da,ja,Sense perception,0.20236661840687242,43
sv,az,Clothing and grooming,0.2023765565069087,29
el,uz,Spatial relations,0.2024104117733692,54
az,ta,Modern world,0.2024664223271136,23
hr,en,Modern world,0.20249889285867545,31
be,ta,Speech and language,0.20255185301010684,20
el,zh,Sense perception,0.20255931478852793,53
ru,he,Modern world,0.20256865443198827,30
be,eu,Basic actions and technology,0.2025887866664058,96
bg,es,Motion,0.20264050423296295,68
ro,ar,Agriculture and vegetation,0.20264306755161346,26
pl,zh,Social and political relations,0.20265382255167888,29
sv,zh,Spatial relations,0.20269406017431227,89
tr,ta,Modern world,0.20269494382876413,23
tr,eu,Basic actions and technology,0.2027162681836945,126
el,sk,Possession,0.20273965320404602,23
ca,kk,Modern world,0.20275603715717427,31
fi,hy,Motion,0.2027695464820034,72
hy,he,Clothing and grooming,0.20277438751490032,23
be,ko,Animals,0.20282033537006372,40
kk,ja,Speech and language,0.20283678408142886,26
no,zh,Speech and language,0.20286073254902132,25
ca,az,Social and political relations,0.20287684301178524,31
fi,he,Speech and language,0.20291022746277076,23
sk,kk,Possession,0.20292082313438287,34
bg,uz,Emotions and values,0.20293601342301726,30
pl,ro,Motion,0.20295767940468712,72
tr,ko,Modern world,0.20297944603968,26
nl,zh,The house,0.20298821949979384,21
be,de,Kinship,0.20301905171240442,6
hy,bg,Basic actions and technology,0.20306967654672728,122
ar,he,Speech and language,0.20308928178683894,26
et,be,Modern world,0.20309666111499136,31
ro,ko,Possession,0.20310615430331644,24
eu,ar,Emotions and values,0.20312265860742296,53
tr,he,The body,0.20313542125265788,95
fi,eu,Clothing and grooming,0.2031659694705606,32
sk,zh,Emotions and values,0.2031696647280124,53
en,ar,Social and political relations,0.2031789792792787,31
el,no,The house,0.2031963597264815,26
et,az,Agriculture and vegetation,0.20320676862461465,21
ru,uz,Modern world,0.20327667025226948,22
it,ja,Agriculture and vegetation,0.20328026494131068,21
hu,ta,Basic actions and technology,0.20328871818128455,101
be,zh,Animals,0.20335410250522387,44
hi,az,The house,0.20338088234448104,27
sk,ka,Motion,0.20340591184311047,47
hy,hr,Clothing and grooming,0.2034203945523677,22
fr,uz,Miscellaneous function words,0.20342851232446874,9
lt,zh,The body,0.20344670266602835,97
tr,zh,Clothing and grooming,0.20345541362658262,31
en,zh,The physical world,0.2034706071532174,73
lt,uz,Social and political relations,0.20347920338168995,19
en,ko,Possession,0.20348079785933448,19
kk,ka,Motion,0.20348685482260517,44
et,fr,The house,0.20350379755478643,24
de,ja,The body,0.20350861062050749,13
ca,kk,The house,0.20351643266370678,25
be,kk,Social and political relations,0.20352433053599078,36
kk,ja,Possession,0.20352841183921874,24
uk,uz,The house,0.2035644415943346,16
no,eu,Motion,0.2035699724343659,49
et,zh,Possession,0.20357082134987806,26
no,zh,Spatial relations,0.20359789852360036,82
pl,en,Motion,0.20361101261433087,62
no,ar,Speech and language,0.20363175886978288,28
kk,zh,Speech and language,0.20367332540794705,27
lt,zh,Speech and language,0.20369477483698237,26
hi,ru,Agriculture and vegetation,0.20371119579596086,24
da,ja,Animals,0.20371152724196218,44
sk,sv,Motion,0.2037133476834573,60
ko,ja,The body,0.203716132903756,72
et,no,Motion,0.20372706230024507,54
az,eu,The house,0.2037398115411547,20
sv,he,Sense perception,0.20374225543230354,51
en,az,The house,0.20375801528984794,21
hu,de,Clothing and grooming,0.20376755658612888,4
bg,ta,Clothing and grooming,0.2037772692376934,20
hr,tr,Basic actions and technology,0.2037903269435963,144
pt,zh,Basic actions and technology,0.20384524505026846,141
bg,ko,Modern world,0.20388535114923403,27
uz,ar,Spatial relations,0.20391423106889897,51
ro,tr,Clothing and grooming,0.20391949849641086,34
lt,zh,Food and drink,0.20396558995683023,36
et,cs,Motion,0.20396993885746004,51
et,he,Food and drink,0.2040035518440453,43
kk,zh,Animals,0.20402811736780146,48
es,uz,Spatial relations,0.2040301895098008,56
ca,ro,The house,0.20403891161628745,25
bg,be,The house,0.20405573251574138,25
bg,ro,Motion,0.20406126126275265,64
fi,zh,Emotions and values,0.20409962506142543,70
hy,he,Modern world,0.20410310292358225,34
sv,ja,Clothing and grooming,0.20412138065806387,30
sk,ta,The house,0.2041447667189085,21
nl,ko,Agriculture and vegetation,0.2041537421687792,20
hy,ka,Clothing and grooming,0.20415973268293897,19
fi,ta,Motion,0.2041658394402075,42
be,ta,Possession,0.2041827758995569,17
fi,ko,Clothing and grooming,0.2041849689651237,18
et,ja,Spatial relations,0.20418726438622287,67
fa,ar,The house,0.20427147783604524,24
ca,ja,Social and political relations,0.2042895244101171,26
tr,ka,Modern world,0.2043427959035401,29
et,hr,Basic actions and technology,0.20435849132607956,130
en,kk,Basic actions and technology,0.20436567645176476,128
cs,de,Clothing and grooming,0.204384733655857,5
sk,eu,Basic actions and technology,0.20439057297108024,121
lt,ar,Agriculture and vegetation,0.20441982161748595,24
sk,ja,Cognition,0.2044464043055187,20
hu,ja,Emotions and values,0.2044646553642792,54
tr,eu,Clothing and grooming,0.20448399556633812,37
el,ka,Speech and language,0.20449488731324744,21
bg,zh,Food and drink,0.20453442017802115,31
lt,ka,Clothing and grooming,0.20454255834495225,25
uz,eu,Modern world,0.20454445242655656,26
hr,no,Motion,0.20455011481315644,59
hi,sk,The house,0.20458123151272223,32
sk,az,Clothing and grooming,0.20459783441601406,30
hy,sv,Clothing and grooming,0.20459983531435996,25
be,en,Basic actions and technology,0.20460657005868574,94
az,zh,Possession,0.20462821368390294,25
fi,ko,The house,0.20463246023106033,15
lt,zh,Cognition,0.20463395624400701,30
et,da,Basic actions and technology,0.2046372101005507,123
sk,zh,Clothing and grooming,0.20464942594378777,30
sk,de,Food and drink,0.20465976266299268,15
no,pt,Agriculture and vegetation,0.2046817982790882,26
ru,zh,Sense perception,0.2046866187090233,48
hy,el,Speech and language,0.20469087022277166,25
pl,he,Modern world,0.20469946302490538,33
bg,ko,The body,0.20470884417211976,82
el,be,Speech and language,0.20472098251672044,24
de,he,Motion,0.20474057356534794,60
it,kk,The house,0.2047571347011059,24
hi,hy,Basic actions and technology,0.2047776615606899,115
bg,ar,Possession,0.20479387102180457,29
de,ja,Emotions and values,0.20481112733182044,21
ro,tr,Basic actions and technology,0.20482866464653665,166
cs,ka,Clothing and grooming,0.2048505919927401,23
no,ka,Clothing and grooming,0.2048519428517848,23
fi,ar,Social and political relations,0.2048552957640399,36
ru,en,Modern world,0.20486764256496068,27
hr,ro,Clothing and grooming,0.2048861542065617,29
hr,kk,Sense perception,0.2048979878172842,58
fa,da,Basic actions and technology,0.20490317829316373,87
tr,ar,Motion,0.2049134932511608,88
ta,he,Possession,0.20495223794389578,18
hu,hr,Agriculture and vegetation,0.20497260684197552,29
cs,he,Emotions and values,0.20498896966236563,59
en,ka,Basic actions and technology,0.20499891431260892,92
fi,ja,Possession,0.20502246126885706,23
ru,he,Emotions and values,0.20505485924774852,60
et,ca,Motion,0.20508964419474027,64
ro,ja,Cognition,0.20511324950194862,24
bg,pt,Motion,0.20517822540272185,69
hy,az,The house,0.20521483712145802,20
bg,ja,Spatial relations,0.20521572103144,68
es,ar,Basic actions and technology,0.20523725491677408,164
