l1,l2,IDS_SEMANTICFIELD_l1,local_alignment,comparison_count
lt,ca,Basic actions and technology,0.14942684237716283,127
fi,sk,Agriculture and vegetation,0.14944409732352512,26
ru,sv,Modern world,0.1494477552898254,30
ko,he,Possession,0.14948624275424272,10
no,fr,Modern world,0.14951368168247153,35
uk,de,Modern world,0.1495429053586682,4
uk,ro,Speech and language,0.14954812044791657,31
el,ca,Animals,0.14957780789677172,34
hy,lt,Social and political relations,0.14961067558051475,9
is,no,The house,0.1496279018698572,22
hr,it,Agriculture and vegetation,0.14963879137504604,26
sk,ca,Social and political relations,0.149645731547727,38
fi,ko,The physical world,0.14968898793653873,57
pl,lt,The house,0.1496894641986424,25
is,es,The physical world,0.14969886002914817,75
es,ko,The body,0.14975113614211252,71
lv,en,Clothing and grooming,0.1498007751237569,14
no,fr,Agriculture and vegetation,0.14981414805230955,25
ko,he,Time,0.149824404845926,30
hr,lt,The body,0.14986069325051657,97
is,tr,Food and drink,0.14990071715412243,33
bg,br,Cognition,0.1499064000607674,18
eu,ar,Animals,0.14992372909757112,39
sv,eu,The house,0.14997737391296873,18
de,ca,The body,0.15000329273404048,18
nl,he,Modern world,0.15000413885542255,36
sq,tr,Modern world,0.1500268427642929,36
en,eu,Basic actions and technology,0.15002690716400252,98
is,he,Possession,0.15006869025864494,29
lv,ar,Possession,0.1500731668972657,8
pt,ja,Food and drink,0.15008171757898559,26
ca,it,The body,0.1501198938066704,85
el,eu,Possession,0.1501206940238931,31
lv,eu,Emotions and values,0.15014561447273206,38
da,nl,Modern world,0.1501491084871901,34
bg,uk,Modern world,0.15015799779572678,34
fi,it,Agriculture and vegetation,0.15016028766721637,22
lv,uk,Sense perception,0.15017239995952048,31
sq,tr,Agriculture and vegetation,0.15021323988208685,22
sq,de,Agriculture and vegetation,0.15021896878496108,2
hy,ru,Modern world,0.1502703287912136,2
ja,ar,Quantity,0.15030417700926244,16
uk,fr,Modern world,0.1503712821406256,35
lv,uk,Speech and language,0.15038512625129294,12
et,ca,Motion,0.15039515783173169,59
sv,ca,Speech and language,0.15041256124660937,22
en,ca,Social and political relations,0.15042685525356747,30
fa,ca,The body,0.15042950085240106,89
lv,fr,Modern world,0.15044107592807404,33
eu,he,Sense perception,0.15048313546775044,42
pl,ko,The body,0.1504929250058232,70
lv,is,Spatial relations,0.1505486884476336,50
is,tr,The body,0.15056027589018312,86
is,no,Animals,0.15059587586273124,38
sk,ja,Kinship,0.15061134691174125,44
no,es,Agriculture and vegetation,0.1506598306360973,27
fr,ja,Time,0.15069067512887324,55
hu,ko,The physical world,0.1507040248990304,57
sq,sv,Possession,0.15073999467406496,36
bg,ja,Cognition,0.15075343538905417,24
da,ca,Social and political relations,0.15077582539229697,33
sq,pt,Modern world,0.15078361544128505,36
lt,it,The physical world,0.15078839336169256,86
fi,eu,Animals,0.15079541934017218,39
sk,is,Clothing and grooming,0.15079968563637855,26
pt,eu,Speech and language,0.1508133319230297,22
sk,de,Animals,0.15081839913729092,3
hu,ja,The body,0.1508344112133488,62
el,ko,Basic actions and technology,0.15083669378504755,37
it,eu,Miscellaneous function words,0.15084004758828456,21
es,ko,Clothing and grooming,0.15100248718606388,15
el,lt,Food and drink,0.15103596704070446,37
uk,it,Possession,0.1510742954556864,27
lv,bg,The body,0.1510774824668013,78
cs,is,Clothing and grooming,0.15110935697714564,24
fr,eu,Basic actions and technology,0.15112617319771035,116
cs,ja,Basic actions and technology,0.15113704754614823,38
ro,eu,The house,0.1511720419027961,19
pl,br,Motion,0.15124758278778508,31
uk,da,The body,0.15128927213688179,81
is,ro,Emotions and values,0.1513120799471915,75
et,uk,The body,0.1513309063219528,88
is,nl,The body,0.1513403571546363,88
sq,he,The physical world,0.15134184588401467,76
lv,pl,Modern world,0.15134266903377389,31
is,pt,Food and drink,0.1513432148367984,34
ca,he,Spatial relations,0.15137379813623553,76
ca,ro,Modern world,0.15138548605705407,37
fr,eu,Spatial relations,0.15139785417694707,89
lv,hu,The body,0.15144388218115096,75
el,lt,Modern world,0.151458881378174,32
fi,is,The body,0.1514750488701346,94
en,ca,Clothing and grooming,0.15160692834193373,22
is,no,Basic actions and technology,0.15161087383317803,137
uk,it,Emotions and values,0.15165305651550937,54
sq,da,The body,0.15167334823594622,96
uk,da,Speech and language,0.15167551323438194,26
fa,is,The house,0.15167671627758603,21
sq,pl,Modern world,0.15171868243643577,34
lv,bg,Modern world,0.15172009169121226,33
ru,ko,Cognition,0.15172350714347718,14
sv,it,The house,0.15172744691496784,22
pt,ja,Quantity,0.15173538243367132,17
lv,ru,Clothing and grooming,0.15175519989083405,14
is,ro,Possession,0.1518081168235573,42
et,is,The body,0.15183147291449206,87
lt,fr,Modern world,0.15186849762861693,42
sq,ro,The house,0.15189935452821238,24
uk,es,The body,0.1519042928874441,90
fr,ko,Clothing and grooming,0.1519103605842927,19
fi,is,Clothing and grooming,0.15191775280546715,25
hu,ko,Sense perception,0.15192853306342183,42
lv,cs,Food and drink,0.1519522460109547,29
ko,ar,Emotions and values,0.1519587538414784,28
lt,ko,Cognition,0.15196537606063187,12
es,ja,The body,0.15196581616975613,59
ru,nl,Modern world,0.1519725573997133,34
sk,ca,Possession,0.15198385714073506,29
en,ja,Animals,0.15198693162989235,16
sk,ko,Miscellaneous function words,0.15200368251190535,13
uk,ar,Social and political relations,0.1520105999232388,32
et,da,The house,0.15205458369890684,20
bg,da,Agriculture and vegetation,0.15206650261826804,23
ca,he,Motion,0.15208228510114652,65
de,eu,Basic actions and technology,0.1520910251013379,71
lv,ro,Spatial relations,0.15212061378435413,58
lv,cs,Animals,0.152175023998752,33
el,ko,Miscellaneous function words,0.15219253008993971,10
is,eu,The house,0.1522337295374764,19
tr,ko,The body,0.15223503695167556,67
no,eu,Emotions and values,0.15225336787434338,49
lv,lt,Modern world,0.1523118923766766,35
el,ca,Social and political relations,0.15234952113608283,32
uk,ca,Sense perception,0.15238842852105083,35
en,ca,Spatial relations,0.1523939080819011,72
sq,nl,Social and political relations,0.1524546777999543,39
lv,ko,Time,0.15246794621793575,35
hr,es,Agriculture and vegetation,0.15248492123242852,33
hy,fr,Quantity,0.15250980642989406,12
sv,ja,Kinship,0.15251081415873852,32
en,ko,Miscellaneous function words,0.15253460270686317,9
sq,no,The body,0.1525525006298628,103
sq,sv,Clothing and grooming,0.15256661481511216,27
el,is,Speech and language,0.1525880442005533,28
uk,ar,Basic actions and technology,0.1525942406563405,104
sk,ja,Time,0.15265447176682828,58
et,ca,Emotions and values,0.15267215226215503,53
sq,uk,Sense perception,0.15269020308056686,36
uk,nl,Possession,0.15270824041172515,30
bg,fr,Agriculture and vegetation,0.15272184220240756,23
lt,ja,Speech and language,0.15272977253464476,14
nl,eu,Sense perception,0.15274141512646486,51
lv,lt,The physical world,0.15274392801433032,58
is,no,Motion,0.1527628274522061,62
da,it,Agriculture and vegetation,0.15277955830763765,21
lv,hu,Basic actions and technology,0.15279037980017204,54
fi,ca,Motion,0.15282825766485278,72
lv,uk,Basic actions and technology,0.15284583252377779,45
hu,ja,Basic actions and technology,0.15289134938857074,44
it,ko,Miscellaneous function words,0.152905829088074,13
cs,is,The body,0.15297152835192845,80
uk,ko,Speech and language,0.1530136920237265,13
hu,uk,Clothing and grooming,0.15301631238251517,24
is,no,Emotions and values,0.15304503311081427,59
nl,ca,Spatial relations,0.15306881282710144,91
pt,eu,The house,0.1530829327007439,20
lv,hr,Basic actions and technology,0.15310643361401735,55
no,ka,Modern world,0.15316701734036425,1
fi,is,Motion,0.1531780966768241,77
hy,cs,Quantity,0.15321030546659428,12
et,lv,Speech and language,0.1532352962871576,11
ru,is,Basic actions and technology,0.15325967185475659,129
br,tr,Possession,0.15326789998298526,17
no,he,Speech and language,0.15328614113292868,24
ca,pt,Modern world,0.15329300189201928,30
et,ja,Basic actions and technology,0.15329650852821192,40
cs,uk,Agriculture and vegetation,0.1533550344855201,19
lv,cs,The physical world,0.1533747649111037,62
lv,nl,Motion,0.15337742349150305,8
sq,is,Spatial relations,0.15339031700429032,75
pl,ca,The body,0.15345585297465267,88
eu,he,The physical world,0.15347297974688714,73
lv,hu,Possession,0.15347591234476096,9
ca,ro,Social and political relations,0.15350455229794951,41
lv,da,Cognition,0.15351916955145303,15
pl,ko,Food and drink,0.1535364134021028,20
hy,sq,Modern world,0.15357579991203998,4
fr,ca,Speech and language,0.1535852992319368,25
sq,pt,The house,0.15362696306709558,25
ru,eu,Modern world,0.1536298399370688,28
sk,eu,The physical world,0.15363169341470329,79
ro,eu,Motion,0.15363836629412644,55
eu,he,Emotions and values,0.15363993775502108,52
ja,ar,Food and drink,0.15364681152440274,25
hy,ca,Miscellaneous function words,0.1536473927561911,11
et,is,Motion,0.15366004757339974,62
is,nl,Social and political relations,0.1537033228741358,31
et,nl,Modern world,0.1537089464722038,40
lt,is,Sense perception,0.15376283811589883,40
pt,ja,Emotions and values,0.1537805646840912,43
sq,no,Social and political relations,0.1537825829307574,40
bg,ca,The house,0.15379743902038623,19
da,ko,Possession,0.1538133359216484,10
sq,en,Social and political relations,0.1538343045028857,34
ru,no,Speech and language,0.15385255464617237,25
el,ja,Sense perception,0.15386688719992947,23
bg,is,Clothing and grooming,0.15389199683639912,26
sv,ko,Food and drink,0.153909807911019,20
el,ja,Clothing and grooming,0.1539398262455634,11
en,ca,Motion,0.1539460707150696,57
is,it,Social and political relations,0.15397291202042682,30
el,is,Animals,0.15399693031774592,37
tr,ko,The physical world,0.15400845193461796,64
sq,sk,Agriculture and vegetation,0.15401298943918545,22
bg,ko,Sense perception,0.1540570153534674,40
ro,ko,Possession,0.15406026577466236,12
hr,nl,Modern world,0.1541008650191229,39
is,fr,Basic actions and technology,0.154118128013996,137
pl,ko,The physical world,0.15412333891712873,54
fi,ro,Agriculture and vegetation,0.15414715499411727,27
fa,ko,The physical world,0.15415219110322456,59
fa,uk,Clothing and grooming,0.15416604990894744,19
uk,da,Emotions and values,0.15422700556412347,50
is,sv,Speech and language,0.1542308782569564,28
uk,es,Motion,0.15423212343462112,76
et,sq,The house,0.1542521838645961,20
sq,nl,Possession,0.1542533265510715,32
uk,ro,Cognition,0.1542741498504507,34
uk,ca,Spatial relations,0.15429963710146744,69
bg,ko,Social and political relations,0.15431376044826328,21
de,ca,Food and drink,0.15433978517014685,10
uk,da,Motion,0.15434213465625224,57
sq,de,Clothing and grooming,0.1543452039948343,4
et,de,Social and political relations,0.1543521820523205,9
sq,es,The house,0.1544137929096529,23
sq,ru,The physical world,0.15443327362228745,77
hu,is,The body,0.15443992077946705,93
lv,fa,Sense perception,0.15446229396200362,43
is,ar,Motion,0.1544624644740972,76
ca,tr,Animals,0.15447586666355814,35
sq,eu,Social and political relations,0.15448661430145186,35
et,br,Motion,0.15450402065393187,28
lt,tr,Agriculture and vegetation,0.15451812457176323,17
sq,es,Clothing and grooming,0.1545313407501101,29
bg,lt,Modern world,0.1545433507294302,42
lv,lt,Clothing and grooming,0.1546337774140241,15
fi,sq,Modern world,0.15465120295552914,36
en,ca,Emotions and values,0.1546803129980042,47
hy,es,Possession,0.15469800905113498,3
lt,ko,Social and political relations,0.15474858021321125,25
cs,ca,Animals,0.15475182038596336,36
fa,sq,Clothing and grooming,0.1547531908136907,26
hu,no,Social and political relations,0.15475320307075915,34
sv,de,Animals,0.15477865457316065,2
sq,lt,Emotions and values,0.15478286213876463,74
lv,it,Clothing and grooming,0.15484434333683203,17
lv,bg,Motion,0.15488218480419297,7
is,eu,Speech and language,0.15489494923448868,20
bg,ca,Social and political relations,0.15490399692127715,33
pl,uk,Modern world,0.1550364879650997,30
el,ca,Spatial relations,0.1550384082356938,73
hu,eu,Animals,0.15511228522735152,43
lv,es,Modern world,0.15512389165942225,27
uk,it,Social and political relations,0.15514105704003925,32
hy,ar,Kinship,0.15517607735764016,18
nl,fr,Agriculture and vegetation,0.15518471959419067,24
hy,it,Miscellaneous function words,0.15518845594524613,16
ca,ar,Possession,0.15519450676257268,28
lv,ro,Food and drink,0.1552077387828026,28
da,ca,Speech and language,0.15523857958266044,23
sq,it,Animals,0.15524431977726996,47
hy,sv,Miscellaneous function words,0.15525122340068856,12
nl,ko,The body,0.1552567584823068,69
bg,uk,Social and political relations,0.15527740317469743,32
no,es,Modern world,0.15529787675107382,33
sq,it,Basic actions and technology,0.15531661088684692,113
sv,ko,Motion,0.15532275815785476,20
uk,en,Possession,0.15534785998764505,27
lv,en,Speech and language,0.15535173264148908,11
es,eu,Agriculture and vegetation,0.15535357669314795,20
et,ja,Cognition,0.1553713967575432,22
lv,tr,Motion,0.15541639242646435,6
no,fr,Clothing and grooming,0.15544030186444296,38
fi,is,Social and political relations,0.1554687449028156,33
ko,ja,Speech and language,0.1554706965027984,7
lv,ca,Motion,0.15550252358897218,12
is,nl,Motion,0.1555129516226332,70
lv,lt,Animals,0.15556704916274267,25
ru,ja,Food and drink,0.15557054802513423,25
el,is,Social and political relations,0.15560248162041523,29
fa,is,Food and drink,0.15561149747265407,29
hu,ja,Time,0.15562470325052907,65
lv,he,Animals,0.155667909734472,30
el,ko,Agriculture and vegetation,0.1557011906690268,19
ca,ro,Spatial relations,0.15570581853157411,87
ca,it,Clothing and grooming,0.15575875609893433,24
pt,ko,The body,0.15577505954208407,77
de,ar,Agriculture and vegetation,0.15579918736609938,2
da,nl,Agriculture and vegetation,0.15580816652838325,23
fa,ko,The house,0.15585323041038013,15
it,eu,The house,0.15586008526699563,17
is,ar,Basic actions and technology,0.15590623363549846,139
lv,it,Social and political relations,0.15593024703773264,26
is,es,Sense perception,0.15596058874765145,49
ca,ro,Animals,0.15598558921415803,34
is,pt,Social and political relations,0.15598716873787877,35
fa,uk,The physical world,0.15599926349046989,66
hu,fa,Agriculture and vegetation,0.15601306917598276,24
lt,pt,Speech and language,0.1560461063716376,28
ro,eu,Miscellaneous function words,0.1560998428653614,17
sv,ca,The physical world,0.15611202170333358,81
uk,he,Sense perception,0.15611544233434074,36
es,ko,The house,0.15619724137797888,16
pl,ja,Time,0.15627878449629917,59
is,no,Possession,0.15631258858894015,30
lt,ko,Speech and language,0.1563129722376802,13
sk,ja,Emotions and values,0.15635625932125508,35
ro,ko,Kinship,0.15642552768533124,29
is,fr,Social and political relations,0.15644401972650662,34
it,eu,Emotions and values,0.15644464641753716,51
sk,ko,Basic actions and technology,0.1564449675020043,42
lv,ko,Cognition,0.15653847455010902,13
fr,eu,The physical world,0.15653883509858788,88
hy,ru,Miscellaneous function words,0.15661702579129314,11
sv,ca,The body,0.15662911393744364,89
nl,ko,Motion,0.1566297796413949,21
pl,ka,The physical world,0.15663939157041168,2
hy,el,Basic actions and technology,0.15665438347698965,11
is,no,Food and drink,0.15665816030601618,34
ca,he,Basic actions and technology,0.15668832848949651,116
is,ar,The physical world,0.15669677331587553,68
ca,it,Modern world,0.1567029045985455,29
hu,sk,Agriculture and vegetation,0.1567113180078174,26
sk,eu,Possession,0.15672371325818382,31
et,ca,Basic actions and technology,0.15672495208204607,120
da,ca,Motion,0.15673107193187258,58
ca,tr,The body,0.15673978614343892,91
hu,ko,Basic actions and technology,0.15676571908223483,42
is,de,Possession,0.15677430922850236,25
pl,lt,Animals,0.15681483678133118,41
ca,pt,Possession,0.15681765201014128,30
el,ko,Clothing and grooming,0.15681970976504042,16
fi,ja,The body,0.15686600334162615,68
lv,no,Spatial relations,0.15686946058406906,63
lv,sk,Agriculture and vegetation,0.1569697175574644,10
ca,tr,The physical world,0.15698771559708902,81
fa,ja,Kinship,0.15699817760226645,38
nl,ko,Food and drink,0.15703020220252076,19
uk,fr,Speech and language,0.15703891896964617,31
sk,ca,The body,0.1570602214382106,87
tr,eu,Animals,0.15711513641591016,42
it,eu,The body,0.15714848536094267,91
sk,lt,The body,0.15718396284210248,97
lt,is,Basic actions and technology,0.1571991119305563,137
fa,hy,Basic actions and technology,0.15720255347558604,8
sk,sv,The house,0.15721229734947784,26
is,da,Social and political relations,0.15723627231420015,28
is,no,Agriculture and vegetation,0.1573165599094169,17
hr,no,Clothing and grooming,0.15737585371351623,36
ro,ko,Sense perception,0.15740245541764222,45
ru,lt,The physical world,0.15742668324466905,74
is,da,Emotions and values,0.15747509476794427,55
sv,ca,Motion,0.1574978624278295,65
is,de,The physical world,0.15750723590510168,8
ro,eu,Animals,0.15752920417771837,41
lt,nl,The body,0.1575328852504924,99
hr,ja,The body,0.15754748345456615,53
fi,uk,Food and drink,0.15756932020281642,33
sk,ca,Clothing and grooming,0.15757278915958522,27
pl,eu,The physical world,0.15759819995043564,83
is,fr,Food and drink,0.1577152089177771,37
uk,pt,Social and political relations,0.15772658614201585,38
de,eu,Possession,0.15773959089837603,25
hr,ko,Cognition,0.15774162123592816,16
fa,ca,Possession,0.15776014484211012,22
is,it,Basic actions and technology,0.15776241670139393,120
sk,no,Agriculture and vegetation,0.15778242078626503,26
uk,he,Cognition,0.15780889441264717,29
lv,sk,Animals,0.15781328695691788,31
is,ro,Basic actions and technology,0.1578288012598281,146
sq,ar,Animals,0.15784094954160421,43
lt,ro,The body,0.15787531022375823,102
pt,ko,Basic actions and technology,0.15788259229911705,44
ca,it,Spatial relations,0.1579034963823815,86
sq,ro,Agriculture and vegetation,0.1579334363279031,20
lv,cs,Modern world,0.1579579136963766,30
cs,ko,The physical world,0.1579734716496102,53
et,uk,Food and drink,0.15798921321154863,34
nl,pt,Modern world,0.15808543245548434,39
hu,bg,Agriculture and vegetation,0.1581079988481154,24
cs,ca,The house,0.15815287887615187,18
el,uk,Speech and language,0.15817521245444427,27
sq,sv,The physical world,0.15817832750302627,90
el,ko,The body,0.1581884277215764,72
fa,ca,Clothing and grooming,0.15820713727749425,23
uk,lt,Sense perception,0.15821021931741044,40
lv,hr,Food and drink,0.15821926751094745,28
is,sv,The body,0.1582200242213067,89
br,ja,Agriculture and vegetation,0.1582534346051183,1
hr,he,Agriculture and vegetation,0.1582565912335252,27
hu,is,Speech and language,0.15825955636846578,30
nl,ko,Spatial relations,0.1582756278010717,60
et,is,Clothing and grooming,0.15827985040877243,25
fa,ko,Modern world,0.15829241527593518,26
ru,ca,Clothing and grooming,0.15829798743065365,22
hr,eu,The physical world,0.15832016590849154,93
cs,ja,The body,0.1583628990274574,54
sq,da,Sense perception,0.15837672688245102,47
tr,eu,The physical world,0.15840873420001716,89
ru,ko,Clothing and grooming,0.15842676924505847,15
is,tr,Basic actions and technology,0.15844451774916885,134
uk,is,Spatial relations,0.15845838849617044,70
sv,ca,Emotions and values,0.15846354978241914,58
sv,eu,Clothing and grooming,0.15847995995535438,32
sv,pt,Modern world,0.15857586714012428,34
uk,no,Sense perception,0.15859498058812174,40
ko,eu,Clothing and grooming,0.15863058954595888,16
et,eu,Modern world,0.15866236893933558,33
fa,hr,Agriculture and vegetation,0.15871927705933445,29
pl,ko,Spatial relations,0.15872356843940064,47
uk,sv,Basic actions and technology,0.15875023382459894,106
lv,no,Sense perception,0.1587553099706025,38
fi,lt,Food and drink,0.15876841498490454,37
ca,ro,The physical world,0.1588044144752103,80
pl,ca,The physical world,0.15882414992787272,73
sk,da,The house,0.15887665017261746,25
cs,ja,Cognition,0.1588864727369381,21
ko,he,Cognition,0.15890052152780235,13
ca,it,Emotions and values,0.15892478164491344,57
da,fr,Spatial relations,0.15896305098428842,100
pt,ko,Social and political relations,0.15898865155695838,24
sk,ko,Clothing and grooming,0.15904122553059685,17
sq,no,Sense perception,0.15904649148790406,48
hr,eu,Possession,0.15904735050395893,33
lv,el,The house,0.15905963118686914,17
sq,hr,Modern world,0.15906914374697276,36
et,ko,Clothing and grooming,0.15907414571269002,14
pl,uk,The house,0.1590892433674651,22
el,ca,Speech and language,0.15916654564401284,23
hr,is,The house,0.1591709346314041,25
sq,is,Cognition,0.15923902139375112,22
fr,ko,Emotions and values,0.15928331429477818,35
fa,is,The body,0.15928930434772381,83
fa,ja,Cognition,0.15935844654307368,20
fi,uk,The body,0.15938411670396946,95
sq,he,Possession,0.15938942198442727,32
lv,ja,Miscellaneous function words,0.15938978140674065,15
hr,is,Clothing and grooming,0.15942314716320458,24
sq,he,Animals,0.159426030873397,43
tr,ja,Cognition,0.15947674806028506,28
sq,no,Spatial relations,0.15954462826354573,101
sq,bg,The physical world,0.15956946195192562,91
is,es,Food and drink,0.15958397729273047,34
sk,uk,Modern world,0.1596713727179785,35
hu,is,The physical world,0.15968447498379082,71
ca,eu,Emotions and values,0.15968682923209473,49
sq,sv,The body,0.15970029008997857,102
sk,uk,Agriculture and vegetation,0.15970708507947518,22
uk,ca,Cognition,0.15974065370005133,28
is,es,The body,0.15982025437749336,89
hy,bg,Food and drink,0.1598250214489108,1
hy,uk,Basic actions and technology,0.15983816127011063,9
lt,it,Modern world,0.15984809061517727,39
is,da,Speech and language,0.1598500536844029,26
el,ko,Animals,0.15987746696540392,33
de,eu,The physical world,0.15993742353035684,10
lv,fr,Spatial relations,0.15996343087677165,61
tr,ko,The house,0.15997148527990612,18
pl,lt,Food and drink,0.15997639885477885,41
no,nl,Agriculture and vegetation,0.15998649430346124,24
ko,eu,Social and political relations,0.1600254509040414,22
bg,eu,The physical world,0.16003669717925076,86
lt,en,The body,0.16005465534704683,90
cs,uk,Clothing and grooming,0.1600906969618246,21
da,eu,The physical world,0.1601459023683458,76
hy,cs,Modern world,0.16015557758147778,3
de,ko,Social and political relations,0.16016857976968205,4
nl,ko,Social and political relations,0.16020080810481846,22
lt,fr,Food and drink,0.16021740816824018,41
lv,ar,The physical world,0.16023840501113434,67
hu,hy,Food and drink,0.16024350451911662,1
lt,sv,Agriculture and vegetation,0.1602499126068118,21
it,eu,Agriculture and vegetation,0.1602627034856697,15
lv,es,The physical world,0.1602739475436632,71
hy,br,Cognition,0.16027733926483306,7
ko,ja,Quantity,0.16028973540487151,10
et,tr,Modern world,0.16032240404210826,35
fi,sq,Social and political relations,0.16033591053131552,40
hu,ja,Cognition,0.16036353989380556,28
sq,eu,Food and drink,0.1604004681384876,38
tr,eu,Modern world,0.16041768703039716,31
sk,uk,Animals,0.16043902902370494,36
lv,sq,Speech and language,0.1604400806623403,11
nl,ca,Clothing and grooming,0.16044318811144687,26
hy,pl,Basic actions and technology,0.1604639116665031,9
bg,ja,Spatial relations,0.1604765860332117,44
lt,es,The physical world,0.1604954346418738,88
pl,da,The house,0.16054580501697338,22
sv,ro,The house,0.1605544944660886,25
lv,uk,Possession,0.16056819349599408,11
hy,sk,Emotions and values,0.16057435584059235,10
lv,it,Emotions and values,0.16059083120964227,49
et,de,Animals,0.16059573815001393,2
is,da,Spatial relations,0.16060952706916298,78
lv,ja,Spatial relations,0.160634701272539,32
lv,hy,Social and political relations,0.16065535776740406,6
pt,eu,Basic actions and technology,0.1606990685280385,125
lv,ro,Clothing and grooming,0.16071014986321785,17
lv,ja,Motion,0.16075085672283762,22
is,ar,Social and political relations,0.1607755613431509,27
is,it,Emotions and values,0.1607814947867887,59
lt,tr,The body,0.16079068048278483,97
sq,cs,Social and political relations,0.16079556818081703,36
fi,uk,Social and political relations,0.1608022953187949,36
lt,da,Clothing and grooming,0.16088101527678753,23
ru,da,Agriculture and vegetation,0.16088105234361497,23
lv,lt,Emotions and values,0.16088341607819384,52
uk,da,Possession,0.16089677388683593,30
nl,ca,Food and drink,0.16090119264873157,34
lt,pt,Food and drink,0.16091138851086528,38
is,da,Basic actions and technology,0.1609131861407914,136
no,it,Modern world,0.1609283538485953,33
lv,fr,Sense perception,0.16098432222285503,41
ca,ro,The body,0.16098854604373625,100
pl,eu,Miscellaneous function words,0.16099519509278437,14
bg,uk,The physical world,0.16103759699957276,70
et,lv,Food and drink,0.16106316180008823,31
sq,en,The physical world,0.16108292901801097,78
lv,hu,The physical world,0.16109025660285234,70
sv,ko,The physical world,0.16111068275944826,59
lv,en,The body,0.16111193027749215,71
fi,uk,Basic actions and technology,0.1611438746979431,109
hu,uk,Modern world,0.16116086269263316,31
pt,ja,Motion,0.16116257929858946,30
ru,eu,Possession,0.16116843159985514,28
is,ar,Food and drink,0.16117641715606856,35
is,de,Miscellaneous function words,0.16118552203713682,14
fr,eu,Sense perception,0.16119230090783004,52
lv,ar,Emotions and values,0.16119392443404845,41
uk,nl,The body,0.16119540397277662,85
ro,eu,Agriculture and vegetation,0.16121843037592357,19
et,da,Social and political relations,0.16123199471828795,33
pl,ro,The house,0.1612587494289991,27
fa,uk,Possession,0.16126507951325333,24
ru,is,Possession,0.16127218971763843,29
cs,no,Modern world,0.1612861465802676,31
is,pt,Clothing and grooming,0.16130054613711337,26
hy,el,Sense perception,0.16131202128963962,4
sk,uk,The house,0.16133183710534532,25
lv,es,Clothing and grooming,0.16135544022793852,16
pl,ca,Social and political relations,0.161436967415871,32
cs,lt,The body,0.16146369850114048,93
hr,is,Social and political relations,0.16148395127329881,33
bg,it,Agriculture and vegetation,0.16152763608784426,21
uk,de,Sense perception,0.16153814508917416,29
pl,no,Agriculture and vegetation,0.16154066701957792,26
eu,ar,Emotions and values,0.16154849737763954,49
fi,hr,Agriculture and vegetation,0.1615654858987767,30
is,ro,Food and drink,0.16157145641081064,31
et,eu,Basic actions and technology,0.1615842281138255,106
da,ca,Basic actions and technology,0.16158811346162122,116
uk,fr,Social and political relations,0.16165474696037593,38
et,uk,Basic actions and technology,0.1616574623107528,103
cs,ja,Spatial relations,0.16166749031600994,40
ru,eu,Emotions and values,0.16171414334888637,48
no,tr,Agriculture and vegetation,0.16176601724351364,26
ca,he,Possession,0.16176855829259149,27
ru,eu,Animals,0.1617840277506871,38
it,ko,Social and political relations,0.1618032408193668,23
hu,pt,Modern world,0.16180573483725444,37
el,is,The body,0.1618845996824897,88
lt,ja,Basic actions and technology,0.1618919911067896,39
nl,ca,Social and political relations,0.16189831684936323,35
sk,ca,The physical world,0.16194536742295434,74
fa,ca,Spatial relations,0.16196265369085144,78
lt,eu,Emotions and values,0.16197265659426127,61
sq,tr,Possession,0.16204023640756257,33
sv,ro,Modern world,0.16208496667229647,42
lv,es,Sense perception,0.16216473296163236,39
et,uk,Possession,0.16216596255184693,29
sq,en,Possession,0.1622051398345778,29
uk,ar,The house,0.162231053002993,24
is,de,Motion,0.162233535991741,52
et,no,The house,0.1622435857396653,22
et,he,Modern world,0.1622571419604859,35
sq,nl,Animals,0.16229168352868656,45
hy,sv,Social and political relations,0.16230019052483924,8
sv,he,Speech and language,0.16232866490543804,26
uk,pt,Cognition,0.1623404528208718,33
sk,en,Agriculture and vegetation,0.16235241263206251,25
ja,ar,Cognition,0.16235828411743872,23
sq,de,The physical world,0.16236167723661044,12
hy,hr,Animals,0.16239903405323733,3
ja,eu,Clothing and grooming,0.16240784962852553,11
pl,is,The body,0.16241973734344353,87
fi,nl,Modern world,0.1624668185813288,41
bg,eu,Sense perception,0.16249835132205098,49
ru,ko,Sense perception,0.16250761683598722,35
is,nl,Sense perception,0.16253331864271187,45
is,he,Motion,0.16253975108205282,65
fi,ko,The body,0.1625565740540342,78
en,eu,The physical world,0.16257862931952333,75
sq,uk,Cognition,0.1625790448681342,25
hu,ca,The body,0.16259266462789954,100
sq,he,Clothing and grooming,0.16261956756285145,27
sq,tr,Animals,0.16266173666295763,47
sq,bg,Social and political relations,0.16270113879236073,37
lv,hr,Social and political relations,0.16275391697192756,29
sq,ko,Miscellaneous function words,0.16277529866900212,12
tr,eu,Agriculture and vegetation,0.16278337401734294,17
hr,fr,Agriculture and vegetation,0.16281915621502197,31
is,ko,Time,0.16283548557371316,33
fa,is,Basic actions and technology,0.16285275630168336,85
fr,ca,Emotions and values,0.16285835512333424,67
uk,it,Spatial relations,0.16290183421100424,89
pl,he,Agriculture and vegetation,0.16291420111017652,23
sv,ca,Social and political relations,0.16292509232979827,34
nl,fr,Spatial relations,0.16292922912396074,123
el,eu,Food and drink,0.16294887047226042,38
