,l1,l2,imputed_semantic_domain,rho,nconcepts_compared
8265,ce,el,law,-0.970990560548,1
8266,ce,el,motion,0.286180082095,33
8267,ce,el,physical_world,0.195401818715,30
8268,ce,el,posession,0.229501112484,28
8269,ce,el,quantity,0.311881776123,32
8270,ce,el,religion_and_belief,-0.561550635466,2
8271,ce,el,sense_perception,0.165117870486,26
8272,ce,el,social_and_political_relations,0.206648259626,14
8273,ce,el,spatial_relations,0.089659933859,58
8274,ce,el,speech_and_language,0.367803912311,17
8275,ce,el,the_house,-0.0513259972127,10
8276,ce,el,time,0.406277250832,52
8277,ce,el,warfare_and_hunting,0.632496215537,6
8278,ce,en,agriculture_and_vegetation,-0.0101480219465,20
8279,ce,en,animals,0.214749212626,22
8280,ce,en,basic_actions_and_technology,0.235064528123,35
8281,ce,en,body_parts,0.257297284053,64
8282,ce,en,clothing_and_grooming,0.253861718022,21
8283,ce,en,cognition,0.224100865283,37
8284,ce,en,emotion_and_values,0.161902611825,32
8285,ce,en,food_and_drink,-0.141306591827,26
8286,ce,en,kinship,0.512023304561,18
8287,ce,en,law,-0.185384826215,1
8288,ce,en,motion,0.209759705347,43
8289,ce,en,physical_world,0.0707232621648,41
8290,ce,en,posession,0.142202497805,34
8291,ce,en,quantity,0.320800282027,34
8292,ce,en,religion_and_belief,0.416500630141,3
8293,ce,en,sense_perception,-0.00661553881816,34
8294,ce,en,social_and_political_relations,0.465945234992,12
8295,ce,en,spatial_relations,0.220899805044,60
8296,ce,en,speech_and_language,0.215287861942,23
8297,ce,en,the_house,0.16532047119,11
8298,ce,en,time,0.183400149928,55
8299,ce,en,warfare_and_hunting,-0.0807866515246,10
8300,ce,es,agriculture_and_vegetation,0.358158153766,14
8301,ce,es,animals,0.293228047265,25
8302,ce,es,basic_actions_and_technology,0.199998908655,39
8303,ce,es,body_parts,0.355732867556,66
8304,ce,es,clothing_and_grooming,0.372502683022,21
8305,ce,es,cognition,0.283658908951,40
8306,ce,es,emotion_and_values,0.231724277193,34
8307,ce,es,food_and_drink,-0.0209063322701,34
8308,ce,es,kinship,0.147036282469,19
8309,ce,es,law,0.0228815037107,1
8310,ce,es,motion,0.316013275108,43
8311,ce,es,physical_world,0.156198571575,45
8312,ce,es,posession,0.134632879237,35
8313,ce,es,quantity,0.391320811964,34
8314,ce,es,religion_and_belief,-0.201274314403,3
8315,ce,es,sense_perception,0.320231779222,33
8316,ce,es,social_and_political_relations,0.201738394754,15
8317,ce,es,spatial_relations,0.0455314474183,67
8318,ce,es,speech_and_language,0.224813803442,23
8319,ce,es,the_house,0.281585446446,11
8320,ce,es,time,0.364213571991,50
8321,ce,es,warfare_and_hunting,0.283855341595,10
8322,ce,fi,agriculture_and_vegetation,0.133182500352,17
8323,ce,fi,animals,0.306101814091,24
8324,ce,fi,basic_actions_and_technology,0.257437929888,39
8325,ce,fi,body_parts,0.173735693449,66
8326,ce,fi,clothing_and_grooming,0.211792787886,20
8327,ce,fi,cognition,0.248699802899,40
8328,ce,fi,emotion_and_values,0.217459139077,31
8329,ce,fi,food_and_drink,0.110419178008,30
8330,ce,fi,kinship,0.294946232157,19
8331,ce,fi,law,0.00486715874869,1
8332,ce,fi,motion,0.269965295799,47
8333,ce,fi,physical_world,0.236140477302,42
8334,ce,fi,posession,0.15209044704,37
8335,ce,fi,quantity,0.27571397358,33
8336,ce,fi,religion_and_belief,0.070665080887,2
8337,ce,fi,sense_perception,0.204288313071,37
8338,ce,fi,social_and_political_relations,0.438131961516,13
8339,ce,fi,spatial_relations,0.187680823928,64
8340,ce,fi,speech_and_language,0.212763838958,23
8341,ce,fi,the_house,0.0226330841161,12
8342,ce,fi,time,0.388281284954,50
8343,ce,fi,warfare_and_hunting,0.246395667907,10
8344,ce,fr,agriculture_and_vegetation,0.293949080455,16
8345,ce,fr,animals,0.0934613712637,25
8346,ce,fr,basic_actions_and_technology,0.132987619952,34
8347,ce,fr,body_parts,0.104421666927,65
8348,ce,fr,clothing_and_grooming,0.215003114169,18
8349,ce,fr,cognition,0.249770230821,36
8350,ce,fr,emotion_and_values,0.244551900394,34
8351,ce,fr,food_and_drink,-0.13465349914,35
8352,ce,fr,kinship,0.239170368819,18
8353,ce,fr,law,0.301488252409,1
8354,ce,fr,motion,0.163011107124,47
8355,ce,fr,physical_world,0.320709771231,39
8356,ce,fr,posession,0.252387063635,32
8357,ce,fr,quantity,0.306434674524,32
8358,ce,fr,religion_and_belief,-0.501348132479,3
8359,ce,fr,sense_perception,0.303198110926,31
8360,ce,fr,social_and_political_relations,-0.124563737696,12
8361,ce,fr,spatial_relations,0.204488677513,58
8362,ce,fr,speech_and_language,-0.0373553652029,22
8363,ce,fr,the_house,-0.243739253123,10
8364,ce,fr,time,0.392392510099,47
8365,ce,fr,warfare_and_hunting,-0.0839741168332,9
8366,ce,ga,agriculture_and_vegetation,-0.13162825396,14
8367,ce,ga,animals,0.181527584792,21
8368,ce,ga,basic_actions_and_technology,0.339956721871,19
8369,ce,ga,body_parts,0.151579506566,50
8370,ce,ga,clothing_and_grooming,0.427838816605,13
8371,ce,ga,cognition,0.226817955511,31
8372,ce,ga,emotion_and_values,-0.131650677717,21
8373,ce,ga,food_and_drink,-0.0131275563305,21
8374,ce,ga,kinship,0.409483701372,19
8375,ce,ga,law,-0.63478403289,1
8376,ce,ga,motion,0.226849769054,29
8377,ce,ga,physical_world,0.0841942045834,36
8378,ce,ga,posession,0.167695806233,26
8379,ce,ga,quantity,0.271976221968,30
8380,ce,ga,religion_and_belief,-0.957145296141,2
8381,ce,ga,sense_perception,0.110247446974,27
8382,ce,ga,social_and_political_relations,-0.0504769946237,12
8383,ce,ga,spatial_relations,0.255477784283,51
8384,ce,ga,speech_and_language,0.103243082641,18
8385,ce,ga,the_house,-0.2,5
8386,ce,ga,time,0.367409638174,42
8387,ce,ga,warfare_and_hunting,0.131212093016,7
8388,ce,he,agriculture_and_vegetation,0.259280437314,10
8389,ce,he,animals,0.0607633371539,18
8390,ce,he,basic_actions_and_technology,0.403535156475,26
8391,ce,he,body_parts,0.208094312559,62
8392,ce,he,clothing_and_grooming,0.18775141762,17
8393,ce,he,cognition,0.398488506777,32
8394,ce,he,emotion_and_values,0.174983403991,31
8395,ce,he,food_and_drink,-0.0151071038118,23
8396,ce,he,kinship,0.0346960889934,19
8397,ce,he,law,-0.180878117623,1
8398,ce,he,motion,0.316100324695,45
8399,ce,he,physical_world,0.115208291029,34
8400,ce,he,posession,0.112461527125,30
8401,ce,he,quantity,0.0635509424922,35
8402,ce,he,religion_and_belief,-0.015967418959,3
8403,ce,he,sense_perception,0.222429100411,30
8404,ce,he,social_and_political_relations,0.0365188090878,14
8405,ce,he,spatial_relations,0.241908966598,57
8406,ce,he,speech_and_language,0.167774334777,19
8407,ce,he,the_house,-0.309585887052,8
8408,ce,he,time,0.336931225037,46
8409,ce,he,warfare_and_hunting,0.232924364494,9
8410,ce,hi,agriculture_and_vegetation,-0.126745162129,13
8411,ce,hi,animals,0.0555068887326,21
8412,ce,hi,basic_actions_and_technology,0.200786038676,34
8413,ce,hi,body_parts,0.140850994022,59
8414,ce,hi,clothing_and_grooming,0.473688279374,18
8415,ce,hi,cognition,0.233869505873,37
8416,ce,hi,emotion_and_values,0.289506841868,25
8417,ce,hi,food_and_drink,-0.0818553394814,28
8418,ce,hi,kinship,0.199186337655,16
8419,ce,hi,law,0.0251195783072,1
8420,ce,hi,motion,0.165878428788,37
8421,ce,hi,physical_world,0.0748401883801,36
8422,ce,hi,posession,0.309178629365,35
8423,ce,hi,quantity,0.307013550787,33
8424,ce,hi,religion_and_belief,-0.645780449744,2
8425,ce,hi,sense_perception,0.267384309529,28
8426,ce,hi,social_and_political_relations,0.0755490305497,14
8427,ce,hi,spatial_relations,0.137990859836,60
8428,ce,hi,speech_and_language,0.395870498361,21
8429,ce,hi,the_house,0.146467943895,13
8430,ce,hi,time,0.319626753322,47
8431,ce,hi,warfare_and_hunting,0.241038499209,9
8432,ce,hr,agriculture_and_vegetation,-0.131748535733,16
8433,ce,hr,animals,-0.130109066314,23
8434,ce,hr,basic_actions_and_technology,0.219597625009,34
8435,ce,hr,body_parts,0.276792575922,61
8436,ce,hr,clothing_and_grooming,0.397209831302,16
8437,ce,hr,cognition,0.272982776932,35
8438,ce,hr,emotion_and_values,0.146442095486,27
8439,ce,hr,food_and_drink,0.0742577116235,25
8440,ce,hr,kinship,0.264246700262,16
8441,ce,hr,law,-0.976548275854,1
8442,ce,hr,motion,0.206653767413,41
8443,ce,hr,physical_world,0.190122479857,36
8444,ce,hr,posession,0.190781764154,32
8445,ce,hr,quantity,0.408158191559,32
8446,ce,hr,religion_and_belief,0.570473117046,3
8447,ce,hr,sense_perception,0.113747849001,31
8448,ce,hr,social_and_political_relations,0.11666784247,13
8449,ce,hr,spatial_relations,0.221756657829,59
8450,ce,hr,speech_and_language,0.182021674197,20
8451,ce,hr,the_house,-0.086202053134,7
8452,ce,hr,time,0.25523253044,45
8453,ce,hr,warfare_and_hunting,0.470164361082,9
8454,ce,hu,agriculture_and_vegetation,0.163982856135,17
8455,ce,hu,animals,0.16499066385,25
8456,ce,hu,basic_actions_and_technology,0.324221323911,33
8457,ce,hu,body_parts,0.246660854062,59
8458,ce,hu,clothing_and_grooming,0.0542741270737,22
8459,ce,hu,cognition,0.213545451779,38
8460,ce,hu,emotion_and_values,0.233880836059,29
8461,ce,hu,food_and_drink,0.281955689551,31
8462,ce,hu,kinship,0.33385664856,18
8463,ce,hu,law,0.51459320953,1
8464,ce,hu,motion,0.0544147385221,41
8465,ce,hu,physical_world,0.0603644691469,41
8466,ce,hu,posession,0.301790516644,35
8467,ce,hu,quantity,0.0857892768061,35
8468,ce,hu,religion_and_belief,-0.67877428275,3
8469,ce,hu,sense_perception,0.382927429655,37
8470,ce,hu,social_and_political_relations,0.129247415272,13
8471,ce,hu,spatial_relations,0.236285727309,66
8472,ce,hu,speech_and_language,0.154631618371,19
8473,ce,hu,the_house,0.0458434953485,10
8474,ce,hu,time,0.337796429871,51
8475,ce,hu,warfare_and_hunting,0.149751516281,10
8476,ce,is,agriculture_and_vegetation,0.0296665859575,14
8477,ce,is,animals,-0.206203075497,19
8478,ce,is,basic_actions_and_technology,0.116539062612,34
8479,ce,is,body_parts,0.117884514834,52
8480,ce,is,clothing_and_grooming,0.053597606825,17
8481,ce,is,cognition,0.237387862479,34
8482,ce,is,emotion_and_values,0.34107917918,25
8483,ce,is,food_and_drink,0.194606772996,27
8484,ce,is,kinship,0.226331777023,18
8485,ce,is,law,-0.688659376079,1
8486,ce,is,motion,0.0747358559187,41
8487,ce,is,physical_world,0.147489381309,31
8488,ce,is,posession,0.191468348114,30
8489,ce,is,quantity,0.283760477403,33
8490,ce,is,religion_and_belief,-0.250447058066,3
8491,ce,is,sense_perception,0.211790875677,27
8492,ce,is,social_and_political_relations,0.447957583303,11
8493,ce,is,spatial_relations,0.223319969878,53
8494,ce,is,speech_and_language,0.0524921016291,19
8495,ce,is,the_house,0.494811528956,9
8496,ce,is,time,0.316411859179,45
8497,ce,is,warfare_and_hunting,0.193251451629,10
8498,ce,it,agriculture_and_vegetation,0.156507806439,17
8499,ce,it,animals,0.00735053572838,18
8500,ce,it,basic_actions_and_technology,0.310122166017,25
8501,ce,it,body_parts,0.112848745147,58
8502,ce,it,clothing_and_grooming,0.228908476548,18
8503,ce,it,cognition,0.274642476154,38
8504,ce,it,emotion_and_values,0.159021334066,26
8505,ce,it,food_and_drink,0.0873547115178,31
8506,ce,it,kinship,0.150996613437,19
8507,ce,it,law,-0.272038386772,1
8508,ce,it,motion,0.273615235719,47
8509,ce,it,physical_world,0.108809048585,37
8510,ce,it,posession,0.0389184250828,28
8511,ce,it,quantity,0.170527748111,34
8512,ce,it,religion_and_belief,-0.526557165665,3
8513,ce,it,sense_perception,0.0293871396199,30
8514,ce,it,social_and_political_relations,0.30401346176,12
8515,ce,it,spatial_relations,0.144359711211,60
8516,ce,it,speech_and_language,0.110887203564,21
8517,ce,it,the_house,0.388947901506,10
8518,ce,it,time,0.417951231473,50
8519,ce,it,warfare_and_hunting,0.312930610057,9
8520,ce,ja,agriculture_and_vegetation,0.22536982367,20
8521,ce,ja,animals,0.0335636443702,23
8522,ce,ja,basic_actions_and_technology,0.163095819906,25
8523,ce,ja,body_parts,0.309587487868,50
8524,ce,ja,clothing_and_grooming,0.0915955734421,19
8525,ce,ja,cognition,0.389173988802,25
8526,ce,ja,emotion_and_values,0.452744567633,18
8527,ce,ja,food_and_drink,0.0173890206325,21
8528,ce,ja,kinship,0.0568950822841,14
8529,ce,ja,law,-0.172929829555,1
8530,ce,ja,motion,0.0972617981912,33
8531,ce,ja,physical_world,0.010425081762,41
8532,ce,ja,posession,0.259045064147,16
8533,ce,ja,quantity,0.57549180668,26
8534,ce,ja,religion_and_belief,-1.0,1
8535,ce,ja,sense_perception,0.19717460749,24
8536,ce,ja,social_and_political_relations,0.302400828186,11
8537,ce,ja,spatial_relations,0.315968154948,33
8538,ce,ja,speech_and_language,-0.0371210554169,16
8539,ce,ja,the_house,0.556468562317,8
8540,ce,ja,time,0.294899299596,45
8541,ce,ja,warfare_and_hunting,-0.043493195989,8
8542,ce,ka,agriculture_and_vegetation,0.220946190272,15
8543,ce,ka,animals,-0.0102434155988,21
8544,ce,ka,basic_actions_and_technology,0.34611562187,19
8545,ce,ka,body_parts,0.00440708870158,58
8546,ce,ka,clothing_and_grooming,0.107970538917,14
8547,ce,ka,cognition,0.232215332594,33
8548,ce,ka,emotion_and_values,0.346079383353,29
8549,ce,ka,food_and_drink,0.10454218474,18
8550,ce,ka,kinship,0.171281596521,16
8551,ce,ka,law,0.0559988564667,1
8552,ce,ka,motion,0.0517602175679,29
8553,ce,ka,physical_world,0.182523461354,45
8554,ce,ka,posession,0.102033194233,30
8555,ce,ka,quantity,0.0530497678739,32
8556,ce,ka,religion_and_belief,0.798528662915,3
8557,ce,ka,sense_perception,0.0241229005714,26
8558,ce,ka,social_and_political_relations,0.165522307644,15
8559,ce,ka,spatial_relations,0.300984846478,51
8560,ce,ka,speech_and_language,0.0423643141487,16
8561,ce,ka,the_house,0.323251554556,12
8562,ce,ka,time,0.337478038685,53
8563,ce,ka,warfare_and_hunting,0.401443311221,9
8564,ce,kk,agriculture_and_vegetation,-0.252497253288,21
8565,ce,kk,animals,-0.196298957634,21
8566,ce,kk,basic_actions_and_technology,0.0983990877446,31
8567,ce,kk,body_parts,0.0189104804034,55
8568,ce,kk,clothing_and_grooming,0.0716381379263,20
8569,ce,kk,cognition,0.236412095631,34
8570,ce,kk,emotion_and_values,0.17146542436,26
8571,ce,kk,food_and_drink,0.0320535458931,24
8572,ce,kk,kinship,0.0800558342242,18
8573,ce,kk,law,-0.289548658521,1
8574,ce,kk,motion,0.165867251096,38
8575,ce,kk,physical_world,0.323553633847,40
8576,ce,kk,posession,-0.0325005200691,32
8577,ce,kk,quantity,0.24853835554,33
8578,ce,kk,religion_and_belief,-0.305979004802,3
8579,ce,kk,sense_perception,0.0823330654466,29
8580,ce,kk,social_and_political_relations,0.216966978432,12
8581,ce,kk,spatial_relations,0.218210418272,52
8582,ce,kk,speech_and_language,0.441394555533,16
8583,ce,kk,the_house,0.506355225879,11
8584,ce,kk,time,0.42324364122,45
8585,ce,kk,warfare_and_hunting,0.0926685250793,8
8586,ce,kl,animals,-0.125139823382,2
8587,ce,kl,basic_actions_and_technology,,0
8588,ce,kl,body_parts,-0.52168470783,1
8589,ce,kl,cognition,-0.577444465674,4
8590,ce,kl,food_and_drink,,0
8591,ce,kl,kinship,0.389580013184,2
8592,ce,kl,law,1.0,1
8593,ce,kl,motion,1.0,1
8594,ce,kl,physical_world,-0.117862041132,2
8595,ce,kl,quantity,0.335514355675,9
8596,ce,kl,religion_and_belief,-0.813935827977,1
8597,ce,kl,social_and_political_relations,-0.0601470017407,3
8598,ce,kl,spatial_relations,-1.0,1
8599,ce,kl,speech_and_language,,0
8600,ce,kl,the_house,0.64878043788,1
8601,ce,kl,time,0.26831321285,19
8602,ce,kn,agriculture_and_vegetation,0.202336279853,13
8603,ce,kn,animals,-0.0428951598633,18
8604,ce,kn,basic_actions_and_technology,0.47059556603,18
8605,ce,kn,body_parts,0.040928963575,49
8606,ce,kn,clothing_and_grooming,-0.139606131145,11
8607,ce,kn,cognition,0.194667777029,25
8608,ce,kn,emotion_and_values,0.13276820587,23
8609,ce,kn,food_and_drink,0.106032140785,18
8610,ce,kn,kinship,0.382325917546,15
8611,ce,kn,law,0.15452982361,1
8612,ce,kn,motion,0.202131288191,18
8613,ce,kn,physical_world,0.142372310809,32
8614,ce,kn,posession,0.014201994427,17
8615,ce,kn,quantity,0.286557859099,30
8616,ce,kn,religion_and_belief,0.163049859613,3
8617,ce,kn,sense_perception,0.138674171202,23
8618,ce,kn,social_and_political_relations,-0.147881859524,10
8619,ce,kn,spatial_relations,0.384759199325,39
8620,ce,kn,speech_and_language,0.168112026128,15
8621,ce,kn,the_house,-0.0997473089853,7
8622,ce,kn,time,0.292440831495,26
8623,ce,kn,warfare_and_hunting,0.644584519123,8
8624,ce,ko,agriculture_and_vegetation,-0.0906835494537,15
8625,ce,ko,animals,0.12512395287,22
8626,ce,ko,basic_actions_and_technology,0.246950616736,21
8627,ce,ko,body_parts,0.0209041439945,45
8628,ce,ko,clothing_and_grooming,0.107028621194,9
8629,ce,ko,cognition,0.225237125851,28
8630,ce,ko,emotion_and_values,0.297293431891,23
8631,ce,ko,food_and_drink,0.0549658523214,18
8632,ce,ko,kinship,0.345222291088,19
8633,ce,ko,law,-0.729347934186,1
8634,ce,ko,motion,0.29049957151,27
8635,ce,ko,physical_world,0.170803467869,29
8636,ce,ko,posession,0.0350056729677,20
8637,ce,ko,quantity,0.104889251336,29
8638,ce,ko,religion_and_belief,0.506027331813,1
8639,ce,ko,sense_perception,0.187911632843,26
8640,ce,ko,social_and_political_relations,0.121497804981,15
8641,ce,ko,spatial_relations,0.161853255755,43
8642,ce,ko,speech_and_language,0.119752743884,14
8643,ce,ko,the_house,-0.153464066656,5
8644,ce,ko,time,0.313568042612,34
8645,ce,ko,warfare_and_hunting,0.140804662793,7
8646,ce,la,agriculture_and_vegetation,0.17994056553,15
8647,ce,la,animals,-0.0128335118936,23
8648,ce,la,basic_actions_and_technology,0.105117239595,29
8649,ce,la,body_parts,-0.010013374775,53
8650,ce,la,clothing_and_grooming,0.234897470908,13
8651,ce,la,cognition,0.227702012531,34
8652,ce,la,emotion_and_values,0.161412625068,27
8653,ce,la,food_and_drink,-0.247835644941,19
8654,ce,la,kinship,0.0698643990327,18
8655,ce,la,law,0.40821386263,1
8656,ce,la,motion,-0.0491317551804,34
8657,ce,la,physical_world,-0.0249115750511,36
8658,ce,la,posession,0.226907983173,31
8659,ce,la,quantity,0.431891380076,33
8660,ce,la,religion_and_belief,-0.638438492979,2
8661,ce,la,sense_perception,0.0307165144086,26
8662,ce,la,social_and_political_relations,0.0155103776467,12
8663,ce,la,spatial_relations,0.256833183352,61
8664,ce,la,speech_and_language,0.132484045772,22
8665,ce,la,the_house,0.23030969657,9
8666,ce,la,time,0.189003298552,48
8667,ce,la,warfare_and_hunting,-0.148337931203,10
8668,ce,lt,agriculture_and_vegetation,-0.248885882717,16
8669,ce,lt,animals,0.185970230088,19
8670,ce,lt,basic_actions_and_technology,0.378029765816,33
8671,ce,lt,body_parts,0.0829800864715,64
8672,ce,lt,clothing_and_grooming,0.310874239137,20
8673,ce,lt,cognition,0.208498221762,37
8674,ce,lt,emotion_and_values,0.0596742759137,31
8675,ce,lt,food_and_drink,0.119389954418,25
8676,ce,lt,kinship,-0.0125181804612,19
8677,ce,lt,law,0.257085007211,1
8678,ce,lt,motion,0.10776165762,44
8679,ce,lt,physical_world,0.348136851737,35
8680,ce,lt,posession,0.306975683312,33
8681,ce,lt,quantity,0.319753272012,31
8682,ce,lt,religion_and_belief,-0.208564567543,2
8683,ce,lt,sense_perception,0.27344005956,30
8684,ce,lt,social_and_political_relations,-0.260114436665,16
8685,ce,lt,spatial_relations,0.391376182854,59
8686,ce,lt,speech_and_language,0.249952174437,20
8687,ce,lt,the_house,-0.0322119327986,11
8688,ce,lt,time,0.443814025709,49
8689,ce,lt,warfare_and_hunting,-0.23491399281,11
8690,ce,lv,agriculture_and_vegetation,0.0945155884317,17
8691,ce,lv,animals,-0.00144333444821,22
8692,ce,lv,basic_actions_and_technology,0.190372633447,29
8693,ce,lv,body_parts,0.0139329964554,57
8694,ce,lv,clothing_and_grooming,0.200807014998,17
8695,ce,lv,cognition,0.0548375690721,36
8696,ce,lv,emotion_and_values,0.0678334620093,27
8697,ce,lv,food_and_drink,0.278195988427,25
8698,ce,lv,kinship,0.301647414657,17
8699,ce,lv,law,0.176045729951,1
8700,ce,lv,motion,0.0714874767818,38
8701,ce,lv,physical_world,0.170194399699,41
8702,ce,lv,posession,-0.101958837252,33
8703,ce,lv,quantity,0.384185968955,32
8704,ce,lv,religion_and_belief,-0.426024108535,2
8705,ce,lv,sense_perception,0.287626657415,31
8706,ce,lv,social_and_political_relations,0.0965621835113,11
8707,ce,lv,spatial_relations,0.183925649759,57
8708,ce,lv,speech_and_language,0.123392733845,21
8709,ce,lv,the_house,0.426383130444,10
8710,ce,lv,time,0.475235580325,47
8711,ce,lv,warfare_and_hunting,-0.0978848738827,9
8712,ce,ml,agriculture_and_vegetation,-0.01191819571,16
8713,ce,ml,animals,0.197424436228,22
8714,ce,ml,basic_actions_and_technology,0.0844204558744,21
8715,ce,ml,body_parts,0.359915553754,43
8716,ce,ml,clothing_and_grooming,0.130202901817,11
8717,ce,ml,cognition,0.0984571941705,32
8718,ce,ml,emotion_and_values,0.230375192487,20
8719,ce,ml,food_and_drink,-0.0478598553299,19
8720,ce,ml,kinship,0.188779013754,15
8721,ce,ml,law,-0.220881788909,1
8722,ce,ml,motion,0.210746209419,29
8723,ce,ml,physical_world,0.0601872522729,27
8724,ce,ml,posession,-0.0978938302096,25
8725,ce,ml,quantity,0.349649875855,32
8726,ce,ml,religion_and_belief,-0.569559016425,2
8727,ce,ml,sense_perception,0.0547234350635,23
8728,ce,ml,social_and_political_relations,-0.401053407558,12
8729,ce,ml,spatial_relations,0.094307814982,49
8730,ce,ml,speech_and_language,0.0507928370517,17
8731,ce,ml,the_house,0.0778425266455,8
8732,ce,ml,time,0.394239991149,49
8733,ce,ml,warfare_and_hunting,-0.0594800174207,6
8734,ce,nl,agriculture_and_vegetation,0.275454790818,19
8735,ce,nl,animals,0.309869329565,24
8736,ce,nl,basic_actions_and_technology,0.200975694454,35
8737,ce,nl,body_parts,0.31086792764,64
8738,ce,nl,clothing_and_grooming,0.142543788578,18
8739,ce,nl,cognition,0.2996948163,34
8740,ce,nl,emotion_and_values,0.312020449973,33
8741,ce,nl,food_and_drink,0.149080162351,31
8742,ce,nl,kinship,0.268873837976,19
8743,ce,nl,law,0.297755275339,1
8744,ce,nl,motion,0.0906481151921,48
8745,ce,nl,physical_world,0.219127751156,44
8746,ce,nl,posession,0.134426137382,32
8747,ce,nl,quantity,0.303106333954,35
8748,ce,nl,religion_and_belief,-0.693910340113,3
8749,ce,nl,sense_perception,0.185328083556,30
8750,ce,nl,social_and_political_relations,0.0181507228566,13
8751,ce,nl,spatial_relations,0.185991209882,59
8752,ce,nl,speech_and_language,-0.128399252558,20
8753,ce,nl,the_house,0.157195241291,9
8754,ce,nl,time,0.376476156003,53
8755,ce,nl,warfare_and_hunting,0.186847162899,10
8756,ce,no,agriculture_and_vegetation,0.14525825563,18
8757,ce,no,animals,0.0285404754363,20
8758,ce,no,basic_actions_and_technology,0.289800175023,29
8759,ce,no,body_parts,0.227484064969,56
8760,ce,no,clothing_and_grooming,0.36749228379,17
8761,ce,no,cognition,0.375932761722,37
8762,ce,no,emotion_and_values,0.0904825210865,31
8763,ce,no,food_and_drink,0.0968833888633,31
8764,ce,no,kinship,0.400705314988,19
8765,ce,no,law,0.0113387770455,1
8766,ce,no,motion,0.149380351675,44
8767,ce,no,physical_world,0.32193116057,36
8768,ce,no,posession,0.279302519793,36
8769,ce,no,quantity,0.354367152391,36
8770,ce,no,religion_and_belief,-0.386825260943,3
8771,ce,no,sense_perception,0.190514060411,33
8772,ce,no,social_and_political_relations,0.229569385895,12
8773,ce,no,spatial_relations,0.220438500602,53
8774,ce,no,speech_and_language,0.179395780908,21
8775,ce,no,the_house,0.454694554017,9
8776,ce,no,time,0.174837684218,50
8777,ce,no,warfare_and_hunting,0.466873778819,9
8778,ce,os,agriculture_and_vegetation,-0.624400377443,7
8779,ce,os,animals,0.222989506118,9
8780,ce,os,basic_actions_and_technology,0.274597112046,7
8781,ce,os,body_parts,0.110841789325,17
8782,ce,os,clothing_and_grooming,0.679252893939,2
8783,ce,os,cognition,0.0699845502664,17
8784,ce,os,emotion_and_values,0.425737673592,11
8785,ce,os,food_and_drink,-0.173758513805,8
8786,ce,os,kinship,0.355521030715,12
8787,ce,os,law,1.0,1
8788,ce,os,motion,0.513836991315,5
8789,ce,os,physical_world,0.0970345398382,18
8790,ce,os,posession,0.233811869592,16
8791,ce,os,quantity,0.18121037751,18
8792,ce,os,religion_and_belief,-0.0049005954015,2
8793,ce,os,sense_perception,0.153027507326,14
8794,ce,os,social_and_political_relations,-0.00984051856137,6
8795,ce,os,spatial_relations,0.0841513642745,28
8796,ce,os,speech_and_language,0.14116261515,12
8797,ce,os,the_house,0.0458964730922,4
8798,ce,os,time,0.593699418156,30
8799,ce,os,warfare_and_hunting,0.492788416953,4
8800,ce,pl,agriculture_and_vegetation,0.123911674314,20
8801,ce,pl,animals,0.017370453003,21
8802,ce,pl,basic_actions_and_technology,0.253909879689,34
8803,ce,pl,body_parts,0.193762655258,63
8804,ce,pl,clothing_and_grooming,0.144145896357,21
8805,ce,pl,cognition,-0.0045995970272,37
8806,ce,pl,emotion_and_values,0.360329988834,34
8807,ce,pl,food_and_drink,-0.00161808421223,31
8808,ce,pl,kinship,0.301859584777,19
8809,ce,pl,law,-0.190690849392,1
8810,ce,pl,motion,0.0715200302094,47
8811,ce,pl,physical_world,-0.0357547608741,37
8812,ce,pl,posession,0.148595269046,34
8813,ce,pl,quantity,0.215292251572,35
8814,ce,pl,religion_and_belief,-0.108654730909,3
8815,ce,pl,sense_perception,0.143216776767,36
8816,ce,pl,social_and_political_relations,0.267955050143,10
8817,ce,pl,spatial_relations,0.312842673189,59
8818,ce,pl,speech_and_language,0.362486435968,22
8819,ce,pl,the_house,0.0437644181134,11
8820,ce,pl,time,0.4438094641,51
8821,ce,pl,warfare_and_hunting,0.152646082598,11
8822,ce,pt,agriculture_and_vegetation,0.0769468801508,14
8823,ce,pt,animals,0.344363186041,24
8824,ce,pt,basic_actions_and_technology,0.172263539887,39
8825,ce,pt,body_parts,0.220788936614,64
8826,ce,pt,clothing_and_grooming,0.211983052101,18
8827,ce,pt,cognition,0.216802243764,38
8828,ce,pt,emotion_and_values,0.274299324825,31
8829,ce,pt,food_and_drink,0.0512827151508,33
8830,ce,pt,kinship,0.250133253837,19
8831,ce,pt,law,0.0825135582219,1
8832,ce,pt,motion,0.12264073543,47
8833,ce,pt,physical_world,0.0705926396155,45
8834,ce,pt,posession,0.158602560781,33
8835,ce,pt,quantity,0.414614621984,33
8836,ce,pt,religion_and_belief,-0.396561163667,3
8837,ce,pt,sense_perception,0.14406688111,34
8838,ce,pt,social_and_political_relations,0.108530263585,15
8839,ce,pt,spatial_relations,0.134471715742,63
8840,ce,pt,speech_and_language,0.18665757029,23
8841,ce,pt,the_house,0.450613644707,12
8842,ce,pt,time,0.329743147593,44
8843,ce,pt,warfare_and_hunting,0.249358166451,10
8844,ce,ro,agriculture_and_vegetation,-0.0140461474123,16
