"l1","l2","imputed_semantic_domain","local_alignment","comparison_count","cult.dist"
"ps","sl","Agriculture and vegetation",0.0797889026253721,7,NA
"mrj","ca","Social and political relations",0.0798190155918576,20,NA
"ku","cv","Animals",0.0798606957118947,28,NA
"mrj","hy","The body",0.0798732081902911,62,NA
"myv","ga","Speech and language",0.0798840590632381,21,NA
"la","ta","Clothing and grooming",0.0799016892580518,23,NA
"ga","cv","Animals",0.0799210746638845,31,NA
"da","cv","Cognition",0.0799231739339634,23,NA
"ba","cv","Spatial relations",0.0799947760259126,74,NA
"ku","cv","Sense perception",0.0800273368055294,31,NA
"sl","az","The physical world",0.0800590831518548,33,NA
"mrj","da","The body",0.0800600087040857,61,NA
"myv","he","Cognition",0.0801015155141258,29,NA
"ku","ar","Agriculture and vegetation",0.0801078906680555,19,NA
"is","uz","The house",0.0801191298983962,15,NA
"mrj","be","Clothing and grooming",0.0802372580571835,20,NA
"sq","cv","Agriculture and vegetation",0.0802446105796894,19,0.272727272727273
"myv","ba","Social and political relations",0.0803117740484487,26,0.441923076923076
"cv","he","Spatial relations",0.0803315247520879,67,NA
"mrj","sah","Miscellaneous function words",0.08035915691591,19,NA
"cv","mn","Quantity",0.0805021633354543,49,NA
"mrj","ja","The house",0.0805123164320515,11,NA
"la","kn","Spatial relations",0.080542386744757,79,NA
"ga","he","The body",0.0805825849505664,98,NA
"mrj","cy","Miscellaneous function words",0.0806857623882789,16,NA
"tt","kn","Motion",0.0806954755086834,57,NA
"mrj","la","Clothing and grooming",0.0807470294118125,22,NA
"myv","ku","Spatial relations",0.0807683336568018,59,NA
"uz","cv","Sense perception",0.0807789948740438,25,NA
"myv","ta","Speech and language",0.0807888964499031,17,NA
"os","cv","Cognition",0.080811608592376,18,NA
"myv","cy","Time",0.0808132518341621,37,NA
"sl","ja","Agriculture and vegetation",0.0808245989387053,5,NA
"ku","cv","Emotions and values",0.08085632879322,48,NA
"br","ml","The house",0.0808604321809115,17,NA
"cv","sah","Miscellaneous function words",0.0808689362173804,16,NA
"mhr","ps","Spatial relations",0.0808764257389418,13,NA
"fa","ku","Clothing and grooming",0.0808862637707533,14,NA
"br","sah","Spatial relations",0.0809152490189563,79,NA
"ps","cv","Motion",0.0809339739291532,30,NA
"la","cv","Time",0.0810010069054033,45,NA
"uz","he","Social and political relations",0.0810140967903716,16,NA
"mhr","ja","Sense perception",0.0811760104906582,5,NA
"ku","br","Modern world",0.0812094864686533,19,NA
"fa","ce","Agriculture and vegetation",0.0812276003143168,17,NA
"mrj","ga","Spatial relations",0.0812708048421865,71,NA
"da","br","The house",0.0813225337429699,18,NA
"mrj","myv","Time",0.0813551744805561,63,NA
"az","cv","The house",0.081387981448525,19,NA
"ga","uz","Clothing and grooming",0.0813884206398107,17,NA
"cv","sah","Sense perception",0.0814006727973112,37,NA
"mrj","bn","Clothing and grooming",0.0814687671992995,15,NA
"da","ce","The house",0.0815461579716906,12,NA
"mrj","te","Cognition",0.0815541063718607,21,NA
"bn","os","Spatial relations",0.0815662334540694,50,NA
"mrj","la","Possession",0.0815924156904275,21,NA
"la","he","Cognition",0.0816040032387708,35,NA
"ku","sah","Motion",0.0816166129484689,36,NA
"hy","cv","Basic actions and technology",0.0816332187492921,82,0.617916666666667
"ku","mn","Agriculture and vegetation",0.0816620127565944,20,NA
"ps","ce","Agriculture and vegetation",0.081663230009119,15,NA
"ps","en","Agriculture and vegetation",0.0816705141481177,22,NA
"hy","cv","Motion",0.0816731253662038,43,NA
"mrj","sl","Food and drink",0.0816787747697302,9,NA
"sl","ml","Sense perception",0.0817046909113021,10,NA
"hy","cv","The physical world",0.0817230966535305,58,0.726666666666667
"br","sah","Basic actions and technology",0.0817479146154119,65,NA
"mrj","en","Miscellaneous function words",0.0817718141454905,14,NA
"is","cv","Basic actions and technology",0.0817814602307828,85,0.534583333333334
"sah","ce","Clothing and grooming",0.0818667697880606,13,NA
"cv","kn","Sense perception",0.0818751793395349,34,NA
"mrj","bn","Spatial relations",0.0818908234293943,57,NA
"mhr","ku","Cognition",0.0819275998692168,9,NA
"kn","he","Speech and language",0.0819436470499575,20,NA
"br","cv","Social and political relations",0.0819826257751059,22,NA
"myv","it","Modern world",0.0819945615863519,20,NA
"et","mrj","The body",0.0820101608662265,62,NA
"mhr","ja","Speech and language",0.0821577465687171,5,NA
"os","ga","Modern world",0.0821879352593895,29,NA
"az","cv","Modern world",0.0821996081306007,22,NA
"br","sah","Food and drink",0.0822379821408361,33,NA
"sah","zh","Miscellaneous function words",0.0822468425191394,15,NA
"la","sah","Miscellaneous function words",0.0822838947005506,17,NA
"sl","ga","Speech and language",0.0823043511770296,14,NA
"ga","te","Speech and language",0.0823158563100774,23,NA
"is","cv","Agriculture and vegetation",0.0823629722738776,20,0.727272727272728
"la","tt","Motion",0.0823770278625096,72,NA
"cs","cv","Motion",0.08237865981014,48,NA
"ps","lt","Agriculture and vegetation",0.0824118223563374,24,NA
"ce","zh","Agriculture and vegetation",0.0824456895061278,15,NA
"cy","la","Miscellaneous function words",0.0824460516506193,13,NA
"mrj","de","Social and political relations",0.0824982237897798,4,NA
"bn","cv","Possession",0.0825671511112714,18,0.563863636363637
"ga","cv","The physical world",0.0825846144679076,73,0.748333333333333
"myv","sah","The physical world",0.0826080869417492,54,0.666666666666666
"br","he","Emotions and values",0.0826196469941417,45,NA
"en","cv","The body",0.0826868481766185,68,NA
"mhr","br","Kinship",0.0828371980579582,5,NA
"mhr","ta","Emotions and values",0.0828427057558813,4,0.608
"mhr","la","Spatial relations",0.0828874392702403,11,NA
"ca","cv","Spatial relations",0.0828914454753352,62,NA
"sl","ja","The body",0.0829142147220859,34,NA
"os","ce","Miscellaneous function words",0.0829325676048175,15,NA
"myv","ps","The physical world",0.0829580967796194,65,NA
"cv","eu","Agriculture and vegetation",0.082981112855586,19,NA
"os","sah","Modern world",0.0830220743969383,23,NA
"myv","ga","Time",0.0830623185976583,42,NA
"bn","sl","Speech and language",0.0830675215890142,11,NA
"ml","ce","The house",0.0830740318760402,11,NA
"cv","mn","Basic actions and technology",0.0830974518185668,99,NA
"ba","cv","The body",0.0831224636905997,63,NA
"ga","la","Basic actions and technology",0.0831389362551891,119,0.511666666666667
"sl","ga","Time",0.0831506626877059,18,NA
"myv","is","Modern world",0.0831523116904428,20,NA
"os","da","The house",0.0831732232772961,14,NA
"it","cv","The physical world",0.0832146153452788,64,NA
"myv","br","Agriculture and vegetation",0.0832648102411968,21,NA
"da","cv","Animals",0.0832767310069947,31,NA
"mrj","br","The body",0.0832952761097826,53,NA
"pl","cv","The physical world",0.0833018174245084,59,NA
"mrj","te","Clothing and grooming",0.0833171177907926,17,NA
"ps","sq","Agriculture and vegetation",0.0833345867480292,23,NA
"mrj","te","The house",0.0833496202989856,9,NA
"myv","he","Emotions and values",0.0833524776793123,36,0.526
"sl","en","The physical world",0.0833769805949318,30,NA
"az","ce","The house",0.0833772491101336,13,NA
"myv","la","Spatial relations",0.0833875388747881,80,NA
"mhr","cy","Social and political relations",0.0834002162943284,8,NA
"hy","cv","The body",0.0834093978395498,73,NA
"mrj","ku","Miscellaneous function words",0.0834445026042917,12,NA
"myv","ja","The house",0.0834979165337738,15,0.545454545454546
"mrj","da","Miscellaneous function words",0.0835060863431072,15,NA
"ku","cy","Spatial relations",0.0835113209672556,69,NA
"mrj","tr","Possession",0.083552210017463,22,NA
"myv","tt","Basic actions and technology",0.0835617278460448,94,0.458333333333334
"mhr","bn","Modern world",0.0835690058998528,3,NA
"ku","cy","Agriculture and vegetation",0.0836266970155611,22,NA
"az","cv","Basic actions and technology",0.0836557480138026,77,NA
"ga","cv","Agriculture and vegetation",0.0836757590163197,22,0.454545454545454
"mrj","de","The body",0.0836844634269912,6,NA
"kk","cv","Spatial relations",0.0837677877379606,81,NA
"ps","cv","Possession",0.0837920052810777,31,NA
"fi","mrj","Social and political relations",0.0838240400037434,24,NA
"mrj","ga","Motion",0.0838509314903499,34,NA
"myv","zh","Miscellaneous function words",0.0839073820955836,13,NA
"cv","ce","Possession",0.0839134501291691,24,NA
"mrj","he","Kinship",0.0839643737555423,28,NA
"mhr","he","Social and political relations",0.0839946959462095,8,0.595769230769231
"cv","ce","Cognition",0.084000048804441,19,NA
"mhr","ku","Emotions and values",0.084015760677609,5,NA
"ku","sah","The body",0.0840291617103782,70,NA
"mrj","ta","Cognition",0.0841213593809591,17,NA
"mhr","zh","Agriculture and vegetation",0.0841414267389473,4,0.454545454545454
"myv","uz","The body",0.0841576333137501,45,NA
"ps","tt","Animals",0.084182536092589,44,NA
"da","la","Clothing and grooming",0.0842515199944085,28,NA
"uz","ce","The physical world",0.0842747295863364,32,NA
"mrj","la","Emotions and values",0.0842840949191235,34,NA
"ps","sv","Animals",0.0842942876093015,45,NA
"myv","sah","Speech and language",0.0843032323871908,17,NA
"ku","sah","The house",0.0843319864770358,17,NA
"sl","is","Basic actions and technology",0.0843513222217925,27,NA
"myv","tt","The house",0.0843528973981873,16,0.454545454545454
"tt","cv","The physical world",0.0844182371011287,55,0.333333333333333
"os","br","Speech and language",0.0844348993339933,18,NA
"az","he","Agriculture and vegetation",0.0844627533958093,21,NA
"mhr","uz","Spatial relations",0.0844686421666517,7,NA
"ba","cv","Food and drink",0.0844693176818458,27,NA
"hy","cv","Animals",0.084521660587647,32,NA
"cy","cv","Food and drink",0.0845474353938349,36,NA
"la","te","Miscellaneous function words",0.0845847055673508,11,NA
"myv","ca","Social and political relations",0.0846135174752258,26,NA
"az","sah","Motion",0.0846326648570714,41,NA
"en","br","The house",0.0846392727150333,18,NA
"myv","bn","The body",0.0846642758346507,66,NA
"ru","br","The house",0.0846767249229237,18,NA
"en","cv","The physical world",0.0847115887822204,54,0.511666666666667
"mhr","hr","Sense perception",0.084714440195877,8,NA
"uk","cv","Emotions and values",0.084715397067836,49,0.477333333333333
"sv","cv","Animals",0.0847275735669566,32,NA
"mrj","da","Modern world",0.0847295626805485,19,NA
"myv","ps","Sense perception",0.0847344515885086,46,NA
"mrj","en","Time",0.0847807377379876,46,NA
"mrj","ku","Social and political relations",0.0847952421773821,17,NA
"ca","cv","Modern world",0.0848109026904018,23,NA
"ps","ga","Basic actions and technology",0.084825023959124,108,NA
"mhr","la","Social and political relations",0.0848371053011381,7,0.575769230769231
"myv","eu","Miscellaneous function words",0.0848521164597033,16,NA
"mhr","ps","Possession",0.0848595230350392,1,NA
"ku","br","Basic actions and technology",0.0848790287014694,62,NA
"de","sah","Kinship",0.0848794990367282,5,NA
"sl","uk","Animals",0.0848810327268957,14,NA
"ca","cv","Motion",0.0848908703162006,49,NA
"mrj","bn","Emotions and values",0.0848909929977622,27,NA
"mrj","cs","Social and political relations",0.0849078224454172,23,NA
"fa","cv","Agriculture and vegetation",0.0849293826163966,17,NA
"mrj","myv","Sense perception",0.0850297761122806,39,NA
"ba","cv","Clothing and grooming",0.0850510952365452,15,NA
"sl","sah","Modern world",0.0850703979830551,10,NA
"mrj","el","Speech and language",0.0850894166797504,20,NA
"et","ps","Agriculture and vegetation",0.085091337273533,23,NA
"ps","cy","Agriculture and vegetation",0.0851113066184701,26,NA
"lv","br","The house",0.0851141903787211,18,NA
"bg","sl","Food and drink",0.0851337489552105,10,NA
"mrj","ce","The physical world",0.085164321951533,34,NA
"et","cv","Animals",0.0852376743822747,32,NA
"mhr","en","Basic actions and technology",0.0852513603855373,6,0.5375
"sah","zh","Motion",0.0852588351083809,48,NA
"os","ga","Possession",0.0852862945498771,25,0.455454545454545
"bn","sl","Motion",0.0852909703871394,5,NA
"ku","ga","Modern world",0.0853189586698929,24,NA
"cy","sah","The house",0.0853376278887359,22,NA
"mrj","da","Social and political relations",0.085339739975595,22,NA
"mrj","ku","Spatial relations",0.0853401883795995,51,NA
"lv","cv","Cognition",0.0853512160682112,21,NA
"mrj","az","The house",0.0853634775805784,11,NA
"mhr","ba","Cognition",0.0854315657900727,10,NA
"ga","la","The body",0.0854476403703354,103,NA
"mrj","ce","Motion",0.0854587951367212,26,NA
"br","la","Modern world",0.0854631497459184,28,NA
"sah","kn","Basic actions and technology",0.085511764354609,80,NA
"mrj","myv","Basic actions and technology",0.0855241903743591,55,NA
"myv","ar","Modern world",0.0855266552616559,22,NA
"ga","cv","Cognition",0.0855331211563354,24,NA
"sv","cv","Cognition",0.0855552861677206,23,NA
"mhr","lv","Motion",0.0855720244320197,2,NA
"be","cv","Emotions and values",0.0855742770144623,48,0.601333333333333
"mrj","myv","Emotions and values",0.0856057516445053,22,NA
"uz","sah","Motion",0.0856168887792323,22,NA
"os","cv","The physical world",0.0856539770456577,41,0.738333333333333
"mrj","hy","The house",0.0856629277099646,11,NA
"ps","sl","Sense perception",0.0856956540057058,11,NA
"hy","kn","Agriculture and vegetation",0.0856990493298448,18,NA
"mhr","os","Possession",0.0857172989898476,1,0.506363636363636
"mrj","ka","Speech and language",0.0857265844345444,18,NA
"sl","tt","The house",0.0857269504644579,8,NA
"myv","he","Speech and language",0.085746378933199,16,NA
"mhr","mn","Kinship",0.0857639843961105,5,NA
"no","ce","Agriculture and vegetation",0.0858141425462114,16,NA
"myv","hy","The body",0.0858168317777795,73,NA
"ba","cv","Agriculture and vegetation",0.085819113547724,19,0.454545454545454
"cv","kn","Social and political relations",0.0858331116566675,23,NA
"ru","cv","Clothing and grooming",0.0858634013056555,15,NA
"la","cv","Sense perception",0.0858915892638061,38,NA
"mrj","la","Cognition",0.0859024515291666,25,NA
"ga","ba","The house",0.0859216228800448,22,0.642727272727272
"myv","ca","Miscellaneous function words",0.0859385624390822,14,NA
"la","cv","Modern world",0.0859570647706433,26,NA
"et","cv","Social and political relations",0.0860110741585814,24,0.391923076923077
"no","ce","The house",0.086013965298417,14,NA
"sl","sah","Miscellaneous function words",0.0860596449304043,14,NA
"ga","ce","Basic actions and technology",0.0860597765524917,88,NA
"ru","cv","Emotions and values",0.0860780296585372,45,0.650666666666667
"myv","te","Spatial relations",0.0861074083837813,70,NA
"myv","he","Modern world",0.0861289863671117,20,NA
"ps","is","Agriculture and vegetation",0.0861380847081554,24,NA
"ps","sl","The body",0.0861493732773509,42,NA
"ps","uz","Clothing and grooming",0.0861674633268141,17,NA
"os","kn","The house",0.0861722054120877,14,NA
"myv","ce","Emotions and values",0.0862742197979538,29,NA
"mhr","hu","Possession",0.0863174863938638,1,0.434318181818182
"en","la","Motion",0.0863379402347734,65,NA
"mhr","be","Basic actions and technology",0.0863903700348851,7,0.38375
"cv","te","Animals",0.0864118177678657,25,NA
"myv","cy","Spatial relations",0.0864413182683288,77,NA
"cv","ce","Miscellaneous function words",0.0864503248477835,15,NA
"mhr","ba","Spatial relations",0.0864559262433922,14,NA
"mrj","uz","Speech and language",0.0865509460453668,13,NA
"ku","sah","Food and drink",0.0865541803683235,28,NA
"tt","ce","The house",0.0866201581835054,15,NA
"mrj","uz","Spatial relations",0.0866229446053195,49,NA
"da","cv","The physical world",0.0866567784322664,56,NA
"sv","cv","The body",0.0866945727729365,72,NA
"be","cv","The house",0.0867020705521312,22,0.231818181818182
"mrj","la","Motion",0.0867131456012967,42,NA
"os","ga","Clothing and grooming",0.086725479830287,13,NA
"sah","kn","Motion",0.0867493855067041,41,NA
"et","cv","Emotions and values",0.0867503405738537,51,0.513333333333333
"myv","da","Modern world",0.0867688938302246,19,NA
"myv","fa","The house",0.0867791165465984,15,NA
"ps","nl","Agriculture and vegetation",0.086791069655181,22,NA
"ps","ja","Agriculture and vegetation",0.086826873635759,22,NA
"myv","la","Basic actions and technology",0.0868545697946569,92,0.63625
"ga","la","Clothing and grooming",0.0868753406923148,23,NA
"en","cv","Cognition",0.0869139381635879,22,NA
"br","kn","The house",0.0869650948201092,18,NA
"mrj","da","Clothing and grooming",0.0870845250333266,18,NA
"myv","en","Modern world",0.0871069443655276,18,NA
"cy","la","Spatial relations",0.0871072080603291,88,NA
"sl","is","The body",0.0871337528942601,40,NA
"sl","uk","Food and drink",0.0871517541251114,9,NA
"mrj","ce","Basic actions and technology",0.0871566456881376,49,NA
"la","ta","Motion",0.0871599714897022,43,NA
"cv","kn","Cognition",0.0871830316028193,22,NA
"myv","sv","Miscellaneous function words",0.0872024706815577,16,NA
"ga","br","Emotions and values",0.0872034973433678,48,NA
"ga","br","Motion",0.0872072467148687,61,NA
"mrj","he","Miscellaneous function words",0.0872138610926402,15,NA
"uz","cv","Food and drink",0.0872267920139285,21,NA
"lv","ps","Animals",0.0872367693163569,45,NA
"myv","os","Spatial relations",0.0872379964790921,53,NA
"os","la","Clothing and grooming",0.0872558798659494,15,NA
"mhr","ru","Agriculture and vegetation",0.0872714449367211,4,0.272727272727273
"mhr","myv","Agriculture and vegetation",0.0873027921629886,5,0.272727272727273
"sl","mn","Modern world",0.0873197847919717,9,NA
"lv","os","The body",0.087325138068768,65,NA
"myv","la","Time",0.087337822648217,47,NA
"sah","ce","Speech and language",0.0873726386593156,16,NA
"mrj","bg","The house",0.0873861950074382,11,NA
"ga","zh","Miscellaneous function words",0.0874082995333283,14,NA
"br","kn","Basic actions and technology",0.0874811360697524,71,NA
"bn","cv","Emotions and values",0.0874943672803129,39,0.645333333333333
"en","br","Miscellaneous function words",0.0875004602980304,12,NA
"myv","sq","Basic actions and technology",0.0875135128266644,95,0.625
"myv","ar","The house",0.0875221503048186,17,NA
"sl","ce","The house",0.0875289175248828,4,NA
"os","br","Clothing and grooming",0.0875404619253133,13,NA
"cv","te","Social and political relations",0.087577302912093,20,0.53423076923077
"ku","he","Sense perception",0.0875848813329414,37,NA
"mhr","ce","Spatial relations",0.0876118638730907,6,NA
"ga","ta","Basic actions and technology",0.0876190537321236,88,0.45875
"mrj","kn","Clothing and grooming",0.0876858025771737,18,NA
"myv","ga","The body",0.0876933724393383,77,NA
"mhr","da","Kinship",0.087705460125711,4,NA
"kk","cv","The physical world",0.0877130188774834,62,0.923333333333333
"mrj","ta","Miscellaneous function words",0.0877388596712093,14,NA
"en","cv","Modern world",0.0877420927862584,20,NA
"ba","ce","The house",0.0877719705714636,14,NA
"mrj","ku","Possession",0.0877769540390385,19,NA
"ml","ce","Modern world",0.0878240727941111,19,NA
"bn","uz","The house",0.087827349957608,12,NA
"br","ce","The house",0.0878662729399368,11,NA
"cv","mn","Agriculture and vegetation",0.0878771011775705,19,NA
"mrj","ta","The body",0.0879160391012927,55,NA
"ps","ba","Animals",0.0879175110690798,44,NA
"cv","mn","Spatial relations",0.0879649138801748,91,NA
"os","be","The house",0.0879660314424086,17,0.68
"sl","cs","Clothing and grooming",0.0879833712805789,7,NA
"mrj","he","Clothing and grooming",0.0879936830229986,21,NA
"myv","br","Speech and language",0.0880099681629394,18,NA
"bn","cv","Social and political relations",0.0880147830063242,21,0.604230769230769
"myv","uz","Sense perception",0.0880434596084998,31,NA
"mhr","ba","Basic actions and technology",0.0880480174429786,8,0.465416666666667
"la","he","The house",0.0880765610639387,19,0.609090909090909
"myv","tt","Motion",0.0880931842719647,41,NA
"no","cv","Motion",0.0880976798708631,43,NA
"mrj","ca","The body",0.0880978163298557,59,NA
"myv","en","Social and political relations",0.0881428803906157,25,0.411923076923076
"bn","cy","The house",0.0882386790063718,21,NA
"hy","cv","Agriculture and vegetation",0.0882518333633907,18,0.272727272727273
"myv","he","Clothing and grooming",0.0882599190561611,19,NA
"az","cv","The physical world",0.0882833950648424,58,NA
"ps","sah","Animals",0.0883727520111307,43,NA
"pl","cv","Spatial relations",0.0883800915029026,70,NA
"br","uz","Agriculture and vegetation",0.0883806409374175,15,NA
"myv","br","Motion",0.0884202734338543,39,NA
"mrj","uk","The body",0.088424509908265,56,NA
"mrj","tr","The house",0.0884854801818317,12,NA
"mrj","sah","Spatial relations",0.0885010255856398,77,NA
"br","uz","The house",0.0885051731543305,13,NA
"mrj","cv","Food and drink",0.088520869976358,22,NA
"mhr","ps","Social and political relations",0.0885376066902061,7,NA
"ku","cy","Motion",0.0885527659241062,47,NA
"te","he","Cognition",0.088598029692966,26,NA
"cv","kn","Food and drink",0.088606521366124,27,NA
"ce","zh","Speech and language",0.0886082234700148,15,NA
"ga","ba","Possession",0.0886083107134259,31,0.515909090909091
"myv","de","Miscellaneous function words",0.0886286162015846,14,NA
"ps","eu","Agriculture and vegetation",0.0886336426323905,21,NA
"myv","ps","Emotions and values",0.0886378366658109,40,NA
"myv","cv","Kinship",0.0886561526544747,22,0.381785714285714
"mrj","myv","Motion",0.0886791054351546,32,NA
"ga","tt","Motion",0.0886867181261621,69,NA
"os","da","Clothing and grooming",0.0887011113215517,13,NA
"sl","cy","Social and political relations",0.0887314457000067,12,NA
"mhr","ja","Kinship",0.0887528406336333,4,0.445357142857143
"sl","is","Kinship",0.0888143791233553,18,NA
"myv","zh","Cognition",0.088839816534878,28,NA
"mrj","sl","Modern world",0.0888428950162787,8,NA
"ga","sah","Food and drink",0.0888724816655596,33,NA
"cv","eu","Quantity",0.0888971239602641,49,NA
"la","ce","Speech and language",0.0889038583624539,18,NA
"tt","cv","Emotions and values",0.0889232883259899,49,0.57
"it","cv","Emotions and values",0.0890210863021035,49,NA
"mrj","bn","Basic actions and technology",0.0890245897377693,38,NA
"mhr","be","The house",0.0890465075132534,1,0.349090909090909
"myv","tt","Social and political relations",0.0890976964203498,28,0.322692307692308
"mrj","no","Social and political relations",0.089105842730584,23,NA
"mhr","ro","Spatial relations",0.0891797907978524,12,NA
"ps","ga","Miscellaneous function words",0.089180254023948,16,NA
"da","cv","Agriculture and vegetation",0.0892006544564529,18,NA
"mrj","bg","Kinship",0.0892108534245799,27,NA
"bg","sl","Animals",0.0892226349264157,14,NA
"sl","ta","Social and political relations",0.0892426781869693,11,NA
"sah","te","Speech and language",0.089255580343041,19,NA
"mrj","ga","Basic actions and technology",0.0893257554600336,70,NA
"ku","ca","Clothing and grooming",0.0893259777246355,13,NA
"ku","ba","Possession",0.0893551559119683,22,NA
"mrj","lv","The physical world",0.0893703511685226,79,NA
"te","he","Speech and language",0.0893866122828188,21,NA
"mrj","bg","Agriculture and vegetation",0.0894039346767045,17,NA
"myv","pl","The house",0.0894310777321908,14,NA
"ku","cy","Clothing and grooming",0.0894503370246174,17,NA
"la","sah","Motion",0.0894702094975908,54,NA
"sl","cv","Possession",0.0894723942869458,4,NA
"myv","en","Miscellaneous function words",0.0895083081223776,13,NA
"ps","sah","Motion",0.0895086459993199,33,NA
"ga","kn","Basic actions and technology",0.0895090069561837,108,NA
"fa","cv","The house",0.0895209843545545,19,NA
"ga","cv","Food and drink",0.0895220528192685,32,NA
"ku","ce","Cognition",0.0895352470719124,16,NA
"sl","ja","Modern world",0.0895573602564382,10,NA
"os","sv","The house",0.0895825302034554,15,NA
"mrj","sv","Speech and language",0.0896046379522721,18,NA
"pt","cv","Agriculture and vegetation",0.0896136689031543,20,NA
"cv","eu","Emotions and values",0.08967405060126,49,NA
"myv","be","Clothing and grooming",0.0896763900452195,18,NA
"br","sah","Possession",0.0896866436062768,24,NA
"ba","sah","Cognition",0.0897073902955419,27,NA
"cy","cv","Quantity",0.0897207131801005,42,NA
"os","br","Basic actions and technology",0.0897321970714545,46,NA
"mhr","uk","Sense perception",0.0897335932060745,6,NA
"ps","os","Modern world",0.0897465783198102,25,NA
"myv","ta","Modern world",0.0897708268844012,15,NA
"sl","sah","Basic actions and technology",0.0897712565863271,17,NA
"mhr","mn","Miscellaneous function words",0.0898061839843364,6,NA
"ga","br","The house",0.0898076999234158,21,NA
"uz","ce","Social and political relations",0.0898161762988444,9,NA
"bg","cv","The physical world",0.0898221649898868,66,0.723333333333333
"br","te","Speech and language",0.0898231153850306,21,NA
"mhr","hy","Spatial relations",0.0899357808465134,10,NA
"ku","cv","Speech and language",0.0899430653198774,14,NA
"mrj","en","The body",0.0899479556549272,57,NA
"mhr","br","The house",0.0900014128209753,1,NA
"bn","os","Modern world",0.0900217471975853,21,NA
"myv","ga","Possession",0.0900512533672939,22,0.483636363636364
"cy","cv","The body",0.0900810483931051,75,NA
"fi","ps","Agriculture and vegetation",0.0900913673106921,24,NA
"ps","is","Animals",0.0901262371453683,44,NA
"ku","ca","Modern world",0.0901359874625573,21,NA
"la","ba","Basic actions and technology",0.0901473923798684,123,0.546666666666667
"ku","be","Clothing and grooming",0.0901642473677185,13,NA
"mhr","be","Possession",0.0902044950225903,1,0.390681818181818
"et","sah","Motion",0.0902116165164743,44,NA
"bn","sah","The house",0.0902260112804402,17,1
"la","kn","Agriculture and vegetation",0.090229500555486,20,NA
"ro","cv","Spatial relations",0.0902392403876764,72,NA
"mrj","no","Emotions and values",0.0902751859046416,31,NA
"cv","ce","Animals",0.0902899269080527,21,NA
"cv","kn","The house",0.0902961280737176,18,NA
"da","cv","Food and drink",0.0903416429496988,34,NA
"ku","he","Agriculture and vegetation",0.090369137535155,17,NA
"ps","cv","The body",0.0903773567630199,74,NA
"cv","kn","Time",0.0903890505438798,41,NA
"br","zh","Emotions and values",0.0903898329147136,43,NA
"mrj","tt","Motion",0.09041481494094,33,NA
"mrj","el","Social and political relations",0.0904211649303803,23,NA
"os","br","Emotions and values",0.0904906269840333,28,NA
"la","ml","Possession",0.0904932733888442,23,0.45
"ps","cv","Sense perception",0.0905048546440918,40,NA
"mrj","kn","Agriculture and vegetation",0.0905778645757678,15,NA
"mhr","ca","Sense perception",0.0905810435538551,6,NA
"os","ba","The house",0.0906083053217514,14,0.681818181818181
"sl","is","Food and drink",0.0906744149175611,11,NA
"ba","cv","Quantity",0.0907283336467348,46,NA
"ku","ce","The house",0.0907369009179645,11,NA
"ga","ba","Basic actions and technology",0.0907453490826525,116,0.553333333333334
"ku","kn","Motion",0.0907486501675694,40,NA
"mrj","ku","Agriculture and vegetation",0.0907868024560769,14,NA
"bn","br","The house",0.0908250769948239,18,NA
"sl","en","Social and political relations",0.0908320685295549,11,NA
"mrj","sah","Time",0.0908525669630639,53,NA
"mrj","az","Agriculture and vegetation",0.0908531576704749,16,NA
"br","te","Emotions and values",0.0909129842523663,34,NA
"mrj","zh","Spatial relations",0.0909192693264881,53,NA
"az","cv","Animals",0.0909284480927498,32,NA
"bn","cv","Modern world",0.0909607082252898,21,NA
"mrj","zh","The body",0.0909885546010906,59,NA
"myv","br","Social and political relations",0.0909992664327747,24,NA
"sq","cv","Possession",0.0910209487600162,33,0.522727272727273
"mrj","ro","Miscellaneous function words",0.0910508321431027,18,NA
"mrj","ca","Modern world",0.0910530920800715,20,NA
"hu","ce","Agriculture and vegetation",0.0910531263758845,15,NA
"ku","he","Miscellaneous function words",0.0910739195256222,10,NA
"ga","ce","Miscellaneous function words",0.0910776367414433,16,NA
"ba","he","Social and political relations",0.0911207627195249,33,0.616923076923077
"ps","tt","Agriculture and vegetation",0.0911214680414909,24,NA
"sl","uk","Social and political relations",0.0911564091607542,11,NA
"ku","he","Social and political relations",0.0911694986293895,22,NA
"mrj","ru","Kinship",0.0911812729600574,24,NA
"mrj","ar","Cognition",0.0911946859054,22,NA
"ps","cv","Speech and language",0.0912377495157536,15,NA
"et","cv","Modern world",0.0912433592191715,25,NA
"myv","cy","Basic actions and technology",0.091247797277755,93,NA
"mrj","ba","Motion",0.0912594096711123,34,NA
"no","sah","Motion",0.0912703023233492,42,NA
"az","ta","Motion",0.0912824075449127,37,NA
"mhr","os","Quantity",0.0912826444826022,10,NA
"sl","ka","Spatial relations",0.0913169261965756,44,NA
"myv","be","The body",0.0913297940916368,71,NA
"la","ba","Possession",0.0913653845513022,26,0.580454545454546
"mrj","cy","Spatial relations",0.091365943011408,58,NA
"bn","ku","The house",0.0913840784367783,16,NA
"mrj","sq","Possession",0.0913868620002153,24,NA
"hy","br","The house",0.091415328267709,19,NA
"myv","cy","The physical world",0.0914365259281417,62,NA
"fa","br","The house",0.0914590865926185,19,NA
"myv","os","The body",0.0914638051772851,48,NA
