"Var1","Var2","value","semantic_domain"
"Nuosu","Armenian",0.272727272727273,"Agriculture and vegetation"
"Japanese","Armenian",0.272727272727273,"Agriculture and vegetation"
"Tibetan","Armenian",0.272727272727273,"Agriculture and vegetation"
"Bengali","Armenian",0.363636363636363,"Agriculture and vegetation"
"Kashmiri","Armenian",0.454545454545454,"Agriculture and vegetation"
"Telugu","Armenian",0.0909090909090909,"Agriculture and vegetation"
"Tamil","Armenian",0.363636363636363,"Agriculture and vegetation"
"Malayalam","Armenian",0.272727272727273,"Agriculture and vegetation"
"Burmese","Armenian",0.363636363636363,"Agriculture and vegetation"
"Vietnamese","Armenian",0.454545454545454,"Agriculture and vegetation"
"Khmer","Armenian",0.545454545454546,"Agriculture and vegetation"
"Malay","Armenian",0.454545454545454,"Agriculture and vegetation"
"Thai","Armenian",0.454545454545454,"Agriculture and vegetation"
"Cebuano","Armenian",0.363636363636363,"Agriculture and vegetation"
"Banyumasan","Armenian",0.363636363636363,"Agriculture and vegetation"
"Minangkabau","Armenian",0.363636363636363,"Agriculture and vegetation"
"Chamorro","Armenian",0.454545454545454,"Agriculture and vegetation"
"Samoan","Armenian",0.818181818181818,"Agriculture and vegetation"
"Tongan","Armenian",0.818181818181818,"Agriculture and vegetation"
"Maori","Armenian",1,"Agriculture and vegetation"
"Hawaiian","Armenian",0.818181818181818,"Agriculture and vegetation"
"Inupiak","Armenian",1,"Agriculture and vegetation"
"Cheyenne","Armenian",0.818181818181818,"Agriculture and vegetation"
"Choctaw","Armenian",0.909090909090909,"Agriculture and vegetation"
"Muscogee","Armenian",0.909090909090909,"Agriculture and vegetation"
"Cherokee","Armenian",0.909090909090909,"Agriculture and vegetation"
"Navajo","Armenian",0.636363636363637,"Agriculture and vegetation"
"Haitian","Armenian",0.363636363636363,"Agriculture and vegetation"
"Aymara","Armenian",0.545454545454546,"Agriculture and vegetation"
"Guarani","Armenian",0.909090909090909,"Agriculture and vegetation"
"Herero","Kurdish (Sorani)",0.818181818181818,"Agriculture and vegetation"
"Zulu","Kurdish (Sorani)",0.454545454545454,"Agriculture and vegetation"
"Tswana","Kurdish (Sorani)",0.454545454545454,"Agriculture and vegetation"
"Ndonga","Kurdish (Sorani)",0.454545454545454,"Agriculture and vegetation"
"Swati","Kurdish (Sorani)",0.727272727272727,"Agriculture and vegetation"
"Tsonga","Kurdish (Sorani)",0.454545454545454,"Agriculture and vegetation"
"Venda","Kurdish (Sorani)",0.636363636363637,"Agriculture and vegetation"
"Kongo","Kurdish (Sorani)",0.909090909090909,"Agriculture and vegetation"
"Kikuyu","Kurdish (Sorani)",0.454545454545454,"Agriculture and vegetation"
"Luganda","Kurdish (Sorani)",0.545454545454546,"Agriculture and vegetation"
"Kinyarwanda","Kurdish (Sorani)",0.545454545454546,"Agriculture and vegetation"
"Kirundi","Kurdish (Sorani)",0.454545454545454,"Agriculture and vegetation"
"Igbo","Kurdish (Sorani)",0.727272727272727,"Agriculture and vegetation"
"Bambara","Kurdish (Sorani)",0.363636363636363,"Agriculture and vegetation"
"Amharic","Kurdish (Sorani)",0.272727272727273,"Agriculture and vegetation"
"Kanuri","Kurdish (Sorani)",0.454545454545454,"Agriculture and vegetation"
"Wolof","Kurdish (Sorani)",0.454545454545454,"Agriculture and vegetation"
"Egyptian Arabic","Kurdish (Sorani)",0.181818181818182,"Agriculture and vegetation"
"Kabyle","Kurdish (Sorani)",0.363636363636363,"Agriculture and vegetation"
"Neapolitan","Kurdish (Sorani)",0.272727272727273,"Agriculture and vegetation"
"Spanish","Kurdish (Sorani)",0.363636363636363,"Agriculture and vegetation"
"English","Kurdish (Sorani)",0.272727272727273,"Agriculture and vegetation"
"French","Kurdish (Sorani)",0.272727272727273,"Agriculture and vegetation"
"Dutch","Kurdish (Sorani)",0.272727272727273,"Agriculture and vegetation"
"Icelandic","Kurdish (Sorani)",0.545454545454546,"Agriculture and vegetation"
"Irish","Kurdish (Sorani)",0.363636363636363,"Agriculture and vegetation"
"Serbian","Kurdish (Sorani)",0.272727272727273,"Agriculture and vegetation"
"Russian","Kurdish (Sorani)",0.272727272727273,"Agriculture and vegetation"
"Bashkir","Kurdish (Sorani)",0.545454545454546,"Agriculture and vegetation"
"Chuvash","Kurdish (Sorani)",0.454545454545454,"Agriculture and vegetation"
"Erzya","Kurdish (Sorani)",0.363636363636363,"Agriculture and vegetation"
"Estonian","Kurdish (Sorani)",0.272727272727273,"Agriculture and vegetation"
"Gagauz","Kurdish (Sorani)",0.454545454545454,"Agriculture and vegetation"
"Latvian","Kurdish (Sorani)",0.272727272727273,"Agriculture and vegetation"
"Vepsian","Kurdish (Sorani)",0.454545454545454,"Agriculture and vegetation"
"Czech","Kurdish (Sorani)",0.363636363636363,"Agriculture and vegetation"
"Bulgarian","Kurdish (Sorani)",0.363636363636363,"Agriculture and vegetation"
"Lithuanian","Kurdish (Sorani)",0.0909090909090909,"Agriculture and vegetation"
"Kalmyk","Kurdish (Sorani)",0.545454545454546,"Agriculture and vegetation"
"Armenian","Kurdish (Sorani)",0.363636363636363,"Agriculture and vegetation"
"Kurdish (Sorani)","Kurdish (Sorani)",0,"Agriculture and vegetation"
"Abkhazian","Kurdish (Sorani)",0.545454545454546,"Agriculture and vegetation"
"Turkish","Kurdish (Sorani)",0.272727272727273,"Agriculture and vegetation"
"Hebrew","Kurdish (Sorani)",0.363636363636363,"Agriculture and vegetation"
"Eastern Punjabi","Kurdish (Sorani)",0.363636363636363,"Agriculture and vegetation"
"Kazakh","Kurdish (Sorani)",0.729090909090909,"Agriculture and vegetation"
"Sakha","Kurdish (Sorani)",0.636363636363637,"Agriculture and vegetation"
"Korean","Kurdish (Sorani)",0.363636363636363,"Agriculture and vegetation"
"Nuosu","Kurdish (Sorani)",0.545454545454546,"Agriculture and vegetation"
"Japanese","Kurdish (Sorani)",0.272727272727273,"Agriculture and vegetation"
"Tibetan","Kurdish (Sorani)",0.181818181818182,"Agriculture and vegetation"
"Bengali","Kurdish (Sorani)",0.272727272727273,"Agriculture and vegetation"
"Kashmiri","Kurdish (Sorani)",0.272727272727273,"Agriculture and vegetation"
"Telugu","Kurdish (Sorani)",0.272727272727273,"Agriculture and vegetation"
"Tamil","Kurdish (Sorani)",0.272727272727273,"Agriculture and vegetation"
"Malayalam","Kurdish (Sorani)",0.181818181818182,"Agriculture and vegetation"
"Burmese","Kurdish (Sorani)",0.363636363636363,"Agriculture and vegetation"
"Vietnamese","Kurdish (Sorani)",0.363636363636363,"Agriculture and vegetation"
"Khmer","Kurdish (Sorani)",0.454545454545454,"Agriculture and vegetation"
"Malay","Kurdish (Sorani)",0.363636363636363,"Agriculture and vegetation"
"Thai","Kurdish (Sorani)",0.272727272727273,"Agriculture and vegetation"
"Cebuano","Kurdish (Sorani)",0.363636363636363,"Agriculture and vegetation"
"Banyumasan","Kurdish (Sorani)",0.363636363636363,"Agriculture and vegetation"
"Minangkabau","Kurdish (Sorani)",0.272727272727273,"Agriculture and vegetation"
"Chamorro","Kurdish (Sorani)",0.454545454545454,"Agriculture and vegetation"
"Samoan","Kurdish (Sorani)",0.818181818181818,"Agriculture and vegetation"
"Tongan","Kurdish (Sorani)",0.818181818181818,"Agriculture and vegetation"
"Maori","Kurdish (Sorani)",1,"Agriculture and vegetation"
"Hawaiian","Kurdish (Sorani)",0.636363636363637,"Agriculture and vegetation"
"Inupiak","Kurdish (Sorani)",1,"Agriculture and vegetation"
"Cheyenne","Kurdish (Sorani)",0.909090909090909,"Agriculture and vegetation"
"Choctaw","Kurdish (Sorani)",0.909090909090909,"Agriculture and vegetation"
"Muscogee","Kurdish (Sorani)",0.909090909090909,"Agriculture and vegetation"
"Cherokee","Kurdish (Sorani)",0.818181818181818,"Agriculture and vegetation"
"Navajo","Kurdish (Sorani)",0.727272727272727,"Agriculture and vegetation"
"Haitian","Kurdish (Sorani)",0.545454545454546,"Agriculture and vegetation"
"Aymara","Kurdish (Sorani)",0.545454545454546,"Agriculture and vegetation"
"Guarani","Kurdish (Sorani)",0.818181818181818,"Agriculture and vegetation"
"Herero","Abkhazian",0.454545454545454,"Agriculture and vegetation"
"Zulu","Abkhazian",0.636363636363637,"Agriculture and vegetation"
"Tswana","Abkhazian",0.636363636363637,"Agriculture and vegetation"
"Ndonga","Abkhazian",0.727272727272727,"Agriculture and vegetation"
"Swati","Abkhazian",0.545454545454546,"Agriculture and vegetation"
"Tsonga","Abkhazian",0.727272727272727,"Agriculture and vegetation"
"Venda","Abkhazian",0.454545454545454,"Agriculture and vegetation"
"Kongo","Abkhazian",0.909090909090909,"Agriculture and vegetation"
"Kikuyu","Abkhazian",0.454545454545454,"Agriculture and vegetation"
"Luganda","Abkhazian",0.727272727272727,"Agriculture and vegetation"
"Kinyarwanda","Abkhazian",0.545454545454546,"Agriculture and vegetation"
"Kirundi","Abkhazian",0.636363636363637,"Agriculture and vegetation"
"Igbo","Abkhazian",0.727272727272727,"Agriculture and vegetation"
"Bambara","Abkhazian",0.545454545454546,"Agriculture and vegetation"
"Amharic","Abkhazian",0.454545454545454,"Agriculture and vegetation"
"Kanuri","Abkhazian",0.454545454545454,"Agriculture and vegetation"
"Wolof","Abkhazian",0.636363636363637,"Agriculture and vegetation"
"Egyptian Arabic","Abkhazian",0.545454545454546,"Agriculture and vegetation"
"Kabyle","Abkhazian",0.363636363636363,"Agriculture and vegetation"
"Neapolitan","Abkhazian",0.454545454545454,"Agriculture and vegetation"
"Spanish","Abkhazian",0.363636363636363,"Agriculture and vegetation"
"English","Abkhazian",0.454545454545454,"Agriculture and vegetation"
"French","Abkhazian",0.454545454545454,"Agriculture and vegetation"
"Dutch","Abkhazian",0.454545454545454,"Agriculture and vegetation"
"Icelandic","Abkhazian",0.636363636363637,"Agriculture and vegetation"
"Irish","Abkhazian",0.545454545454546,"Agriculture and vegetation"
"Serbian","Abkhazian",0.363636363636363,"Agriculture and vegetation"
"Russian","Abkhazian",0.454545454545454,"Agriculture and vegetation"
"Bashkir","Abkhazian",0.545454545454546,"Agriculture and vegetation"
"Chuvash","Abkhazian",0.454545454545454,"Agriculture and vegetation"
"Erzya","Abkhazian",0.363636363636363,"Agriculture and vegetation"
"Estonian","Abkhazian",0.454545454545454,"Agriculture and vegetation"
"Gagauz","Abkhazian",0.454545454545454,"Agriculture and vegetation"
"Latvian","Abkhazian",0.454545454545454,"Agriculture and vegetation"
"Vepsian","Abkhazian",0.454545454545454,"Agriculture and vegetation"
"Czech","Abkhazian",0.363636363636363,"Agriculture and vegetation"
"Bulgarian","Abkhazian",0.363636363636363,"Agriculture and vegetation"
"Lithuanian","Abkhazian",0.454545454545454,"Agriculture and vegetation"
"Kalmyk","Abkhazian",0.636363636363637,"Agriculture and vegetation"
"Armenian","Abkhazian",0.363636363636363,"Agriculture and vegetation"
"Kurdish (Sorani)","Abkhazian",0.545454545454546,"Agriculture and vegetation"
"Abkhazian","Abkhazian",0,"Agriculture and vegetation"
"Turkish","Abkhazian",0.363636363636363,"Agriculture and vegetation"
"Hebrew","Abkhazian",0.545454545454546,"Agriculture and vegetation"
"Eastern Punjabi","Abkhazian",0.363636363636363,"Agriculture and vegetation"
"Kazakh","Abkhazian",0.638181818181818,"Agriculture and vegetation"
"Sakha","Abkhazian",0.545454545454546,"Agriculture and vegetation"
"Korean","Abkhazian",0.636363636363637,"Agriculture and vegetation"
"Nuosu","Abkhazian",0.545454545454546,"Agriculture and vegetation"
"Japanese","Abkhazian",0.454545454545454,"Agriculture and vegetation"
"Tibetan","Abkhazian",0.454545454545454,"Agriculture and vegetation"
"Bengali","Abkhazian",0.545454545454546,"Agriculture and vegetation"
"Kashmiri","Abkhazian",0.454545454545454,"Agriculture and vegetation"
"Telugu","Abkhazian",0.454545454545454,"Agriculture and vegetation"
"Tamil","Abkhazian",0.545454545454546,"Agriculture and vegetation"
"Malayalam","Abkhazian",0.545454545454546,"Agriculture and vegetation"
"Burmese","Abkhazian",0.545454545454546,"Agriculture and vegetation"
"Vietnamese","Abkhazian",0.636363636363637,"Agriculture and vegetation"
"Khmer","Abkhazian",0.545454545454546,"Agriculture and vegetation"
"Malay","Abkhazian",0.636363636363637,"Agriculture and vegetation"
"Thai","Abkhazian",0.636363636363637,"Agriculture and vegetation"
"Cebuano","Abkhazian",0.636363636363637,"Agriculture and vegetation"
"Banyumasan","Abkhazian",0.545454545454546,"Agriculture and vegetation"
"Minangkabau","Abkhazian",0.636363636363637,"Agriculture and vegetation"
"Chamorro","Abkhazian",0.636363636363637,"Agriculture and vegetation"
"Samoan","Abkhazian",0.909090909090909,"Agriculture and vegetation"
"Tongan","Abkhazian",0.909090909090909,"Agriculture and vegetation"
"Maori","Abkhazian",1,"Agriculture and vegetation"
"Hawaiian","Abkhazian",0.818181818181818,"Agriculture and vegetation"
"Inupiak","Abkhazian",0.909090909090909,"Agriculture and vegetation"
"Cheyenne","Abkhazian",0.818181818181818,"Agriculture and vegetation"
"Choctaw","Abkhazian",0.909090909090909,"Agriculture and vegetation"
"Muscogee","Abkhazian",0.909090909090909,"Agriculture and vegetation"
"Cherokee","Abkhazian",0.818181818181818,"Agriculture and vegetation"
"Navajo","Abkhazian",0.818181818181818,"Agriculture and vegetation"
"Haitian","Abkhazian",0.545454545454546,"Agriculture and vegetation"
"Aymara","Abkhazian",0.727272727272727,"Agriculture and vegetation"
"Guarani","Abkhazian",0.818181818181818,"Agriculture and vegetation"
"Herero","Turkish",0.727272727272727,"Agriculture and vegetation"
"Zulu","Turkish",0.454545454545454,"Agriculture and vegetation"
"Tswana","Turkish",0.454545454545454,"Agriculture and vegetation"
"Ndonga","Turkish",0.636363636363637,"Agriculture and vegetation"
"Swati","Turkish",0.545454545454546,"Agriculture and vegetation"
"Tsonga","Turkish",0.636363636363637,"Agriculture and vegetation"
"Venda","Turkish",0.363636363636363,"Agriculture and vegetation"
"Kongo","Turkish",0.909090909090909,"Agriculture and vegetation"
"Kikuyu","Turkish",0.272727272727273,"Agriculture and vegetation"
"Luganda","Turkish",0.545454545454546,"Agriculture and vegetation"
"Kinyarwanda","Turkish",0.272727272727273,"Agriculture and vegetation"
"Kirundi","Turkish",0.363636363636363,"Agriculture and vegetation"
"Igbo","Turkish",0.636363636363637,"Agriculture and vegetation"
"Bambara","Turkish",0.454545454545454,"Agriculture and vegetation"
"Amharic","Turkish",0.181818181818182,"Agriculture and vegetation"
"Kanuri","Turkish",0.363636363636363,"Agriculture and vegetation"
"Wolof","Turkish",0.454545454545454,"Agriculture and vegetation"
"Egyptian Arabic","Turkish",0.272727272727273,"Agriculture and vegetation"
"Kabyle","Turkish",0.181818181818182,"Agriculture and vegetation"
"Neapolitan","Turkish",0.272727272727273,"Agriculture and vegetation"
"Spanish","Turkish",0.181818181818182,"Agriculture and vegetation"
"English","Turkish",0.181818181818182,"Agriculture and vegetation"
"French","Turkish",0.272727272727273,"Agriculture and vegetation"
"Dutch","Turkish",0.181818181818182,"Agriculture and vegetation"
"Icelandic","Turkish",0.545454545454546,"Agriculture and vegetation"
"Irish","Turkish",0.272727272727273,"Agriculture and vegetation"
"Serbian","Turkish",0,"Agriculture and vegetation"
"Russian","Turkish",0.272727272727273,"Agriculture and vegetation"
"Bashkir","Turkish",0.454545454545454,"Agriculture and vegetation"
"Chuvash","Turkish",0.272727272727273,"Agriculture and vegetation"
"Erzya","Turkish",0.181818181818182,"Agriculture and vegetation"
"Estonian","Turkish",0.181818181818182,"Agriculture and vegetation"
"Gagauz","Turkish",0.272727272727273,"Agriculture and vegetation"
"Latvian","Turkish",0.272727272727273,"Agriculture and vegetation"
"Vepsian","Turkish",0.454545454545454,"Agriculture and vegetation"
"Czech","Turkish",0.181818181818182,"Agriculture and vegetation"
"Bulgarian","Turkish",0.181818181818182,"Agriculture and vegetation"
"Lithuanian","Turkish",0.181818181818182,"Agriculture and vegetation"
"Kalmyk","Turkish",0.636363636363637,"Agriculture and vegetation"
"Armenian","Turkish",0.181818181818182,"Agriculture and vegetation"
"Kurdish (Sorani)","Turkish",0.272727272727273,"Agriculture and vegetation"
"Abkhazian","Turkish",0.363636363636363,"Agriculture and vegetation"
"Turkish","Turkish",0,"Agriculture and vegetation"
"Hebrew","Turkish",0.363636363636363,"Agriculture and vegetation"
"Eastern Punjabi","Turkish",0.181818181818182,"Agriculture and vegetation"
"Kazakh","Turkish",0.638181818181818,"Agriculture and vegetation"
"Sakha","Turkish",0.636363636363637,"Agriculture and vegetation"
"Korean","Turkish",0.363636363636363,"Agriculture and vegetation"
"Nuosu","Turkish",0.272727272727273,"Agriculture and vegetation"
"Japanese","Turkish",0.272727272727273,"Agriculture and vegetation"
"Tibetan","Turkish",0.0909090909090909,"Agriculture and vegetation"
"Bengali","Turkish",0.272727272727273,"Agriculture and vegetation"
"Kashmiri","Turkish",0.363636363636363,"Agriculture and vegetation"
"Telugu","Turkish",0.272727272727273,"Agriculture and vegetation"
"Tamil","Turkish",0.272727272727273,"Agriculture and vegetation"
"Malayalam","Turkish",0.272727272727273,"Agriculture and vegetation"
"Burmese","Turkish",0.363636363636363,"Agriculture and vegetation"
"Vietnamese","Turkish",0.363636363636363,"Agriculture and vegetation"
"Khmer","Turkish",0.454545454545454,"Agriculture and vegetation"
"Malay","Turkish",0.363636363636363,"Agriculture and vegetation"
"Thai","Turkish",0.454545454545454,"Agriculture and vegetation"
"Cebuano","Turkish",0.454545454545454,"Agriculture and vegetation"
"Banyumasan","Turkish",0.363636363636363,"Agriculture and vegetation"
"Minangkabau","Turkish",0.454545454545454,"Agriculture and vegetation"
"Chamorro","Turkish",0.545454545454546,"Agriculture and vegetation"
"Samoan","Turkish",0.727272727272727,"Agriculture and vegetation"
"Tongan","Turkish",0.727272727272727,"Agriculture and vegetation"
"Maori","Turkish",1,"Agriculture and vegetation"
"Hawaiian","Turkish",0.818181818181818,"Agriculture and vegetation"
"Inupiak","Turkish",1,"Agriculture and vegetation"
"Cheyenne","Turkish",0.818181818181818,"Agriculture and vegetation"
"Choctaw","Turkish",0.909090909090909,"Agriculture and vegetation"
"Muscogee","Turkish",0.909090909090909,"Agriculture and vegetation"
"Cherokee","Turkish",0.909090909090909,"Agriculture and vegetation"
"Navajo","Turkish",0.727272727272727,"Agriculture and vegetation"
"Haitian","Turkish",0.363636363636363,"Agriculture and vegetation"
"Aymara","Turkish",0.545454545454546,"Agriculture and vegetation"
"Guarani","Turkish",0.909090909090909,"Agriculture and vegetation"
"Herero","Hebrew",0.818181818181818,"Agriculture and vegetation"
"Zulu","Hebrew",0.636363636363637,"Agriculture and vegetation"
"Tswana","Hebrew",0.636363636363637,"Agriculture and vegetation"
"Ndonga","Hebrew",0.454545454545454,"Agriculture and vegetation"
"Swati","Hebrew",0.727272727272727,"Agriculture and vegetation"
"Tsonga","Hebrew",0.454545454545454,"Agriculture and vegetation"
"Venda","Hebrew",0.545454545454546,"Agriculture and vegetation"
"Kongo","Hebrew",0.909090909090909,"Agriculture and vegetation"
"Kikuyu","Hebrew",0.363636363636363,"Agriculture and vegetation"
"Luganda","Hebrew",0.454545454545454,"Agriculture and vegetation"
"Kinyarwanda","Hebrew",0.363636363636363,"Agriculture and vegetation"
"Kirundi","Hebrew",0.363636363636363,"Agriculture and vegetation"
"Igbo","Hebrew",0.818181818181818,"Agriculture and vegetation"
"Bambara","Hebrew",0.454545454545454,"Agriculture and vegetation"
"Amharic","Hebrew",0.181818181818182,"Agriculture and vegetation"
"Kanuri","Hebrew",0.454545454545454,"Agriculture and vegetation"
"Wolof","Hebrew",0.454545454545454,"Agriculture and vegetation"
"Egyptian Arabic","Hebrew",0.272727272727273,"Agriculture and vegetation"
"Kabyle","Hebrew",0.272727272727273,"Agriculture and vegetation"
"Neapolitan","Hebrew",0.272727272727273,"Agriculture and vegetation"
"Spanish","Hebrew",0.272727272727273,"Agriculture and vegetation"
"English","Hebrew",0.181818181818182,"Agriculture and vegetation"
"French","Hebrew",0.272727272727273,"Agriculture and vegetation"
"Dutch","Hebrew",0.181818181818182,"Agriculture and vegetation"
"Icelandic","Hebrew",0.545454545454546,"Agriculture and vegetation"
"Irish","Hebrew",0.454545454545454,"Agriculture and vegetation"
"Serbian","Hebrew",0.363636363636363,"Agriculture and vegetation"
"Russian","Hebrew",0.363636363636363,"Agriculture and vegetation"
"Bashkir","Hebrew",0.636363636363637,"Agriculture and vegetation"
"Chuvash","Hebrew",0.454545454545454,"Agriculture and vegetation"
"Erzya","Hebrew",0.363636363636363,"Agriculture and vegetation"
"Estonian","Hebrew",0.181818181818182,"Agriculture and vegetation"
"Gagauz","Hebrew",0.363636363636363,"Agriculture and vegetation"
"Latvian","Hebrew",0.272727272727273,"Agriculture and vegetation"
"Vepsian","Hebrew",0.363636363636363,"Agriculture and vegetation"
"Czech","Hebrew",0.272727272727273,"Agriculture and vegetation"
"Bulgarian","Hebrew",0.363636363636363,"Agriculture and vegetation"
"Lithuanian","Hebrew",0.272727272727273,"Agriculture and vegetation"
"Kalmyk","Hebrew",0.545454545454546,"Agriculture and vegetation"
"Armenian","Hebrew",0.272727272727273,"Agriculture and vegetation"
"Kurdish (Sorani)","Hebrew",0.363636363636363,"Agriculture and vegetation"
"Abkhazian","Hebrew",0.545454545454546,"Agriculture and vegetation"
"Turkish","Hebrew",0.363636363636363,"Agriculture and vegetation"
"Hebrew","Hebrew",0,"Agriculture and vegetation"
"Eastern Punjabi","Hebrew",0.363636363636363,"Agriculture and vegetation"
"Kazakh","Hebrew",0.729090909090909,"Agriculture and vegetation"
"Sakha","Hebrew",0.636363636363637,"Agriculture and vegetation"
"Korean","Hebrew",0.545454545454546,"Agriculture and vegetation"
"Nuosu","Hebrew",0.363636363636363,"Agriculture and vegetation"
"Japanese","Hebrew",0.454545454545454,"Agriculture and vegetation"
"Tibetan","Hebrew",0.454545454545454,"Agriculture and vegetation"
"Bengali","Hebrew",0.454545454545454,"Agriculture and vegetation"
"Kashmiri","Hebrew",0.454545454545454,"Agriculture and vegetation"
"Telugu","Hebrew",0.363636363636363,"Agriculture and vegetation"
"Tamil","Hebrew",0.454545454545454,"Agriculture and vegetation"
"Malayalam","Hebrew",0.272727272727273,"Agriculture and vegetation"
"Burmese","Hebrew",0.545454545454546,"Agriculture and vegetation"
"Vietnamese","Hebrew",0.545454545454546,"Agriculture and vegetation"
"Khmer","Hebrew",0.636363636363637,"Agriculture and vegetation"
"Malay","Hebrew",0.545454545454546,"Agriculture and vegetation"
"Thai","Hebrew",0.454545454545454,"Agriculture and vegetation"
"Cebuano","Hebrew",0.545454545454546,"Agriculture and vegetation"
"Banyumasan","Hebrew",0.545454545454546,"Agriculture and vegetation"
"Minangkabau","Hebrew",0.454545454545454,"Agriculture and vegetation"
"Chamorro","Hebrew",0.545454545454546,"Agriculture and vegetation"
"Samoan","Hebrew",0.909090909090909,"Agriculture and vegetation"
"Tongan","Hebrew",0.909090909090909,"Agriculture and vegetation"
"Maori","Hebrew",0.909090909090909,"Agriculture and vegetation"
"Hawaiian","Hebrew",0.909090909090909,"Agriculture and vegetation"
"Inupiak","Hebrew",1,"Agriculture and vegetation"
"Cheyenne","Hebrew",0.909090909090909,"Agriculture and vegetation"
"Choctaw","Hebrew",0.727272727272727,"Agriculture and vegetation"
"Muscogee","Hebrew",0.727272727272727,"Agriculture and vegetation"
"Cherokee","Hebrew",0.818181818181818,"Agriculture and vegetation"
"Navajo","Hebrew",0.636363636363637,"Agriculture and vegetation"
"Haitian","Hebrew",0.545454545454546,"Agriculture and vegetation"
"Aymara","Hebrew",0.545454545454546,"Agriculture and vegetation"
"Guarani","Hebrew",0.909090909090909,"Agriculture and vegetation"
"Herero","Eastern Punjabi",0.727272727272727,"Agriculture and vegetation"
"Zulu","Eastern Punjabi",0.545454545454546,"Agriculture and vegetation"
"Tswana","Eastern Punjabi",0.545454545454546,"Agriculture and vegetation"
"Ndonga","Eastern Punjabi",0.636363636363637,"Agriculture and vegetation"
"Swati","Eastern Punjabi",0.545454545454546,"Agriculture and vegetation"
"Tsonga","Eastern Punjabi",0.636363636363637,"Agriculture and vegetation"
"Venda","Eastern Punjabi",0.363636363636363,"Agriculture and vegetation"
"Kongo","Eastern Punjabi",1,"Agriculture and vegetation"
"Kikuyu","Eastern Punjabi",0.272727272727273,"Agriculture and vegetation"
"Luganda","Eastern Punjabi",0.545454545454546,"Agriculture and vegetation"
"Kinyarwanda","Eastern Punjabi",0.363636363636363,"Agriculture and vegetation"
"Kirundi","Eastern Punjabi",0.454545454545454,"Agriculture and vegetation"
"Igbo","Eastern Punjabi",0.636363636363637,"Agriculture and vegetation"
"Bambara","Eastern Punjabi",0.363636363636363,"Agriculture and vegetation"
"Amharic","Eastern Punjabi",0.272727272727273,"Agriculture and vegetation"
"Kanuri","Eastern Punjabi",0.363636363636363,"Agriculture and vegetation"
"Wolof","Eastern Punjabi",0.545454545454546,"Agriculture and vegetation"
"Egyptian Arabic","Eastern Punjabi",0.363636363636363,"Agriculture and vegetation"
"Kabyle","Eastern Punjabi",0.181818181818182,"Agriculture and vegetation"
"Neapolitan","Eastern Punjabi",0.181818181818182,"Agriculture and vegetation"
"Spanish","Eastern Punjabi",0.181818181818182,"Agriculture and vegetation"
"English","Eastern Punjabi",0.272727272727273,"Agriculture and vegetation"
"French","Eastern Punjabi",0.181818181818182,"Agriculture and vegetation"
"Dutch","Eastern Punjabi",0.272727272727273,"Agriculture and vegetation"
"Icelandic","Eastern Punjabi",0.636363636363637,"Agriculture and vegetation"
"Irish","Eastern Punjabi",0.363636363636363,"Agriculture and vegetation"
"Serbian","Eastern Punjabi",0.181818181818182,"Agriculture and vegetation"
"Russian","Eastern Punjabi",0.272727272727273,"Agriculture and vegetation"
"Bashkir","Eastern Punjabi",0.454545454545454,"Agriculture and vegetation"
"Chuvash","Eastern Punjabi",0.272727272727273,"Agriculture and vegetation"
"Erzya","Eastern Punjabi",0,"Agriculture and vegetation"
"Estonian","Eastern Punjabi",0.272727272727273,"Agriculture and vegetation"
"Gagauz","Eastern Punjabi",0.272727272727273,"Agriculture and vegetation"
"Latvian","Eastern Punjabi",0.181818181818182,"Agriculture and vegetation"
"Vepsian","Eastern Punjabi",0.363636363636363,"Agriculture and vegetation"
"Czech","Eastern Punjabi",0.181818181818182,"Agriculture and vegetation"
"Bulgarian","Eastern Punjabi",0,"Agriculture and vegetation"
"Lithuanian","Eastern Punjabi",0.272727272727273,"Agriculture and vegetation"
"Kalmyk","Eastern Punjabi",0.636363636363637,"Agriculture and vegetation"
"Armenian","Eastern Punjabi",0.181818181818182,"Agriculture and vegetation"
"Kurdish (Sorani)","Eastern Punjabi",0.363636363636363,"Agriculture and vegetation"
"Abkhazian","Eastern Punjabi",0.363636363636363,"Agriculture and vegetation"
"Turkish","Eastern Punjabi",0.181818181818182,"Agriculture and vegetation"
"Hebrew","Eastern Punjabi",0.363636363636363,"Agriculture and vegetation"
"Eastern Punjabi","Eastern Punjabi",0,"Agriculture and vegetation"
"Kazakh","Eastern Punjabi",0.638181818181818,"Agriculture and vegetation"
"Sakha","Eastern Punjabi",0.727272727272727,"Agriculture and vegetation"
"Korean","Eastern Punjabi",0.363636363636363,"Agriculture and vegetation"
"Nuosu","Eastern Punjabi",0.363636363636363,"Agriculture and vegetation"
"Japanese","Eastern Punjabi",0.272727272727273,"Agriculture and vegetation"
"Tibetan","Eastern Punjabi",0.272727272727273,"Agriculture and vegetation"
"Bengali","Eastern Punjabi",0.272727272727273,"Agriculture and vegetation"
"Kashmiri","Eastern Punjabi",0.363636363636363,"Agriculture and vegetation"
"Telugu","Eastern Punjabi",0.272727272727273,"Agriculture and vegetation"
"Tamil","Eastern Punjabi",0.272727272727273,"Agriculture and vegetation"
"Malayalam","Eastern Punjabi",0.363636363636363,"Agriculture and vegetation"
