"l1","l2","imputed_semantic_domain","local_alignment","comparison_count","cult.dist"
"et","hu","Agriculture and vegetation",0.149408126364629,25,0.181818181818182
"hu","da","Modern world",0.149413320939591,32,NA
"no","eu","The physical world",0.149420017915805,77,NA
"lt","ca","Basic actions and technology",0.149426842377163,127,NA
"fi","sk","Agriculture and vegetation",0.149444097323525,26,NA
"ru","sv","Modern world",0.149447755289825,30,NA
"ko","he","Possession",0.149486242754243,10,0.5
"no","fr","Modern world",0.149513681682472,35,NA
"uk","de","Modern world",0.149542905358668,4,NA
"uk","ro","Speech and language",0.149548120447917,31,NA
"el","ca","Animals",0.149577807896772,34,NA
"hy","lt","Social and political relations",0.149610675580515,9,0.39
"is","no","The house",0.149627901869857,22,NA
"hr","it","Agriculture and vegetation",0.149638791375046,26,NA
"sk","ca","Social and political relations",0.149645731547727,38,NA
"fi","ko","The physical world",0.149688987936539,57,NA
"pl","lt","The house",0.149689464198642,25,NA
"is","es","The physical world",0.149698860029148,75,0.413333333333333
"es","ko","The body",0.149751136142113,71,NA
"lv","en","Clothing and grooming",0.149800775123757,14,NA
"no","fr","Agriculture and vegetation",0.14981414805231,25,NA
"ko","he","Time",0.149824404845926,30,NA
"hr","lt","The body",0.149860693250517,97,NA
"is","tr","Food and drink",0.149900717154122,33,NA
"bg","br","Cognition",0.149906400060767,18,NA
"eu","ar","Animals",0.149923729097571,39,NA
"sv","eu","The house",0.149977373912969,18,NA
"de","ca","The body",0.15000329273404,18,NA
"nl","he","Modern world",0.150004138855423,36,NA
"sq","tr","Modern world",0.150026842764293,36,NA
"en","eu","Basic actions and technology",0.150026907164003,98,NA
"is","he","Possession",0.150068690258645,29,0.501590909090909
"lv","ar","Possession",0.150073166897266,8,NA
"pt","ja","Food and drink",0.150081717578986,26,NA
"ca","it","The body",0.15011989380667,85,NA
"el","eu","Possession",0.150120694023893,31,NA
"lv","eu","Emotions and values",0.150145614472732,38,NA
"da","nl","Modern world",0.15014910848719,34,NA
"bg","uk","Modern world",0.150157997795727,34,NA
"fi","it","Agriculture and vegetation",0.150160287667216,22,NA
"lv","uk","Sense perception",0.15017239995952,31,NA
"sq","tr","Agriculture and vegetation",0.150213239882087,22,0
"sq","de","Agriculture and vegetation",0.150218968784961,2,NA
"hy","ru","Modern world",0.150270328791214,2,NA
"ja","ar","Quantity",0.150304177009262,16,NA
"uk","fr","Modern world",0.150371282140626,35,NA
"lv","uk","Speech and language",0.150385126251293,12,NA
"et","ca","Motion",0.150395157831732,59,NA
"sv","ca","Speech and language",0.150412561246609,22,NA
"en","ca","Social and political relations",0.150426855253567,30,NA
"fa","ca","The body",0.150429500852401,89,NA
"lv","fr","Modern world",0.150441075928074,33,NA
"eu","he","Sense perception",0.15048313546775,42,NA
"pl","ko","The body",0.150492925005823,70,NA
"lv","is","Spatial relations",0.150548688447634,50,NA
"is","tr","The body",0.150560275890183,86,NA
"is","no","Animals",0.150595875862731,38,NA
"sk","ja","Kinship",0.150611346911741,44,NA
"no","es","Agriculture and vegetation",0.150659830636097,27,NA
"fr","ja","Time",0.150690675128873,55,NA
"hu","ko","The physical world",0.15070402489903,57,0.428333333333333
"sq","sv","Possession",0.150739994674065,36,NA
"bg","ja","Cognition",0.150753435389054,24,NA
"da","ca","Social and political relations",0.150775825392297,33,NA
"sq","pt","Modern world",0.150783615441285,36,NA
"lt","it","The physical world",0.150788393361693,86,NA
"fi","eu","Animals",0.150795419340172,39,NA
"sk","is","Clothing and grooming",0.150799685636379,26,NA
"pt","eu","Speech and language",0.15081333192303,22,NA
"sk","de","Animals",0.150818399137291,3,NA
"hu","ja","The body",0.150834411213349,62,NA
"el","ko","Basic actions and technology",0.150836693785048,37,0.564166666666667
"it","eu","Miscellaneous function words",0.150840047588285,21,NA
"es","ko","Clothing and grooming",0.151002487186064,15,NA
"el","lt","Food and drink",0.151035967040704,37,NA
"uk","it","Possession",0.151074295455686,27,NA
"lv","bg","The body",0.151077482466801,78,NA
"cs","is","Clothing and grooming",0.151109356977146,24,NA
"fr","eu","Basic actions and technology",0.15112617319771,116,NA
"cs","ja","Basic actions and technology",0.151137047546148,38,0.570833333333334
"ro","eu","The house",0.151172041902796,19,NA
"pl","br","Motion",0.151247582787785,31,NA
"uk","da","The body",0.151289272136882,81,NA
"is","ro","Emotions and values",0.151312079947192,75,NA
"et","uk","The body",0.151330906321953,88,NA
"is","nl","The body",0.151340357154636,88,NA
"sq","he","The physical world",0.151341845884015,76,0.59
"lv","pl","Modern world",0.151342669033774,31,NA
"is","pt","Food and drink",0.151343214836798,34,NA
"ca","he","Spatial relations",0.151373798136236,76,NA
"ca","ro","Modern world",0.151385486057054,37,NA
"fr","eu","Spatial relations",0.151397854176947,89,NA
"lv","hu","The body",0.151443882181151,75,NA
"el","lt","Modern world",0.151458881378174,32,NA
"fi","is","The body",0.151475048870135,94,NA
"en","ca","Clothing and grooming",0.151606928341934,22,NA
"is","no","Basic actions and technology",0.151610873833178,137,NA
"uk","it","Emotions and values",0.151653056515509,54,NA
"sq","da","The body",0.151673348235946,96,NA
"uk","da","Speech and language",0.151675513234382,26,NA
"fa","is","The house",0.151676716277586,21,NA
"sq","pl","Modern world",0.151718682436436,34,NA
"lv","bg","Modern world",0.151720091691212,33,NA
"ru","ko","Cognition",0.151723507143477,14,NA
"sv","it","The house",0.151727446914968,22,NA
"pt","ja","Quantity",0.151735382433671,17,NA
"lv","ru","Clothing and grooming",0.151755199890834,14,NA
"is","ro","Possession",0.151808116823557,42,NA
"et","is","The body",0.151831472914492,87,NA
"lt","fr","Modern world",0.151868497628617,42,NA
"sq","ro","The house",0.151899354528212,24,NA
"uk","es","The body",0.151904292887444,90,NA
"fr","ko","Clothing and grooming",0.151910360584293,19,NA
"fi","is","Clothing and grooming",0.151917752805467,25,NA
"hu","ko","Sense perception",0.151928533063422,42,NA
"lv","cs","Food and drink",0.151952246010955,29,NA
"ko","ar","Emotions and values",0.151958753841478,28,NA
"lt","ko","Cognition",0.151965376060632,12,NA
"es","ja","The body",0.151965816169756,59,NA
"ru","nl","Modern world",0.151972557399713,34,NA
"sk","ca","Possession",0.151983857140735,29,NA
"en","ja","Animals",0.151986931629892,16,NA
"sk","ko","Miscellaneous function words",0.152003682511905,13,NA
"uk","ar","Social and political relations",0.152010599923239,32,NA
"et","da","The house",0.152054583698907,20,NA
"bg","da","Agriculture and vegetation",0.152066502618268,23,NA
"ca","he","Motion",0.152082285101147,65,NA
"de","eu","Basic actions and technology",0.152091025101338,71,NA
"lv","ro","Spatial relations",0.152120613784354,58,NA
"lv","cs","Animals",0.152175023998752,33,NA
"el","ko","Miscellaneous function words",0.15219253008994,10,NA
"is","eu","The house",0.152233729537476,19,NA
"tr","ko","The body",0.152235036951676,67,NA
"no","eu","Emotions and values",0.152253367874343,49,NA
"lv","lt","Modern world",0.152311892376677,35,NA
"el","ca","Social and political relations",0.152349521136083,32,NA
"uk","ca","Sense perception",0.152388428521051,35,NA
"en","ca","Spatial relations",0.152393908081901,72,NA
"sq","nl","Social and political relations",0.152454677799954,39,0.535000000000001
"lv","ko","Time",0.152467946217936,35,NA
"hr","es","Agriculture and vegetation",0.152484921232429,33,NA
"hy","fr","Quantity",0.152509806429894,12,NA
"sv","ja","Kinship",0.152510814158739,32,NA
"en","ko","Miscellaneous function words",0.152534602706863,9,NA
"sq","no","The body",0.152552500629863,103,NA
"sq","sv","Clothing and grooming",0.152566614815112,27,NA
"el","is","Speech and language",0.152588044200553,28,NA
"uk","ar","Basic actions and technology",0.152594240656341,104,NA
"sk","ja","Time",0.152654471766828,58,NA
"et","ca","Emotions and values",0.152672152262155,53,NA
"sq","uk","Sense perception",0.152690203080567,36,NA
"uk","nl","Possession",0.152708240411725,30,0.380681818181818
"bg","fr","Agriculture and vegetation",0.152721842202408,23,0.181818181818182
"lt","ja","Speech and language",0.152729772534645,14,NA
"nl","eu","Sense perception",0.152741415126465,51,NA
"lv","lt","The physical world",0.15274392801433,58,0.453333333333333
"is","no","Motion",0.152762827452206,62,NA
"da","it","Agriculture and vegetation",0.152779558307638,21,NA
"lv","hu","Basic actions and technology",0.152790379800172,54,0.590833333333334
"fi","ca","Motion",0.152828257664853,72,NA
"lv","uk","Basic actions and technology",0.152845832523778,45,0.493333333333333
"hu","ja","Basic actions and technology",0.152891349388571,44,0.481666666666667
"it","ko","Miscellaneous function words",0.152905829088074,13,NA
"cs","is","The body",0.152971528351928,80,NA
"uk","ko","Speech and language",0.153013692023726,13,NA
"hu","uk","Clothing and grooming",0.153016312382515,24,NA
"is","no","Emotions and values",0.153045033110814,59,NA
"nl","ca","Spatial relations",0.153068812827101,91,NA
"pt","eu","The house",0.153082932700744,20,NA
"lv","hr","Basic actions and technology",0.153106433614017,55,NA
"no","ka","Modern world",0.153167017340364,1,NA
"fi","is","Motion",0.153178096676824,77,NA
"hy","cs","Quantity",0.153210305466594,12,NA
"et","lv","Speech and language",0.153235296287158,11,NA
"ru","is","Basic actions and technology",0.153259671854757,129,0.665833333333334
"br","tr","Possession",0.153267899982985,17,NA
"no","he","Speech and language",0.153286141132929,24,NA
"ca","pt","Modern world",0.153293001892019,30,NA
"et","ja","Basic actions and technology",0.153296508528212,40,0.67
"cs","uk","Agriculture and vegetation",0.15335503448552,19,0.181818181818182
"lv","cs","The physical world",0.153374764911104,62,0.525
"lv","nl","Motion",0.153377423491503,8,NA
"sq","is","Spatial relations",0.15339031700429,75,NA
"pl","ca","The body",0.153455852974653,88,NA
"eu","he","The physical world",0.153472979746887,73,NA
"lv","hu","Possession",0.153475912344761,9,0.426818181818181
"ca","ro","Social and political relations",0.15350455229795,41,NA
"lv","da","Cognition",0.153519169551453,15,NA
"pl","ko","Food and drink",0.153536413402103,20,NA
"hy","sq","Modern world",0.15357579991204,4,NA
"fr","ca","Speech and language",0.153585299231937,25,NA
"sq","pt","The house",0.153626963067096,25,NA
"ru","eu","Modern world",0.153629839937069,28,NA
"sk","eu","The physical world",0.153631693414703,79,NA
"ro","eu","Motion",0.153638366294126,55,NA
"eu","he","Emotions and values",0.153639937755021,52,NA
"ja","ar","Food and drink",0.153646811524403,25,NA
"hy","ca","Miscellaneous function words",0.153647392756191,11,NA
"et","is","Motion",0.1536600475734,62,NA
"is","nl","Social and political relations",0.153703322874136,31,0.528846153846154
"et","nl","Modern world",0.153708946472204,40,NA
"lt","is","Sense perception",0.153762838115899,40,NA
"pt","ja","Emotions and values",0.153780564684091,43,NA
"sq","no","Social and political relations",0.153782582930757,40,NA
"bg","ca","The house",0.153797439020386,19,NA
"da","ko","Possession",0.153813335921648,10,NA
"sq","en","Social and political relations",0.153834304502886,34,0.493076923076923
"ru","no","Speech and language",0.153852554646172,25,NA
"el","ja","Sense perception",0.153866887199929,23,NA
"bg","is","Clothing and grooming",0.153891996836399,26,NA
"sv","ko","Food and drink",0.153909807911019,20,NA
"el","ja","Clothing and grooming",0.153939826245563,11,NA
"en","ca","Motion",0.15394607071507,57,NA
"is","it","Social and political relations",0.153972912020427,30,NA
"el","is","Animals",0.153996930317746,37,NA
"tr","ko","The physical world",0.154008451934618,64,0.445
"sq","sk","Agriculture and vegetation",0.154012989439185,22,NA
"bg","ko","Sense perception",0.154057015353467,40,NA
"ro","ko","Possession",0.154060265774662,12,NA
"hr","nl","Modern world",0.154100865019123,39,NA
"is","fr","Basic actions and technology",0.154118128013996,137,0.48875
"pl","ko","The physical world",0.154123338917129,54,NA
"fi","ro","Agriculture and vegetation",0.154147154994117,27,NA
"fa","ko","The physical world",0.154152191103225,59,NA
"fa","uk","Clothing and grooming",0.154166049908947,19,NA
"uk","da","Emotions and values",0.154227005564123,50,NA
"is","sv","Speech and language",0.154230878256956,28,NA
"uk","es","Motion",0.154232123434621,76,NA
"et","sq","The house",0.154252183864596,20,0.585454545454545
"sq","nl","Possession",0.154253326551071,32,0.480454545454545
"uk","ro","Cognition",0.154274149850451,34,NA
"uk","ca","Spatial relations",0.154299637101467,69,NA
"bg","ko","Social and political relations",0.154313760448263,21,0.551153846153847
"de","ca","Food and drink",0.154339785170147,10,NA
"uk","da","Motion",0.154342134656252,57,NA
"sq","de","Clothing and grooming",0.154345203994834,4,NA
"et","de","Social and political relations",0.154352182052321,9,NA
"sq","es","The house",0.154413792909653,23,0.526363636363636
"sq","ru","The physical world",0.154433273622287,77,0.5
"hu","is","The body",0.154439920779467,93,NA
"lv","fa","Sense perception",0.154462293962004,43,NA
"is","ar","Motion",0.154462464474097,76,NA
"ca","tr","Animals",0.154475866663558,35,NA
"sq","eu","Social and political relations",0.154486614301452,35,NA
"et","br","Motion",0.154504020653932,28,NA
"lt","tr","Agriculture and vegetation",0.154518124571763,17,0.181818181818182
"sq","es","Clothing and grooming",0.15453134075011,29,NA
"bg","lt","Modern world",0.15454335072943,42,NA
"lv","lt","Clothing and grooming",0.154633777414024,15,NA
"fi","sq","Modern world",0.154651202955529,36,NA
"en","ca","Emotions and values",0.154680312998004,47,NA
"hy","es","Possession",0.154698009051135,3,0.372272727272727
"lt","ko","Social and political relations",0.154748580213211,25,0.485384615384615
"cs","ca","Animals",0.154751820385963,36,NA
"fa","sq","Clothing and grooming",0.154753190813691,26,NA
"hu","no","Social and political relations",0.154753203070759,34,NA
"sv","de","Animals",0.154778654573161,2,NA
"sq","lt","Emotions and values",0.154782862138765,74,0.586666666666667
"lv","it","Clothing and grooming",0.154844343336832,17,NA
"lv","bg","Motion",0.154882184804193,7,NA
"is","eu","Speech and language",0.154894949234489,20,NA
"bg","ca","Social and political relations",0.154903996921277,33,NA
"pl","uk","Modern world",0.1550364879651,30,NA
"el","ca","Spatial relations",0.155038408235694,73,NA
"hu","eu","Animals",0.155112285227352,43,NA
"lv","es","Modern world",0.155123891659422,27,NA
"uk","it","Social and political relations",0.155141057040039,32,NA
"hy","ar","Kinship",0.15517607735764,18,NA
"nl","fr","Agriculture and vegetation",0.155184719594191,24,0.181818181818182
"hy","it","Miscellaneous function words",0.155188455945246,16,NA
"ca","ar","Possession",0.155194506762573,28,NA
"lv","ro","Food and drink",0.155207738782803,28,NA
"da","ca","Speech and language",0.15523857958266,23,NA
"sq","it","Animals",0.15524431977727,47,NA
"hy","sv","Miscellaneous function words",0.155251223400689,12,NA
"nl","ko","The body",0.155256758482307,69,NA
"bg","uk","Social and political relations",0.155277403174697,32,0.378076923076923
"no","es","Modern world",0.155297876751074,33,NA
"sq","it","Basic actions and technology",0.155316610886847,113,NA
"sv","ko","Motion",0.155322758157855,20,NA
"uk","en","Possession",0.155347859987645,27,0.357954545454546
"lv","en","Speech and language",0.155351732641489,11,NA
"es","eu","Agriculture and vegetation",0.155353576693148,20,NA
"et","ja","Cognition",0.155371396757543,22,NA
"lv","tr","Motion",0.155416392426464,6,NA
"no","fr","Clothing and grooming",0.155440301864443,38,NA
"fi","is","Social and political relations",0.155468744902816,33,NA
"ko","ja","Speech and language",0.155470696502798,7,NA
"lv","ca","Motion",0.155502523588972,12,NA
"is","nl","Motion",0.155512951622633,70,NA
"lv","lt","Animals",0.155567049162743,25,NA
"ru","ja","Food and drink",0.155570548025134,25,NA
"el","is","Social and political relations",0.155602481620415,29,0.628461538461539
"fa","is","Food and drink",0.155611497472654,29,NA
"hu","ja","Time",0.155624703250529,65,NA
"lv","he","Animals",0.155667909734472,30,NA
"el","ko","Agriculture and vegetation",0.155701190669027,19,0.363636363636364
"ca","ro","Spatial relations",0.155705818531574,87,NA
"ca","it","Clothing and grooming",0.155758756098934,24,NA
"pt","ko","The body",0.155775059542084,77,NA
"de","ar","Agriculture and vegetation",0.155799187366099,2,NA
"da","nl","Agriculture and vegetation",0.155808166528383,23,NA
"fa","ko","The house",0.15585323041038,15,NA
"it","eu","The house",0.155860085266996,17,NA
"is","ar","Basic actions and technology",0.155906233635498,139,NA
"lv","it","Social and political relations",0.155930247037733,26,NA
"is","es","Sense perception",0.155960588747651,49,NA
"ca","ro","Animals",0.155985589214158,34,NA
"is","pt","Social and political relations",0.155987168737879,35,NA
"fa","uk","The physical world",0.15599926349047,66,NA
"hu","fa","Agriculture and vegetation",0.156013069175983,24,NA
"lt","pt","Speech and language",0.156046106371638,28,NA
"ro","eu","Miscellaneous function words",0.156099842865361,17,NA
"sv","ca","The physical world",0.156112021703334,81,NA
"uk","he","Sense perception",0.156115442334341,36,NA
"es","ko","The house",0.156197241377979,16,0.607272727272727
"pl","ja","Time",0.156278784496299,59,NA
"is","no","Possession",0.15631258858894,30,NA
"lt","ko","Speech and language",0.15631297223768,13,NA
"sk","ja","Emotions and values",0.156356259321255,35,NA
"ro","ko","Kinship",0.156425527685331,29,NA
"is","fr","Social and political relations",0.156444019726507,34,0.565769230769231
"it","eu","Emotions and values",0.156444646417537,51,NA
"sk","ko","Basic actions and technology",0.156444967502004,42,NA
"lv","ko","Cognition",0.156538474550109,13,NA
"fr","eu","The physical world",0.156538835098588,88,NA
"hy","ru","Miscellaneous function words",0.156617025791293,11,NA
"sv","ca","The body",0.156629113937444,89,NA
"nl","ko","Motion",0.156629779641395,21,NA
"pl","ka","The physical world",0.156639391570412,2,NA
"hy","el","Basic actions and technology",0.15665438347699,11,0.655
"is","no","Food and drink",0.156658160306016,34,NA
"ca","he","Basic actions and technology",0.156688328489497,116,NA
"is","ar","The physical world",0.156696773315876,68,NA
"ca","it","Modern world",0.156702904598545,29,NA
"hu","sk","Agriculture and vegetation",0.156711318007817,26,NA
"sk","eu","Possession",0.156723713258184,31,NA
"et","ca","Basic actions and technology",0.156724952082046,120,NA
"da","ca","Motion",0.156731071931873,58,NA
"ca","tr","The body",0.156739786143439,91,NA
"hu","ko","Basic actions and technology",0.156765719082235,42,0.366666666666667
"is","de","Possession",0.156774309228502,25,NA
"pl","lt","Animals",0.156814836781331,41,NA
"ca","pt","Possession",0.156817652010141,30,NA
"el","ko","Clothing and grooming",0.15681970976504,16,NA
"fi","ja","The body",0.156866003341626,68,NA
"lv","no","Spatial relations",0.156869460584069,63,NA
"lv","sk","Agriculture and vegetation",0.156969717557464,10,NA
"ca","tr","The physical world",0.156987715597089,81,NA
"fa","ja","Kinship",0.156998177602266,38,NA
"nl","ko","Food and drink",0.157030202202521,19,NA
"uk","fr","Speech and language",0.157038918969646,31,NA
"sk","ca","The body",0.157060221438211,87,NA
"tr","eu","Animals",0.15711513641591,42,NA
"it","eu","The body",0.157148485360943,91,NA
"sk","lt","The body",0.157183962842102,97,NA
"lt","is","Basic actions and technology",0.157199111930556,137,0.467916666666667
"fa","hy","Basic actions and technology",0.157202553475586,8,NA
"sk","sv","The house",0.157212297349478,26,NA
"is","da","Social and political relations",0.1572362723142,28,NA
"is","no","Agriculture and vegetation",0.157316559909417,17,NA
"hr","no","Clothing and grooming",0.157375853713516,36,NA
"ro","ko","Sense perception",0.157402455417642,45,NA
"ru","lt","The physical world",0.157426683244669,74,0.463333333333333
"is","da","Emotions and values",0.157475094767944,55,NA
"sv","ca","Motion",0.15749786242783,65,NA
"is","de","The physical world",0.157507235905102,8,NA
"ro","eu","Animals",0.157529204177718,41,NA
"lt","nl","The body",0.157532885250492,99,NA
"hr","ja","The body",0.157547483454566,53,NA
"fi","uk","Food and drink",0.157569320202816,33,NA
"sk","ca","Clothing and grooming",0.157572789159585,27,NA
"pl","eu","The physical world",0.157598199950436,83,NA
"is","fr","Food and drink",0.157715208917777,37,NA
"uk","pt","Social and political relations",0.157726586142016,38,NA
"de","eu","Possession",0.157739590898376,25,NA
"hr","ko","Cognition",0.157741621235928,16,NA
"fa","ca","Possession",0.15776014484211,22,NA
"is","it","Basic actions and technology",0.157762416701394,120,NA
"sk","no","Agriculture and vegetation",0.157782420786265,26,NA
"uk","he","Cognition",0.157808894412647,29,NA
"lv","sk","Animals",0.157813286956918,31,NA
"is","ro","Basic actions and technology",0.157828801259828,146,NA
"sq","ar","Animals",0.157840949541604,43,NA
"lt","ro","The body",0.157875310223758,102,NA
"pt","ko","Basic actions and technology",0.157882592299117,44,NA
"ca","it","Spatial relations",0.157903496382381,86,NA
"sq","ro","Agriculture and vegetation",0.157933436327903,20,NA
"lv","cs","Modern world",0.157957913696377,30,NA
"cs","ko","The physical world",0.15797347164961,53,0.445
"et","uk","Food and drink",0.157989213211549,34,NA
"nl","pt","Modern world",0.158085432455484,39,NA
"hu","bg","Agriculture and vegetation",0.158107998848115,24,0.181818181818182
"cs","ca","The house",0.158152878876152,18,NA
"el","uk","Speech and language",0.158175212454444,27,NA
"sq","sv","The physical world",0.158178327503026,90,NA
"el","ko","The body",0.158188427721576,72,NA
"fa","ca","Clothing and grooming",0.158207137277494,23,NA
"uk","lt","Sense perception",0.15821021931741,40,NA
"lv","hr","Food and drink",0.158219267510947,28,NA
"is","sv","The body",0.158220024221307,89,NA
"br","ja","Agriculture and vegetation",0.158253434605118,1,NA
"hr","he","Agriculture and vegetation",0.158256591233525,27,NA
"hu","is","Speech and language",0.158259556368466,30,NA
"nl","ko","Spatial relations",0.158275627801072,60,NA
"et","is","Clothing and grooming",0.158279850408772,25,NA
"fa","ko","Modern world",0.158292415275935,26,NA
"ru","ca","Clothing and grooming",0.158297987430654,22,NA
"hr","eu","The physical world",0.158320165908492,93,NA
"cs","ja","The body",0.158362899027457,54,NA
"sq","da","Sense perception",0.158376726882451,47,NA
"tr","eu","The physical world",0.158408734200017,89,NA
"ru","ko","Clothing and grooming",0.158426769245058,15,NA
"is","tr","Basic actions and technology",0.158444517749169,134,0.546666666666667
"uk","is","Spatial relations",0.15845838849617,70,NA
"sv","ca","Emotions and values",0.158463549782419,58,NA
"sv","eu","Clothing and grooming",0.158479959955354,32,NA
"sv","pt","Modern world",0.158575867140124,34,NA
"uk","no","Sense perception",0.158594980588122,40,NA
"ko","eu","Clothing and grooming",0.158630589545959,16,NA
"et","eu","Modern world",0.158662368939336,33,NA
"fa","hr","Agriculture and vegetation",0.158719277059334,29,NA
"pl","ko","Spatial relations",0.158723568439401,47,NA
"uk","sv","Basic actions and technology",0.158750233824599,106,NA
"lv","no","Sense perception",0.158755309970602,38,NA
"fi","lt","Food and drink",0.158768414984905,37,NA
"ca","ro","The physical world",0.15880441447521,80,NA
"pl","ca","The physical world",0.158824149927873,73,NA
"sk","da","The house",0.158876650172617,25,NA
"cs","ja","Cognition",0.158886472736938,21,NA
"ko","he","Cognition",0.158900521527802,13,NA
"ca","it","Emotions and values",0.158924781644913,57,NA
"da","fr","Spatial relations",0.158963050984288,100,NA
"pt","ko","Social and political relations",0.158988651556958,24,NA
"sk","ko","Clothing and grooming",0.159041225530597,17,NA
"sq","no","Sense perception",0.159046491487904,48,NA
"hr","eu","Possession",0.159047350503959,33,NA
"lv","el","The house",0.159059631186869,17,0.660909090909091
"sq","hr","Modern world",0.159069143746973,36,NA
"et","ko","Clothing and grooming",0.15907414571269,14,NA
"pl","uk","The house",0.159089243367465,22,NA
"el","ca","Speech and language",0.159166545644013,23,NA
"hr","is","The house",0.159170934631404,25,NA
"sq","is","Cognition",0.159239021393751,22,NA
"fr","ko","Emotions and values",0.159283314294778,35,0.558
"fa","is","The body",0.159289304347724,83,NA
"fa","ja","Cognition",0.159358446543074,20,NA
"fi","uk","The body",0.159384116703969,95,NA
"sq","he","Possession",0.159389421984427,32,0.548636363636364
"lv","ja","Miscellaneous function words",0.159389781406741,15,NA
"hr","is","Clothing and grooming",0.159423147163205,24,NA
"sq","he","Animals",0.159426030873397,43,NA
"tr","ja","Cognition",0.159476748060285,28,NA
"sq","no","Spatial relations",0.159544628263546,101,NA
"sq","bg","The physical world",0.159569461951926,91,0.626666666666666
"is","es","Food and drink",0.15958397729273,34,NA
"sk","uk","Modern world",0.159671372717978,35,NA
"hu","is","The physical world",0.159684474983791,71,0.526666666666666
"ca","eu","Emotions and values",0.159686829232095,49,NA
"sq","sv","The body",0.159700290089979,102,NA
"sk","uk","Agriculture and vegetation",0.159707085079475,22,NA
"uk","ca","Cognition",0.159740653700051,28,NA
"is","es","The body",0.159820254377493,89,NA
"hy","bg","Food and drink",0.159825021448911,1,NA
"hy","uk","Basic actions and technology",0.159838161270111,9,0.432083333333333
"lt","it","Modern world",0.159848090615177,39,NA
"is","da","Speech and language",0.159850053684403,26,NA
"el","ko","Animals",0.159877466965404,33,NA
"de","eu","The physical world",0.159937423530357,10,NA
"lv","fr","Spatial relations",0.159963430876772,61,NA
"tr","ko","The house",0.159971485279906,18,0.661818181818182
"pl","lt","Food and drink",0.159976398854779,41,NA
"no","nl","Agriculture and vegetation",0.159986494303461,24,NA
"ko","eu","Social and political relations",0.160025450904041,22,NA
"bg","eu","The physical world",0.160036697179251,86,NA
"lt","en","The body",0.160054655347047,90,NA
"cs","uk","Clothing and grooming",0.160090696961825,21,NA
"da","eu","The physical world",0.160145902368346,76,NA
"hy","cs","Modern world",0.160155577581478,3,NA
"de","ko","Social and political relations",0.160168579769682,4,NA
"nl","ko","Social and political relations",0.160200808104818,22,0.519615384615385
"lt","fr","Food and drink",0.16021740816824,41,NA
"lv","ar","The physical world",0.160238405011134,67,NA
"hu","hy","Food and drink",0.160243504519117,1,NA
"lt","sv","Agriculture and vegetation",0.160249912606812,21,NA
"it","eu","Agriculture and vegetation",0.16026270348567,15,NA
"lv","es","The physical world",0.160273947543663,71,0.633333333333333
"hy","br","Cognition",0.160277339264833,7,NA
"ko","ja","Quantity",0.160289735404872,10,NA
"et","tr","Modern world",0.160322404042108,35,NA
"fi","sq","Social and political relations",0.160335910531316,40,NA
"hu","ja","Cognition",0.160363539893806,28,NA
"sq","eu","Food and drink",0.160400468138488,38,NA
"tr","eu","Modern world",0.160417687030397,31,NA
"sk","uk","Animals",0.160439029023705,36,NA
"lv","sq","Speech and language",0.16044008066234,11,NA
"nl","ca","Clothing and grooming",0.160443188111447,26,NA
"hy","pl","Basic actions and technology",0.160463911666503,9,NA
"bg","ja","Spatial relations",0.160476586033212,44,NA
"lt","es","The physical world",0.160495434641874,88,0.49
"pl","da","The house",0.160545805016973,22,NA
"sv","ro","The house",0.160554494466089,25,NA
"lv","uk","Possession",0.160568193495994,11,0.390227272727272
"hy","sk","Emotions and values",0.160574355840592,10,NA
"lv","it","Emotions and values",0.160590831209642,49,NA
"et","de","Animals",0.160595738150014,2,NA
"is","da","Spatial relations",0.160609527069163,78,NA
"lv","ja","Spatial relations",0.160634701272539,32,NA
"lv","hy","Social and political relations",0.160655357767404,6,0.520769230769231
"pt","eu","Basic actions and technology",0.160699068528039,125,NA
"lv","ro","Clothing and grooming",0.160710149863218,17,NA
"lv","ja","Motion",0.160750856722838,22,NA
"is","ar","Social and political relations",0.160775561343151,27,NA
"is","it","Emotions and values",0.160781494786789,59,NA
"lt","tr","The body",0.160790680482785,97,NA
"sq","cs","Social and political relations",0.160795568180817,36,0.613076923076923
"fi","uk","Social and political relations",0.160802295318795,36,NA
"lt","da","Clothing and grooming",0.160881015276788,23,NA
"ru","da","Agriculture and vegetation",0.160881052343615,23,NA
"lv","lt","Emotions and values",0.160883416078194,52,0.523333333333333
"uk","da","Possession",0.160896773886836,30,NA
"nl","ca","Food and drink",0.160901192648732,34,NA
"lt","pt","Food and drink",0.160911388510865,38,NA
"is","da","Basic actions and technology",0.160913186140791,136,NA
"no","it","Modern world",0.160928353848595,33,NA
"lv","fr","Sense perception",0.160984322222855,41,NA
"ca","ro","The body",0.160988546043736,100,NA
"pl","eu","Miscellaneous function words",0.160995195092784,14,NA
"bg","uk","The physical world",0.161037596999573,70,0.581666666666666
"et","lv","Food and drink",0.161063161800088,31,NA
"sq","en","The physical world",0.161082929018011,78,0.28
"lv","hu","The physical world",0.161090256602852,70,0.571666666666666
"sv","ko","The physical world",0.161110682759448,59,NA
"lv","en","The body",0.161111930277492,71,NA
"fi","uk","Basic actions and technology",0.161143874697943,109,NA
"hu","uk","Modern world",0.161160862692633,31,NA
