"l1","l2","imputed_semantic_domain","local_alignment","comparison_count","cult.dist"
"vep","sk","Miscellaneous function words",0.138984890520005,17,NA
"cs","la","Agriculture and vegetation",0.139003132070569,24,0.272727272727273
"da","av","The body",0.139012561225214,31,NA
"hi","ab","Animals",0.13901995060839,4,NA
"cy","lez","Modern world",0.139041878641961,20,NA
"az","ar","The house",0.139057054279083,24,NA
"hr","la","The house",0.13906308026881,24,NA
"ps","tt","Sense perception",0.139067181892386,43,NA
"os","is","Miscellaneous function words",0.139070719861781,7,NA
"bn","br","Clothing and grooming",0.139083146840868,13,NA
"ga","cy","Food and drink",0.139099443983811,26,NA
"os","no","The body",0.139105923133905,39,NA
"hy","zh","Basic actions and technology",0.139130923627103,113,0.503333333333333
"de","he","Basic actions and technology",0.139145360756038,95,NA
"vep","la","Cognition",0.139152397820411,16,NA
"ps","el","The house",0.139152754004656,16,NA
"la","eu","Basic actions and technology",0.139158415524928,103,NA
"vep","lt","Agriculture and vegetation",0.139158512423028,10,0.363636363636364
"sq","no","Motion",0.139163535455529,52,NA
"myv","bn","Miscellaneous function words",0.139166316326911,12,NA
"is","zh","The physical world",0.139168255939257,77,0.755
"lv","ps","The house",0.139178206919248,13,NA
"mhr","sah","Quantity",0.139187773791429,10,NA
"az","ba","The house",0.139195681490804,20,NA
"cy","kn","Social and political relations",0.139210002168733,26,NA
"la","az","Agriculture and vegetation",0.139210701170857,20,NA
"bn","ps","Modern world",0.139217160107453,20,NA
"vep","ga","Speech and language",0.139219329602883,19,NA
"ru","cv","Motion",0.13922009261562,20,NA
"ku","av","Spatial relations",0.139225006843142,27,NA
"kv","ml","Cognition",0.139228526018046,9,NA
"ta","ab","Possession",0.139228629864621,3,0.624090909090909
"kv","el","The physical world",0.139238762860167,42,NA
"hr","mn","Clothing and grooming",0.139239751094574,29,NA
"be","lbe","Motion",0.13924557412098,3,NA
"fi","ab","Modern world",0.139250317820495,4,NA
"sq","av","Animals",0.139251757164915,18,NA
"de","ga","Motion",0.139253139076546,40,NA
"ku","ab","Basic actions and technology",0.139256922186628,6,NA
"ml","lez","Emotions and values",0.139257340261596,20,NA
"pl","is","Basic actions and technology",0.139261634704816,125,NA
"fa","ab","Basic actions and technology",0.139265460859581,11,NA
"sq","lbe","Modern world",0.139271381685839,9,NA
"hu","ab","Social and political relations",0.139274236212522,8,0.633846153846154
"is","ml","Food and drink",0.139283605001454,26,NA
"udm","kk","Spatial relations",0.139283943714913,55,NA
"ro","ja","The house",0.139292359493794,25,NA
"ps","ba","Possession",0.139309218907326,21,NA
"mhr","sq","Kinship",0.139319407096629,6,0.650357142857144
"hr","lbe","Speech and language",0.139323121606839,9,NA
"udm","cs","Kinship",0.1393267191885,19,NA
"myv","sv","Basic actions and technology",0.1393276762347,31,NA
"az","av","Cognition",0.139332921226857,14,NA
"fi","sah","The physical world",0.139335138107969,69,NA
"da","ja","Basic actions and technology",0.139348096866135,115,NA
"is","fr","Animals",0.1393489161316,42,NA
"ga","kk","The body",0.139350363731001,105,NA
"da","ba","Agriculture and vegetation",0.139372857737363,24,NA
"mn","av","Speech and language",0.139401723907408,18,NA
"hr","cv","Quantity",0.139416583251807,13,NA
"en","ce","Animals",0.139416619363618,30,NA
"sah","mn","Agriculture and vegetation",0.139418518665261,24,NA
"ba","ta","The house",0.13942001005283,18,0.541818181818182
"ka","av","Social and political relations",0.139423842634654,28,NA
"eu","zh","Basic actions and technology",0.139432466096037,107,NA
"uz","ar","Emotions and values",0.139444159473081,26,NA
"nl","av","Clothing and grooming",0.139450491351533,5,NA
"ps","tt","Possession",0.139457570241078,21,NA
"mhr","az","Speech and language",0.139474711792794,8,NA
"la","eu","Motion",0.139490163998626,49,NA
"lt","av","Social and political relations",0.139505028256035,30,NA
"fr","xal","Time",0.139506545076046,28,NA
"mrj","eu","The body",0.13951144290372,40,NA
"kv","fa","Animals",0.139515632695077,24,NA
"kv","hr","The physical world",0.139534236858804,41,NA
"ps","nl","Clothing and grooming",0.139544550068432,18,NA
"udm","it","Agriculture and vegetation",0.139548646534905,10,NA
"myv","mn","Kinship",0.139580954049475,19,NA
"myv","lez","Animals",0.139584996046275,14,NA
"cv","he","Quantity",0.139586092500174,12,NA
"ta","he","Motion",0.139592691597952,37,NA
"lt","lbe","Time",0.139600512975113,17,NA
"bn","sv","The house",0.139601159652164,17,NA
"mdf","kv","Possession",0.13960486857616,5,NA
"os","ca","Miscellaneous function words",0.139606433548206,5,NA
"br","he","Motion",0.139608568206282,53,NA
"is","zh","Food and drink",0.139609780339709,31,NA
"myv","hy","Animals",0.139615914597337,21,NA
"en","lez","The physical world",0.139626363860762,43,NA
"tr","ja","Modern world",0.139629481588421,28,NA
"ko","ml","Clothing and grooming",0.139640525510144,13,NA
"ga","cv","Social and political relations",0.139641379555922,13,0.452692307692308
"fi","kv","The physical world",0.139642533102359,44,NA
"mhr","bn","Cognition",0.13964331088042,11,NA
"ps","ar","Spatial relations",0.139652601024825,65,NA
"os","sah","Possession",0.139659735522822,12,0.541136363636364
"no","zh","The house",0.139660677052751,22,NA
"is","te","Food and drink",0.139661378943347,28,NA
"udm","it","Social and political relations",0.139667195648425,22,NA
"ps","cs","The body",0.139669750269391,77,NA
"ps","da","Animals",0.139671996046597,25,NA
"mdf","it","Basic actions and technology",0.13969494955213,21,NA
"uz","zh","The physical world",0.139700222802376,40,NA
"myv","lv","Miscellaneous function words",0.139718637292063,19,NA
"cy","ba","Spatial relations",0.139725766897134,83,NA
"sq","ga","Agriculture and vegetation",0.139732585450989,25,0.272727272727273
"os","da","Social and political relations",0.139734775784194,14,NA
"ps","pt","Agriculture and vegetation",0.139738832547497,13,NA
"bg","sah","Social and political relations",0.139751010036489,23,0.675769230769231
"os","pt","The body",0.139753188120489,39,NA
"is","ce","Speech and language",0.139758342434546,17,NA
"sah","te","Clothing and grooming",0.139763601718752,12,NA
"bg","ce","The body",0.139763741736448,68,NA
"hi","av","Modern world",0.139764114210476,17,NA
"la","tr","Basic actions and technology",0.139768273202441,118,0.6
"pl","ga","The house",0.139768810341809,19,NA
"da","de","Agriculture and vegetation",0.139771413112835,2,NA
"kv","hu","The body",0.139776603846771,39,NA
"ps","ga","Miscellaneous function words",0.13977802863835,13,NA
"ga","ko","Emotions and values",0.139778267877091,37,0.496
"kk","ce","Speech and language",0.139779001767653,19,NA
"cy","mn","Basic actions and technology",0.139790736741943,131,NA
"la","ko","The physical world",0.139793485087703,72,0.431666666666667
"cy","ko","Emotions and values",0.139798598619184,48,NA
"cy","br","The physical world",0.139808332704324,60,NA
"myv","ka","Time",0.139811945580223,50,NA
"os","bg","Animals",0.139812922348466,20,NA
"kv","lv","Basic actions and technology",0.139814597627721,14,NA
"ps","ar","The body",0.139832713055611,77,NA
"myv","ka","Speech and language",0.139834169546938,9,NA
"os","nl","The body",0.139851734286169,37,NA
"la","ba","Sense perception",0.139860330116434,47,NA
"tt","he","The physical world",0.139877224409207,72,0.815
"la","fr","Basic actions and technology",0.139885604204049,119,0.56625
"ja","he","Modern world",0.139891350225464,29,NA
"myv","fr","The body",0.139892276064207,38,NA
"fa","ga","Basic actions and technology",0.139919222062216,79,NA
"fi","la","Basic actions and technology",0.13991924392066,124,NA
"sk","la","Clothing and grooming",0.139920017401204,30,NA
"kv","ca","Social and political relations",0.139931336776886,10,NA
"ku","pt","The house",0.139931652500366,21,NA
"ko","he","Social and political relations",0.139943696303656,28,0.573846153846154
"hu","ml","Agriculture and vegetation",0.139951964856224,20,0.272727272727273
"udm","hu","Spatial relations",0.139964906531445,64,NA
"ku","kn","Emotions and values",0.1399649126942,39,NA
"te","ar","Cognition",0.139965219180415,24,NA
"br","cv","Emotions and values",0.139966228560072,15,NA
"pt","sah","The body",0.139971049579736,88,NA
"is","kk","The physical world",0.139982810564494,89,0.855
"en","la","Basic actions and technology",0.139989277464317,107,0.551666666666667
"sah","zh","Possession",0.139992847747971,16,0.671363636363636
"ko","kn","The physical world",0.140004987296831,60,NA
"es","ce","Clothing and grooming",0.140010381597549,19,NA
"mhr","myv","Time",0.140012397670256,8,NA
"la","ba","Motion",0.140018671644684,46,NA
"sq","ro","Motion",0.140019192006573,61,NA
"la","tt","Sense perception",0.140030279138326,48,NA
"fa","lez","Speech and language",0.140032698989315,11,NA
"tr","ba","The house",0.140034403931028,25,0.534545454545455
"os","is","Spatial relations",0.140036038375848,39,NA
"es","lez","The body",0.140040534638166,45,NA
"ku","av","The body",0.140040995279298,31,NA
"bn","is","The physical world",0.140043427581088,70,0.525
"et","ps","Social and political relations",0.140044602706322,24,NA
"os","cy","The physical world",0.140048230420563,38,NA
"fi","la","The house",0.140049042437331,21,NA
"fi","mhr","Motion",0.140051339366411,1,NA
"myv","kk","Animals",0.140054744471301,25,NA
"ru","he","Speech and language",0.140056883694171,23,NA
"udm","os","Food and drink",0.140061598179692,4,NA
"tr","ab","Spatial relations",0.140068977063452,18,NA
"eu","ce","Modern world",0.140076266167886,24,NA
"udm","cy","Miscellaneous function words",0.14008298280548,13,NA
"ru","ce","Food and drink",0.140084143486417,32,NA
"fr","sah","The body",0.14008499086917,77,NA
"bg","sah","Speech and language",0.140100374473981,18,NA
"ro","ab","Sense perception",0.140115437336021,3,NA
"fa","ce","Food and drink",0.140118228155938,28,NA
"tt","lbe","Animals",0.140120275617962,11,NA
"myv","es","The body",0.140123771365722,42,NA
"os","sah","The house",0.140124214442653,5,0.73
"kv","lt","Time",0.140129654855097,29,NA
"bn","sah","Cognition",0.140143784751235,21,NA
"av","ar","Speech and language",0.140151761108151,17,NA
"fi","cv","Basic actions and technology",0.140155979677087,53,NA
"hr","mn","The house",0.140157991641162,24,NA
"ku","kk","The physical world",0.140159621618394,62,NA
"kv","ko","Social and political relations",0.140165364726021,11,NA
"mhr","ps","Emotions and values",0.140165555152668,4,NA
"ro","ab","Basic actions and technology",0.140165799489072,16,NA
"ku","br","The physical world",0.140175861775757,48,NA
"kk","ko","Modern world",0.140186856377227,26,NA
"uz","ko","Miscellaneous function words",0.140191221983635,6,NA
"br","xal","Quantity",0.140193444796755,21,NA
"myv","os","Basic actions and technology",0.140195209624392,12,0.522083333333333
"kk","ar","The house",0.140195643123933,28,NA
"kn","ar","Basic actions and technology",0.140216941887738,84,NA
"te","lez","Sense perception",0.14021967262011,19,NA
"pt","cv","Sense perception",0.140221438588188,9,NA
"tt","av","Speech and language",0.140222243673018,15,NA
"mrj","ba","The body",0.140232034180788,32,NA
"sq","ce","Food and drink",0.140232650402444,22,NA
"vep","os","Speech and language",0.140237422071853,9,NA
"eu","lbe","Basic actions and technology",0.14024094319664,11,NA
"vep","kv","Kinship",0.140246349574661,11,NA
"uz","lez","The physical world",0.140255531203442,29,NA
"mrj","os","Agriculture and vegetation",0.140262848451945,7,NA
"bn","ja","Food and drink",0.140266352076519,25,NA
"hr","ce","The house",0.140268653807754,17,NA
"ga","xal","Quantity",0.140292822635749,25,NA
"kv","kn","Food and drink",0.140303457496995,13,NA
"mrj","hi","Modern world",0.140304540800494,17,NA
"tt","lez","Motion",0.140308128467012,21,NA
"en","sah","The body",0.140315644604582,74,NA
"no","la","Emotions and values",0.14032169451391,53,NA
"os","is","Cognition",0.140323825131058,12,NA
"sq","ar","Motion",0.14032611560278,71,NA
"ko","he","Speech and language",0.140326270560881,16,NA
"sv","sah","Basic actions and technology",0.140329500631744,68,NA
"ku","te","Modern world",0.140332957863188,16,NA
"sk","ce","Animals",0.14033404972635,32,NA
"ps","te","Speech and language",0.140334321637804,18,NA
"uk","xal","Sense perception",0.140350680270887,19,NA
"os","az","Clothing and grooming",0.140350921501018,6,NA
"ml","ka","Modern world",0.140352080552463,21,NA
"ps","uz","Cognition",0.140355086577311,15,NA
"ps","lez","Social and political relations",0.140357231802347,17,NA
"vep","sq","Possession",0.140366721077608,10,0.4975
"ku","he","The physical world",0.1403699275196,54,NA
"vep","mrj","Sense perception",0.140375947997331,25,NA
"tt","ko","Emotions and values",0.14037835068857,33,0.632666666666667
"ps","lez","Miscellaneous function words",0.140380268184696,14,NA
"fi","ce","Animals",0.140384015212745,31,NA
"kv","ta","Animals",0.140384092501958,20,NA
"mdf","ga","The body",0.140384913255651,19,NA
"eu","ce","The body",0.140386462037754,67,NA
"mdf","hu","Speech and language",0.140392535272088,9,NA
"sk","ce","Possession",0.140397629095293,26,NA
"bg","lbe","Time",0.140398635455472,18,NA
"cv","kn","Sense perception",0.140403173607423,7,NA
"udm","sq","Food and drink",0.140419416636644,10,NA
"cv","ml","The body",0.140421500199219,25,NA
"ta","te","Motion",0.14042308925007,22,NA
"no","cv","Modern world",0.140437976872429,13,NA
"udm","ro","Social and political relations",0.140442751870806,26,NA
"br","ja","Clothing and grooming",0.14044514957253,23,NA
"vep","ko","Speech and language",0.140452308543476,15,NA
"os","ba","Emotions and values",0.140454031982959,21,0.64
"lt","te","Agriculture and vegetation",0.140472815840721,11,0.363636363636364
"myv","zh","Quantity",0.140480349869201,37,NA
"ka","zh","Agriculture and vegetation",0.140480683328683,22,NA
"sv","la","Food and drink",0.140482795648732,34,NA
"mrj","is","Cognition",0.140489846393657,16,NA
"ca","lez","Social and political relations",0.140491281576367,13,NA
"sk","sah","The body",0.140494427475377,78,NA
"ps","br","Emotions and values",0.14050144196364,37,NA
"os","cs","The body",0.140505561342206,34,NA
"en","ga","Motion",0.14050800390558,46,NA
"hy","zh","Agriculture and vegetation",0.140516207370456,18,0.363636363636364
"mrj","ta","Agriculture and vegetation",0.140516298881901,11,NA
"ga","mn","Motion",0.140520209327878,56,NA
"ku","pt","Agriculture and vegetation",0.140526918436213,18,NA
"os","de","Emotions and values",0.140532428147962,10,NA
"is","ja","Spatial relations",0.140540646392802,58,NA
"kv","de","The body",0.140545124110431,4,NA
"az","cv","Possession",0.140547611349862,11,NA
"os","kn","Quantity",0.14054979272253,20,NA
"la","ab","Sense perception",0.140551819713976,2,NA
"mdf","cs","Motion",0.140553181453862,9,NA
"mhr","kk","Basic actions and technology",0.140554918969762,8,0.47875
"myv","lt","Animals",0.140578443899579,23,NA
"bg","lez","Agriculture and vegetation",0.140578746801605,9,NA
"et","lez","Modern world",0.140579188229062,23,NA
"it","ab","Social and political relations",0.140585065990349,9,NA
"bn","he","Social and political relations",0.140592040062463,23,0.774230769230769
"os","uz","Animals",0.140613042973059,13,NA
"udm","br","Food and drink",0.140621968896001,11,NA
"kk","ce","Modern world",0.140627981581236,22,NA
"da","mn","The house",0.140630888812117,21,NA
"myv","kv","The body",0.140636803268675,21,NA
"ga","ce","Cognition",0.140667310337858,20,NA
"sk","lbe","Animals",0.140669862078466,12,NA
"hy","ce","Basic actions and technology",0.140685184530572,92,NA
"mn","lez","Spatial relations",0.140687103537858,81,NA
"kv","fr","Agriculture and vegetation",0.140688013959266,12,NA
"hu","lez","Speech and language",0.140691251093628,17,NA
"et","xal","Quantity",0.14069194134774,24,NA
"ro","xal","Animals",0.140694442320172,17,NA
"be","xal","Quantity",0.140697944765483,22,NA
"pt","lbe","Animals",0.140700541966324,12,NA
"vep","ga","Agriculture and vegetation",0.14070203399993,11,0.454545454545454
"ps","zh","Emotions and values",0.140719837040337,45,NA
"mrj","ps","Emotions and values",0.140721901463236,21,NA
"bg","la","Agriculture and vegetation",0.140729862122354,22,0.181818181818182
"hi","cy","Agriculture and vegetation",0.140730209319994,27,NA
"ku","lez","Sense perception",0.140731798989905,28,NA
"en","ml","The house",0.140735611812222,17,0.586363636363636
"bg","ga","Basic actions and technology",0.14073747678612,97,0.309166666666667
"is","xal","Motion",0.140747605849138,4,NA
"hi","ar","The house",0.140767273310554,32,NA
"sq","zh","Spatial relations",0.14079162430434,75,NA
"fi","ce","The body",0.140795688000737,73,NA
"sk","lbe","Possession",0.140806490155021,1,NA
"ml","ar","Possession",0.140811676706239,23,NA
"av","lbe","Agriculture and vegetation",0.140814505331384,2,NA
"ba","kn","The house",0.140819185026445,18,NA
"uz","te","Basic actions and technology",0.140827669247411,33,NA
"ps","el","Basic actions and technology",0.140828914739445,57,NA
"tt","lez","Spatial relations",0.14082931781749,55,NA
"ga","la","Spatial relations",0.140833626255853,86,NA
"is","kk","Modern world",0.140841568834973,30,NA
"ru","ga","Speech and language",0.140849478397535,24,NA
"tt","mn","Basic actions and technology",0.140851983646325,115,NA
"ba","cv","Clothing and grooming",0.140858592434369,2,NA
"fr","xal","Kinship",0.140883050545021,19,0.591071428571428
"myv","tr","Emotions and values",0.14088734645271,21,0.855333333333332
"nl","ab","Animals",0.14089073061174,2,NA
"myv","ku","Emotions and values",0.140894881323508,20,NA
"sq","he","Basic actions and technology",0.140907807192932,114,0.625
"vep","hy","Agriculture and vegetation",0.140918145376844,8,0.363636363636364
"mhr","ca","Quantity",0.140918739266978,10,NA
"mn","ce","Social and political relations",0.14093809669251,25,NA
"la","ab","Modern world",0.140946638023076,4,NA
"ba","ka","The house",0.140948210605438,24,NA
"lv","ab","Modern world",0.14095193333977,5,NA
"ps","uz","Social and political relations",0.140952150267502,18,NA
"fi","myv","Cognition",0.140961391374988,20,NA
"myv","ba","Agriculture and vegetation",0.140967815058796,19,0.454545454545454
"es","av","Cognition",0.140986745074315,14,NA
"el","ba","Motion",0.140991030320474,44,NA
"ku","mn","Basic actions and technology",0.140991873119552,67,NA
"la","ko","Cognition",0.140993851037053,22,NA
"sq","is","Food and drink",0.141000324993745,30,NA
"eu","ab","Agriculture and vegetation",0.141007263167131,1,NA
"da","ba","The house",0.141010663955208,20,NA
"vep","et","Food and drink",0.141011386048146,15,NA
"nl","ab","Social and political relations",0.141016696435358,9,0.688461538461539
"kk","cv","Miscellaneous function words",0.141020997059801,11,NA
"bn","la","Basic actions and technology",0.141030649009157,59,0.498333333333333
"myv","te","Emotions and values",0.141033022043397,14,0.500666666666667
"be","ce","Animals",0.141034969249129,30,NA
"bn","lbe","Sense perception",0.141035210156603,9,NA
"it","av","The physical world",0.14103704479667,37,NA
"myv","pt","The body",0.141037290065682,44,NA
"kv","no","Modern world",0.141038045761606,12,NA
"ml","ar","Agriculture and vegetation",0.141042753741677,19,NA
"et","ab","Sense perception",0.14104970015099,3,NA
"udm","ro","Agriculture and vegetation",0.141056594650422,13,NA
"ku","da","Possession",0.141056669687638,21,NA
"is","ro","The house",0.141061484047736,25,NA
"ba","he","Possession",0.141065164778471,25,0.577727272727273
"hu","ku","Possession",0.141065286518546,23,NA
"ku","te","Spatial relations",0.14107050400056,40,NA
"fr","cv","The body",0.141072402757661,30,NA
"sah","he","Spatial relations",0.141085401173539,81,NA
"et","ar","Modern world",0.141088280949311,34,NA
"pl","ja","Basic actions and technology",0.14109077904216,111,NA
"mn","av","Spatial relations",0.141091567158544,50,NA
"udm","eu","Animals",0.141102552728072,35,NA
"sq","ko","Possession",0.141102795007402,19,0.4975
"is","ja","Social and political relations",0.141104508461679,26,0.803461538461538
"sv","ja","Basic actions and technology",0.141110810754991,126,NA
"tt","ko","Motion",0.141110918792653,25,NA
"fi","udm","The physical world",0.141113978003714,46,NA
"bn","tt","Social and political relations",0.141118785403736,24,0.605384615384615
"sk","xal","Quantity",0.141129022940145,24,NA
"ba","cv","The physical world",0.141138834880764,13,0.666666666666666
"es","lez","Cognition",0.141146999088068,16,NA
"bn","sah","Modern world",0.141154089471724,21,NA
"sah","ar","Motion",0.141166341542344,36,NA
"hu","br","Agriculture and vegetation",0.141170741445844,16,NA
"lbe","lez","Kinship",0.141174120590657,13,NA
"ko","lez","Basic actions and technology",0.141178172689084,34,NA
"vep","ml","Agriculture and vegetation",0.141178250945761,8,0.454545454545454
"ku","la","Spatial relations",0.141179564004862,55,NA
"ko","ar","Basic actions and technology",0.141182667200624,87,NA
"mdf","fa","The body",0.141190586416483,20,NA
"tt","lez","Animals",0.141196841536452,20,NA
"sq","be","Animals",0.141200669313395,41,NA
"os","cy","Speech and language",0.141204285241956,10,NA
"tr","xal","Miscellaneous function words",0.141206333718288,12,NA
"ca","sah","The house",0.14120769922106,17,NA
"myv","lv","Possession",0.141211223448859,6,0.405227272727272
"sq","av","Kinship",0.141220393873369,27,NA
"no","cy","Agriculture and vegetation",0.141230301242006,27,NA
"os","tt","Spatial relations",0.141232985191421,39,NA
"da","lez","The physical world",0.141235178731355,44,NA
"ku","lez","Basic actions and technology",0.141236142658896,33,NA
"te","zh","Possession",0.141238531122977,16,0.398863636363636
"bn","os","Sense perception",0.141244195811671,21,NA
"mhr","uz","Agriculture and vegetation",0.14125151035877,4,NA
"hu","ml","The house",0.14126262751802,19,0.733636363636364
"mhr","ja","Quantity",0.141263713497562,13,NA
"lt","sah","Animals",0.141263784935287,46,NA
"pl","ga","Emotions and values",0.1412727586678,50,NA
"cs","cv","Possession",0.141286509095329,12,0.565909090909091
"ko","ta","Modern world",0.141287764477711,18,NA
"kv","ka","Modern world",0.1413027316701,12,NA
"fa","is","Basic actions and technology",0.141310829338176,86,NA
"pl","is","Clothing and grooming",0.14131417719163,29,NA
"udm","is","Clothing and grooming",0.141320995978824,6,NA
"lv","ro","Quantity",0.141327147256211,17,NA
"sk","lez","The physical world",0.141327314178721,47,NA
"ps","ku","Basic actions and technology",0.141330741380298,39,NA
"hr","ga","Emotions and values",0.141335888700462,53,NA
"sq","ta","Possession",0.141338014582096,18,0.440681818181818
"uz","ba","The house",0.141339306971834,15,NA
"br","ab","Possession",0.141341541861034,4,NA
"mhr","tt","Social and political relations",0.141347018914271,6,0.491538461538462
"vep","en","Miscellaneous function words",0.141355048823265,13,NA
"te","ar","Social and political relations",0.141355545083852,22,NA
"udm","ba","Social and political relations",0.141357815865376,19,NA
"cy","lbe","Kinship",0.14136280618754,12,NA
"kk","lez","Clothing and grooming",0.141365046604845,12,NA
"ml","zh","Sense perception",0.141367781336206,38,NA
"mdf","el","Basic actions and technology",0.141368476338099,19,NA
"ca","cv","Cognition",0.141374548848329,11,NA
"is","ga","Possession",0.141376140327925,32,0.449545454545454
"it","ce","Cognition",0.141382345017789,26,NA
"myv","no","Agriculture and vegetation",0.141393966507692,19,NA
"mrj","udm","Time",0.141402376739521,46,NA
"uz","sah","The body",0.141409017132284,44,NA
"sq","no","The house",0.141416524799778,24,NA
"lv","zh","Motion",0.141417202835223,37,NA
"az","cv","Time",0.141422934420657,22,NA
"kv","fr","The body",0.141425564199273,34,NA
"sv","te","Motion",0.141438941967848,27,NA
"br","ka","Agriculture and vegetation",0.141440286447108,16,NA
"sah","ko","Emotions and values",0.141456679172588,31,0.651333333333333
"mdf","mn","Motion",0.141457789232503,13,NA
"mdf","ar","The body",0.141458357932769,16,NA
"te","ab","Modern world",0.141462568273455,3,NA
"myv","lt","Spatial relations",0.141463232129827,79,NA
"ga","lbe","Sense perception",0.141463297989501,7,NA
"it","ba","The house",0.141463792405292,20,NA
"hy","ce","Spatial relations",0.141471415461015,63,NA
"ja","ka","Agriculture and vegetation",0.141476113918355,25,NA
"sah","ja","Miscellaneous function words",0.141476441929154,12,NA
"ko","ja","Food and drink",0.141481334083898,28,NA
"mrj","he","Cognition",0.141483446265289,18,NA
"ja","eu","Motion",0.141483859709109,51,NA
"ku","sq","The physical world",0.141485389513116,59,NA
"udm","br","Miscellaneous function words",0.141485860351956,8,NA
"vep","pt","Time",0.141489033708566,20,NA
"ga","tr","Agriculture and vegetation",0.141492860331397,29,0.272727272727273
"la","it","The body",0.14151005481492,87,NA
"el","la","Agriculture and vegetation",0.141510105087923,25,0.181818181818182
"mrj","pt","Modern world",0.141523530003312,15,NA
"cy","xal","Quantity",0.141541385095823,21,NA
"ko","lez","Spatial relations",0.141574498124693,45,NA
"ru","br","Basic actions and technology",0.141576910070902,79,NA
"sq","ta","Speech and language",0.14158046027968,20,NA
"ku","ba","Cognition",0.141581634090874,18,NA
"is","ko","Modern world",0.14159028674261,24,NA
"te","zh","Sense perception",0.141597393011262,30,NA
"udm","ce","Possession",0.141602758758323,17,NA
"udm","da","Animals",0.141602912096335,31,NA
"ba","he","Food and drink",0.14161351706436,36,NA
"ps","en","Possession",0.141623278680121,20,NA
"hy","zh","Sense perception",0.141625640174291,50,NA
"sv","cy","Animals",0.141626409715715,46,NA
"en","la","Clothing and grooming",0.14162986882606,24,NA
"sq","kn","Animals",0.141629997566793,35,NA
"da","la","Motion",0.141634071089548,51,NA
"ku","da","Basic actions and technology",0.141647206745693,66,NA
"ru","cy","Emotions and values",0.141657409901297,61,NA
"mrj","el","The body",0.141657987783976,40,NA
"ku","sah","Kinship",0.141662878737376,25,NA
"vep","mrj","Emotions and values",0.141664664620537,4,NA
"uk","ga","The house",0.141671030451493,19,0.488181818181818
"kn","te","Possession",0.141675150396308,11,NA
"udm","fr","Miscellaneous function words",0.141684169629753,13,NA
"cy","ca","Miscellaneous function words",0.141698499503965,12,NA
"hy","kn","Agriculture and vegetation",0.141705585009135,12,NA
"cy","ja","The physical world",0.141708209068305,73,NA
"ps","ba","Sense perception",0.141710179346621,42,NA
"ku","sv","Basic actions and technology",0.141711133887444,71,NA
"hy","lbe","Modern world",0.141726585132839,9,NA
"et","ja","Animals",0.141732554303382,46,NA
"mdf","da","Possession",0.141736100408405,8,NA
"hi","av","The body",0.141736770883062,47,NA
"ab","he","Cognition",0.141737286341092,5,NA
"hu","ce","Basic actions and technology",0.141737565125174,118,NA
"pl","ja","The house",0.141737935663748,23,NA
"pl","ce","Animals",0.14174056175875,31,NA
"be","ml","Modern world",0.141747428854865,22,NA
"vep","lez","Speech and language",0.141747586033904,12,NA
"fi","mrj","Social and political relations",0.141748097421724,18,NA
"da","ga","Motion",0.14175035611943,44,NA
"ku","sq","Miscellaneous function words",0.141754627077507,12,NA
"sq","kk","Motion",0.141754976012139,50,NA
"ga","cv","Modern world",0.141770046649057,14,NA
"sv","la","Motion",0.141774344832849,57,NA
"ps","fr","Cognition",0.141776705385693,28,NA
"he","zh","Motion",0.141778991072023,70,NA
"sq","ja","Possession",0.141783104227886,20,0.522272727272728
"ml","te","Modern world",0.141784791748739,17,NA
"udm","lv","Social and political relations",0.141810641522833,20,NA
"is","en","Motion",0.141820249872236,60,NA
"ga","cy","Emotions and values",0.141820433414616,59,NA
"ka","ab","Possession",0.141844073365987,4,NA
"kv","te","Agriculture and vegetation",0.141846881314949,7,NA
"myv","kv","Agriculture and vegetation",0.141847778323326,11,NA
"mn","ja","Spatial relations",0.141849761559805,80,NA
"mdf","hr","Clothing and grooming",0.141854614729838,3,NA
"lv","zh","Cognition",0.141855218258487,19,NA
"ps","ga","Food and drink",0.141856148068788,20,NA
"et","ba","Agriculture and vegetation",0.141862440743203,24,0.545454545454546
"ps","el","Clothing and grooming",0.141863738325695,17,NA
"et","ku","The physical world",0.141864976637352,56,NA
"bg","ba","Clothing and grooming",0.141865566152875,21,NA
"ku","uz","Social and political relations",0.14186949543693,13,NA
"ku","he","Cognition",0.141876820091825,19,NA
"tt","sah","Animals",0.141883585070428,43,NA
"sv","cv","Sense perception",0.141900845134359,9,NA
"mhr","be","Quantity",0.141924158742748,11,NA
"cy","lez","Emotions and values",0.141925066064212,35,NA
"it","ab","Basic actions and technology",0.141928961065767,12,NA
"la","he","Speech and language",0.14193934019372,25,NA
"mrj","en","Cognition",0.141949076912499,16,NA
"ps","cy","Emotions and values",0.141963694809347,61,NA
"cy","av","Basic actions and technology",0.141970975723212,41,NA
"is","ta","Social and political relations",0.141971175163084,23,0.657692307692308
"br","he","Food and drink",0.141973330884465,36,NA
"fi","mdf","Motion",0.141974719906304,9,NA
"ka","av","Speech and language",0.141985076934016,15,NA
"ps","he","Spatial relations",0.141987648622552,70,NA
"lv","cy","Basic actions and technology",0.141989214087399,57,NA
"en","uz","Modern world",0.142003667888289,22,NA
"ps","hy","Modern world",0.142005725248911,27,NA
"ps","lt","The body",0.142012840919299,82,NA
"ka","av","Miscellaneous function words",0.142012881197185,8,NA
