"l1","l2","imputed_semantic_domain","rho","nconcepts_compared","cult.dist"
"bn","cv","animals",-0.204774248537,9,NA
"bn","cv","basic_actions_and_technology",-0.170582536472,8,0.541666666666666
"bn","cv","body_parts",0.170255751367,23,NA
"bn","cv","clothing_and_grooming",0.369655917915,7,NA
"bn","cv","cognition",0.657305395945,15,NA
"bn","cv","emotion_and_values",0.0449967051357,9,NA
"bn","cv","food_and_drink",0.132608366795,7,NA
"bn","cv","kinship",0.328260948333,15,0.559999999999999
"bn","cv","law",0.849282900131,1,0.609999999999999
"bn","cv","motion",0.0772387437305,13,NA
"bn","cv","physical_world",0.107625291869,9,NA
"bn","cv","posession",-0.0705379513018,6,NA
"bn","cv","quantity",0.518440625478,11,NA
"bn","cv","religion_and_belief",-0.606668313886,2,0.596666666666666
"bn","cv","sense_perception",-0.111151331312,6,NA
"bn","cv","social_and_political_relations",0.253779637624,7,0.604230769230769
"bn","cv","spatial_relations",0.290452932719,12,NA
"bn","cv","speech_and_language",0.568120250846,6,NA
"bn","cv","the_house",-0.323789920111,3,0.636363636363635
"bn","cv","time",0.359297580852,26,NA
"bn","cy","agriculture_and_vegetation",0.00033466814604,20,NA
"bn","cy","animals",0.135796054716,28,NA
"bn","cy","basic_actions_and_technology",0.105354773303,40,NA
"bn","cy","body_parts",0.269477856014,77,NA
"bn","cy","clothing_and_grooming",0.133451562932,24,NA
"bn","cy","cognition",0.209918273075,43,NA
"bn","cy","emotion_and_values",0.0286920661224,33,NA
"bn","cy","food_and_drink",0.0340974272477,35,NA
"bn","cy","kinship",0.120973616947,23,NA
"bn","cy","law",0.032371215695,2,NA
"bn","cy","motion",0.388719201574,48,NA
"bn","cy","physical_world",0.128940121893,50,NA
"bn","cy","posession",0.176909535648,27,NA
"bn","cy","quantity",0.165523059313,31,NA
"bn","cy","religion_and_belief",0.00916735349275,4,NA
"bn","cy","sense_perception",0.22984065957,37,NA
"bn","cy","social_and_political_relations",0.316571517229,16,NA
"bn","cy","spatial_relations",0.210115444594,72,NA
"bn","cy","speech_and_language",-0.0652120584892,24,NA
"bn","cy","the_house",-0.0646108491012,8,NA
"bn","cy","time",0.46485411808,49,NA
"bn","cy","warfare_and_hunting",-0.0749170707382,14,NA
"bn","da","agriculture_and_vegetation",0.17042450088,22,NA
"bn","da","animals",0.10796143012,30,NA
"bn","da","basic_actions_and_technology",0.0811191527542,46,NA
"bn","da","body_parts",0.141104895498,81,NA
"bn","da","clothing_and_grooming",0.0675144085891,24,NA
"bn","da","cognition",0.340146015288,48,NA
"bn","da","emotion_and_values",0.0101083888435,35,NA
"bn","da","food_and_drink",0.219869417629,34,NA
"bn","da","kinship",0.441339901312,25,NA
"bn","da","law",0.243782384883,2,NA
"bn","da","motion",0.305738805366,50,NA
"bn","da","physical_world",0.277625615939,51,NA
"bn","da","posession",0.370725407227,28,NA
"bn","da","quantity",0.581071597743,34,NA
"bn","da","religion_and_belief",0.0842657836077,4,NA
"bn","da","sense_perception",0.202333946391,43,NA
"bn","da","social_and_political_relations",0.27579742647,14,NA
"bn","da","spatial_relations",0.395783901962,76,NA
"bn","da","speech_and_language",0.180817160968,24,NA
"bn","da","the_house",-0.0348335791257,14,NA
"bn","da","time",0.510911954084,50,NA
"bn","da","warfare_and_hunting",0.324396222387,16,NA
"bn","de","agriculture_and_vegetation",0.373730924563,21,NA
"bn","de","animals",0.21701939363,31,NA
"bn","de","basic_actions_and_technology",0.218271569339,45,NA
"bn","de","body_parts",0.302981498528,84,NA
"bn","de","clothing_and_grooming",0.222530007555,25,NA
"bn","de","cognition",0.194998047605,48,NA
"bn","de","emotion_and_values",0.129194545627,36,NA
"bn","de","food_and_drink",0.167803816199,38,NA
"bn","de","kinship",0.430432294822,26,NA
"bn","de","law",0.080274496273,2,NA
"bn","de","motion",0.20443341807,52,NA
"bn","de","physical_world",0.320271771994,51,NA
"bn","de","posession",0.208678082377,28,NA
"bn","de","quantity",0.557044383422,35,NA
"bn","de","religion_and_belief",0.605839295667,4,NA
"bn","de","sense_perception",0.472234604245,45,NA
"bn","de","social_and_political_relations",0.530490242533,15,NA
"bn","de","spatial_relations",0.270741237889,75,NA
"bn","de","speech_and_language",0.221103583155,25,NA
"bn","de","the_house",0.299950071305,12,NA
"bn","de","time",0.626716496362,52,NA
"bn","de","warfare_and_hunting",0.217740803301,15,NA
"bn","el","agriculture_and_vegetation",0.158868180416,20,0.272727272727273
"bn","el","animals",0.181407242517,29,NA
"bn","el","basic_actions_and_technology",0.174146503294,30,0.535416666666666
"bn","el","body_parts",0.214409424427,74,NA
"bn","el","clothing_and_grooming",0.0643339798272,22,NA
"bn","el","cognition",0.177722472873,44,NA
"bn","el","emotion_and_values",0.0602763070777,33,NA
"bn","el","food_and_drink",0.199115251315,30,NA
"bn","el","kinship",0.387547795162,25,0.527142857142857
"bn","el","law",0.137545247074,1,0.527272727272728
"bn","el","motion",0.211619114779,38,NA
"bn","el","physical_world",0.148313704617,46,NA
"bn","el","posession",0.106489144745,23,NA
"bn","el","quantity",0.550247094241,34,NA
"bn","el","religion_and_belief",-0.249200010075,4,0.613333333333333
"bn","el","sense_perception",0.202268447508,40,NA
"bn","el","social_and_political_relations",0.203544158507,12,0.556153846153847
"bn","el","spatial_relations",0.234690471605,65,NA
"bn","el","speech_and_language",0.0298879824507,17,NA
"bn","el","the_house",0.151935586487,16,0.605454545454545
"bn","el","time",0.402402334829,50,NA
"bn","el","warfare_and_hunting",-0.307904515473,11,NA
"bn","en","agriculture_and_vegetation",0.1797935808,23,0.272727272727273
"bn","en","animals",0.273143348073,31,NA
"bn","en","basic_actions_and_technology",0.175377197415,42,0.375
"bn","en","body_parts",0.226986147439,79,NA
"bn","en","clothing_and_grooming",0.089098504393,26,NA
"bn","en","cognition",0.140811911119,48,NA
"bn","en","emotion_and_values",0.151110906249,36,NA
"bn","en","food_and_drink",0.312995269142,38,NA
"bn","en","kinship",0.299369280925,26,0.667500000000001
"bn","en","law",0.0098946591555,2,0.536363636363637
"bn","en","motion",0.29695831574,52,NA
"bn","en","physical_world",0.35818161099,50,NA
"bn","en","posession",0.16563015273,29,NA
"bn","en","quantity",0.472969401702,33,NA
"bn","en","religion_and_belief",0.406646742973,4,0.596666666666666
"bn","en","sense_perception",0.395109305154,42,NA
"bn","en","social_and_political_relations",0.362793258143,12,0.551923076923078
"bn","en","spatial_relations",0.318301173155,76,NA
"bn","en","speech_and_language",0.0857039453902,23,NA
"bn","en","the_house",0.0515381625771,14,0.586363636363636
"bn","en","time",0.658590153166,48,NA
"bn","en","warfare_and_hunting",0.17442008606,14,NA
"bn","es","agriculture_and_vegetation",0.251147351873,19,0.363636363636364
"bn","es","animals",0.060563779191,31,NA
"bn","es","basic_actions_and_technology",0.126502168871,46,0.458333333333334
"bn","es","body_parts",0.20966699664,83,NA
"bn","es","clothing_and_grooming",0.108995858446,25,NA
"bn","es","cognition",0.280183963792,48,NA
"bn","es","emotion_and_values",0.3296810615,37,NA
"bn","es","food_and_drink",0.120749946042,38,NA
"bn","es","kinship",0.370096289521,25,0.632857142857143
"bn","es","law",0.114416949756,2,0.52
"bn","es","motion",0.265035325576,51,NA
"bn","es","physical_world",0.344117894371,49,NA
"bn","es","posession",0.141774164914,29,NA
"bn","es","quantity",0.67126579913,35,NA
"bn","es","religion_and_belief",0.190400478392,4,0.603333333333333
"bn","es","sense_perception",0.314246666076,43,NA
"bn","es","social_and_political_relations",0.434178389312,12,0.466153846153846
"bn","es","spatial_relations",0.240434730513,75,NA
"bn","es","speech_and_language",0.00296155851935,23,NA
"bn","es","the_house",0.367340060236,13,0.4
"bn","es","time",0.487871847396,50,NA
"bn","es","warfare_and_hunting",0.0398723492924,14,NA
"bn","fi","agriculture_and_vegetation",0.40104541323,18,NA
"bn","fi","animals",0.259766974595,30,NA
"bn","fi","basic_actions_and_technology",0.0393112150425,44,NA
"bn","fi","body_parts",0.246873643863,79,NA
"bn","fi","clothing_and_grooming",0.253174240825,26,NA
"bn","fi","cognition",0.242849624973,47,NA
"bn","fi","emotion_and_values",0.16096322225,36,NA
"bn","fi","food_and_drink",0.254930127444,38,NA
"bn","fi","kinship",0.426311485122,26,NA
"bn","fi","law",0.716912138597,2,NA
"bn","fi","motion",0.226491238471,54,NA
"bn","fi","physical_world",0.219223829672,47,NA
"bn","fi","posession",0.194755036643,26,NA
"bn","fi","quantity",0.564398441946,33,NA
"bn","fi","religion_and_belief",0.314207108303,4,NA
"bn","fi","sense_perception",0.437945587148,41,NA
"bn","fi","social_and_political_relations",0.321563831792,12,NA
"bn","fi","spatial_relations",0.317453024589,80,NA
"bn","fi","speech_and_language",0.237515026499,24,NA
"bn","fi","the_house",0.139534499885,15,NA
"bn","fi","time",0.550389824342,50,NA
"bn","fi","warfare_and_hunting",0.432070073483,15,NA
"bn","fr","agriculture_and_vegetation",0.114933897611,22,0.272727272727273
"bn","fr","animals",0.0367279724593,31,NA
"bn","fr","basic_actions_and_technology",0.0500278106027,47,0.530416666666667
"bn","fr","body_parts",0.221249342204,78,NA
"bn","fr","clothing_and_grooming",0.0196172740764,26,NA
"bn","fr","cognition",0.307132676903,45,NA
"bn","fr","emotion_and_values",0.275403056403,37,NA
"bn","fr","food_and_drink",0.21237094181,38,NA
"bn","fr","kinship",0.263214779822,24,0.561428571428571
"bn","fr","law",0.486407984798,2,0.524545454545455
"bn","fr","motion",0.108586513242,43,NA
"bn","fr","physical_world",0.303578808392,50,NA
"bn","fr","posession",0.342328083834,29,NA
"bn","fr","quantity",0.626314615934,32,NA
"bn","fr","religion_and_belief",0.688057301322,4,0.583333333333333
"bn","fr","sense_perception",0.282399966918,41,NA
"bn","fr","social_and_political_relations",0.330996631518,14,0.511923076923077
"bn","fr","spatial_relations",0.265454169136,72,NA
"bn","fr","speech_and_language",-0.0380493977051,21,NA
"bn","fr","the_house",0.510538409567,15,0.503636363636364
"bn","fr","time",0.406121273413,49,NA
"bn","fr","warfare_and_hunting",0.278224649812,16,NA
"bn","ga","agriculture_and_vegetation",-0.0557514124535,17,0.545454545454546
"bn","ga","animals",0.0807988203303,25,NA
"bn","ga","basic_actions_and_technology",0.239055660067,37,0.42
"bn","ga","body_parts",0.0866567774655,66,NA
"bn","ga","clothing_and_grooming",-0.0780636254225,20,NA
"bn","ga","cognition",0.230712822769,41,NA
"bn","ga","emotion_and_values",0.388208120002,29,NA
"bn","ga","food_and_drink",0.0727081642248,29,NA
"bn","ga","kinship",0.283238556581,23,0.523571428571428
"bn","ga","law",-0.316719560567,2,0.527272727272728
"bn","ga","motion",0.398749673801,34,NA
"bn","ga","physical_world",0.222787083978,45,NA
"bn","ga","posession",0.387880382991,23,NA
"bn","ga","quantity",0.286494615196,32,NA
"bn","ga","religion_and_belief",-0.150792912733,4,0.6
"bn","ga","sense_perception",0.312932519229,38,NA
"bn","ga","social_and_political_relations",0.41750928132,16,0.601538461538462
"bn","ga","spatial_relations",0.311209177791,60,NA
"bn","ga","speech_and_language",0.0551651187604,20,NA
"bn","ga","the_house",0.407600914842,9,0.712727272727272
"bn","ga","time",0.381163063347,48,NA
"bn","ga","warfare_and_hunting",0.223298363776,12,NA
"bn","he","agriculture_and_vegetation",-0.0119247452034,18,0.454545454545454
"bn","he","animals",0.145021683578,29,NA
"bn","he","basic_actions_and_technology",0.248869861124,35,0.416666666666667
"bn","he","body_parts",0.30730204384,69,NA
"bn","he","clothing_and_grooming",-0.0641447664048,21,NA
"bn","he","cognition",0.205050241745,45,NA
"bn","he","emotion_and_values",0.230156890375,34,NA
"bn","he","food_and_drink",0.267077683105,35,NA
"bn","he","kinship",0.0103553074889,23,0.559285714285714
"bn","he","law",0.269960684534,2,0.807272727272727
"bn","he","motion",0.249561801069,49,NA
"bn","he","physical_world",0.174089935787,44,NA
"bn","he","posession",0.253664885666,27,NA
"bn","he","quantity",0.426106756293,35,NA
"bn","he","religion_and_belief",0.0569525454255,2,0.746666666666666
"bn","he","sense_perception",0.168423036724,38,NA
"bn","he","social_and_political_relations",0.323282424436,14,0.774230769230769
"bn","he","spatial_relations",0.10058093772,69,NA
"bn","he","speech_and_language",0.111222684161,18,NA
"bn","he","the_house",-0.0798215040207,12,0.75
"bn","he","time",0.445303729948,43,NA
"bn","he","warfare_and_hunting",0.171106502825,13,NA
"bn","hi","agriculture_and_vegetation",0.0899289070357,18,NA
"bn","hi","animals",0.205172501015,29,NA
"bn","hi","basic_actions_and_technology",0.312523187027,42,NA
"bn","hi","body_parts",0.174851079897,80,NA
"bn","hi","clothing_and_grooming",0.0579822172255,26,NA
"bn","hi","cognition",0.271732408614,46,NA
"bn","hi","emotion_and_values",0.0902404976779,33,NA
"bn","hi","food_and_drink",0.255468718194,35,NA
"bn","hi","kinship",0.257934998761,24,NA
"bn","hi","law",0.187457443547,2,NA
"bn","hi","motion",0.394813819256,46,NA
"bn","hi","physical_world",0.236154602008,45,NA
"bn","hi","posession",0.360384074271,27,NA
"bn","hi","quantity",0.674080193064,34,NA
"bn","hi","religion_and_belief",0.193191843137,3,NA
"bn","hi","sense_perception",0.219333314337,40,NA
"bn","hi","social_and_political_relations",0.214197438849,13,NA
"bn","hi","spatial_relations",0.388939662607,72,NA
"bn","hi","speech_and_language",0.316455225484,21,NA
"bn","hi","the_house",0.347517220232,13,NA
"bn","hi","time",0.560615076039,50,NA
"bn","hi","warfare_and_hunting",0.391216034201,13,NA
"bn","hr","agriculture_and_vegetation",0.0740734109306,21,NA
"bn","hr","animals",0.0680071500369,31,NA
"bn","hr","basic_actions_and_technology",0.0857986419842,38,NA
"bn","hr","body_parts",0.135677067987,74,NA
"bn","hr","clothing_and_grooming",0.116473904247,23,NA
"bn","hr","cognition",0.3429174615,43,NA
"bn","hr","emotion_and_values",0.0729550796908,35,NA
"bn","hr","food_and_drink",0.284755690407,35,NA
"bn","hr","kinship",0.354716076261,26,NA
"bn","hr","law",0.789256853204,2,NA
"bn","hr","motion",0.115075433176,47,NA
"bn","hr","physical_world",0.20974799101,47,NA
"bn","hr","posession",0.176714726866,28,NA
"bn","hr","quantity",0.57097260109,33,NA
"bn","hr","religion_and_belief",0.23563130483,4,NA
"bn","hr","sense_perception",0.290129215217,43,NA
"bn","hr","social_and_political_relations",0.170590374018,14,NA
"bn","hr","spatial_relations",0.355857875338,74,NA
"bn","hr","speech_and_language",0.0235431032097,22,NA
"bn","hr","the_house",0.0781202442895,14,NA
"bn","hr","time",0.32533531344,47,NA
"bn","hr","warfare_and_hunting",0.127668457423,16,NA
"bn","hu","agriculture_and_vegetation",0.146487221567,20,0.272727272727273
"bn","hu","animals",0.252026167122,30,NA
"bn","hu","basic_actions_and_technology",0.294963745427,41,0.476666666666666
"bn","hu","body_parts",0.17208411982,79,NA
"bn","hu","clothing_and_grooming",0.0601735427683,24,NA
"bn","hu","cognition",0.275003846181,47,NA
"bn","hu","emotion_and_values",0.353644010868,37,NA
"bn","hu","food_and_drink",0.140848202763,36,NA
"bn","hu","kinship",0.407627779771,24,0.550714285714285
"bn","hu","law",0.0887685575445,2,0.467272727272728
"bn","hu","motion",0.11655755374,48,NA
"bn","hu","physical_world",0.215441632227,50,NA
"bn","hu","posession",0.420033192713,29,NA
"bn","hu","quantity",0.486940766322,35,NA
"bn","hu","religion_and_belief",0.453080121958,4,0.601666666666666
"bn","hu","sense_perception",0.388218175551,41,NA
"bn","hu","social_and_political_relations",0.345172356743,15,0.546538461538462
"bn","hu","spatial_relations",0.347717736981,72,NA
"bn","hu","speech_and_language",0.273543022664,23,NA
"bn","hu","the_house",0.251255099778,15,0.642727272727272
"bn","hu","time",0.500116215589,50,NA
"bn","hu","warfare_and_hunting",0.254773960622,13,NA
"bn","is","agriculture_and_vegetation",0.145867451569,17,0.636363636363635
"bn","is","animals",0.219030731578,23,NA
"bn","is","basic_actions_and_technology",0.218222550633,43,0.525833333333333
"bn","is","body_parts",0.171583852338,70,NA
"bn","is","clothing_and_grooming",0.122671347674,18,NA
"bn","is","cognition",0.110691989045,40,NA
"bn","is","emotion_and_values",0.229389325844,28,NA
"bn","is","food_and_drink",0.241064408446,35,NA
"bn","is","kinship",0.131222185183,25,0.563214285714285
"bn","is","law",0.157025960819,2,0.793636363636363
"bn","is","motion",0.167683330662,51,NA
"bn","is","physical_world",0.156549590786,44,NA
"bn","is","posession",0.155781918152,29,NA
"bn","is","quantity",0.427909911601,31,NA
"bn","is","religion_and_belief",-0.453569250046,4,0.588333333333333
"bn","is","sense_perception",0.253449728292,34,NA
"bn","is","social_and_political_relations",0.365492345818,11,0.682307692307692
"bn","is","spatial_relations",0.126346861116,72,NA
"bn","is","speech_and_language",0.330300828238,20,NA
"bn","is","the_house",0.132334624002,11,0.555454545454545
"bn","is","time",0.45728608304,51,NA
"bn","is","warfare_and_hunting",0.568059512761,12,NA
"bn","it","agriculture_and_vegetation",0.245188574406,16,NA
"bn","it","animals",0.0559970869373,28,NA
"bn","it","basic_actions_and_technology",0.239910982289,37,NA
"bn","it","body_parts",0.115909503789,72,NA
"bn","it","clothing_and_grooming",0.146499205964,19,NA
"bn","it","cognition",0.254315307897,46,NA
"bn","it","emotion_and_values",0.193078621077,32,NA
"bn","it","food_and_drink",0.281165051513,35,NA
"bn","it","kinship",0.416245774426,27,NA
"bn","it","law",-0.247338506432,2,NA
"bn","it","motion",0.207923648029,49,NA
"bn","it","physical_world",0.229865246887,50,NA
"bn","it","posession",0.20748398558,24,NA
"bn","it","quantity",0.596426106081,32,NA
"bn","it","religion_and_belief",0.188065312801,4,NA
"bn","it","sense_perception",0.347540653645,39,NA
"bn","it","social_and_political_relations",-0.0826217424737,12,NA
"bn","it","spatial_relations",0.376005842003,67,NA
"bn","it","speech_and_language",0.103890598718,20,NA
"bn","it","the_house",0.195377260849,15,NA
"bn","it","time",0.56152883252,46,NA
"bn","it","warfare_and_hunting",0.146814125645,11,NA
"bn","ja","agriculture_and_vegetation",0.0694017582672,22,0.272727272727273
"bn","ja","animals",0.0622609834186,30,NA
"bn","ja","basic_actions_and_technology",0.334540293932,29,0.565416666666667
"bn","ja","body_parts",0.138606418053,68,NA
"bn","ja","clothing_and_grooming",0.188058783461,21,NA
"bn","ja","cognition",0.112440252495,34,NA
"bn","ja","emotion_and_values",0.353747757781,27,NA
"bn","ja","food_and_drink",-0.0609458816922,25,NA
"bn","ja","kinship",0.291459405534,21,0.667500000000001
"bn","ja","law",-0.320818942606,2,0.445454545454545
"bn","ja","motion",0.276112345019,33,NA
"bn","ja","physical_world",0.106957111931,46,NA
"bn","ja","posession",0.224381382673,17,NA
"bn","ja","quantity",0.509303501483,28,NA
"bn","ja","religion_and_belief",0.392718612655,4,0.583333333333333
"bn","ja","sense_perception",0.247475138899,31,NA
"bn","ja","social_and_political_relations",0.0903143289937,9,0.573076923076924
"bn","ja","spatial_relations",0.291917690386,45,NA
"bn","ja","speech_and_language",0.18244408394,18,NA
"bn","ja","the_house",0.318367564103,10,0.727272727272728
"bn","ja","time",0.632772907215,41,NA
"bn","ja","warfare_and_hunting",0.49302812443,10,NA
"bn","ka","agriculture_and_vegetation",0.157644749478,19,NA
"bn","ka","animals",0.188182757319,29,NA
"bn","ka","basic_actions_and_technology",0.133733504402,32,NA
"bn","ka","body_parts",0.159882178648,76,NA
"bn","ka","clothing_and_grooming",0.182329619595,22,NA
"bn","ka","cognition",0.202975144016,38,NA
"bn","ka","emotion_and_values",0.237539360901,32,NA
"bn","ka","food_and_drink",0.416533405942,31,NA
"bn","ka","kinship",0.308554664661,24,NA
"bn","ka","law",-0.089852609943,2,NA
"bn","ka","motion",0.0625636738966,35,NA
"bn","ka","physical_world",0.220210878638,49,NA
"bn","ka","posession",-0.0142899746018,22,NA
"bn","ka","quantity",0.452262823238,34,NA
"bn","ka","religion_and_belief",0.287349573151,4,NA
"bn","ka","sense_perception",0.247138650704,36,NA
"bn","ka","social_and_political_relations",0.166265734486,13,NA
"bn","ka","spatial_relations",0.237955557693,59,NA
"bn","ka","speech_and_language",0.23265058778,20,NA
"bn","ka","the_house",0.232750672587,14,NA
"bn","ka","time",0.463339582582,48,NA
"bn","ka","warfare_and_hunting",0.2524111751,12,NA
"bn","kk","agriculture_and_vegetation",-0.0616707362859,19,0.776363636363637
"bn","kk","animals",0.117642634995,26,NA
"bn","kk","basic_actions_and_technology",0.203156402734,42,0.666666666666666
"bn","kk","body_parts",0.0825690804312,75,NA
"bn","kk","clothing_and_grooming",0.133523420546,23,NA
"bn","kk","cognition",0.0743374841555,42,NA
"bn","kk","emotion_and_values",0.192924202227,31,NA
"bn","kk","food_and_drink",0.145011653246,33,NA
"bn","kk","kinship",0.20344335207,25,0.505714285714286
"bn","kk","law",-0.207317707925,1,0.694545454545454
"bn","kk","motion",0.305370614883,49,NA
"bn","kk","physical_world",0.358403977544,50,NA
"bn","kk","posession",0.264584543479,25,NA
"bn","kk","quantity",0.303701694597,35,NA
"bn","kk","religion_and_belief",0.0334804738688,4,0.918333333333333
"bn","kk","sense_perception",0.186449228071,36,NA
"bn","kk","social_and_political_relations",0.231685660911,12,0.832307692307692
"bn","kk","spatial_relations",0.313943214646,65,NA
"bn","kk","speech_and_language",0.179187613932,22,NA
"bn","kk","the_house",-0.204429555817,13,0.909090909090908
"bn","kk","time",0.318732846587,45,NA
"bn","kk","warfare_and_hunting",0.196650408931,15,NA
"bn","kl","animals",1,1,NA
"bn","kl","body_parts",0,2,NA
"bn","kl","cognition",-0.0357512482445,2,NA
"bn","kl","food_and_drink",NA,0,NA
"bn","kl","kinship",1,1,0.688928571428572
"bn","kl","law",NA,0,0.560909090909091
"bn","kl","motion",0.752289029721,1,NA
"bn","kl","physical_world",0.0559418011815,2,NA
"bn","kl","quantity",0.277988316895,7,NA
"bn","kl","religion_and_belief",NA,0,0.618333333333333
"bn","kl","sense_perception",1,1,NA
"bn","kl","social_and_political_relations",0.917939933462,1,0.660384615384616
"bn","kl","spatial_relations",-0.424643223349,2,NA
"bn","kl","speech_and_language",1,2,NA
"bn","kl","time",0.392764850866,15,NA
"bn","kl","warfare_and_hunting",1,1,NA
"bn","kn","agriculture_and_vegetation",0.41275015927,18,NA
"bn","kn","animals",0.229718999297,28,NA
"bn","kn","basic_actions_and_technology",0.261173063523,33,NA
"bn","kn","body_parts",0.189360056879,72,NA
"bn","kn","clothing_and_grooming",0.49935628308,17,NA
"bn","kn","cognition",0.266523017856,27,NA
"bn","kn","emotion_and_values",0.304612237279,28,NA
"bn","kn","food_and_drink",0.325357748875,28,NA
"bn","kn","kinship",0.387524062722,22,NA
"bn","kn","law",-0.238665061788,2,NA
"bn","kn","motion",0.155118888692,36,NA
"bn","kn","physical_world",0.378916954846,42,NA
"bn","kn","posession",0.223936030855,13,NA
"bn","kn","quantity",0.445636970524,28,NA
"bn","kn","religion_and_belief",0.406675387059,4,NA
"bn","kn","sense_perception",0.366024284133,33,NA
"bn","kn","social_and_political_relations",0.191501746982,10,NA
"bn","kn","spatial_relations",0.206164026715,51,NA
"bn","kn","speech_and_language",-0.000393157101007,15,NA
"bn","kn","the_house",0.151342234584,14,NA
"bn","kn","time",0.595007879028,30,NA
"bn","kn","warfare_and_hunting",-0.101209227844,8,NA
"bn","ko","agriculture_and_vegetation",0.00104656008607,16,0.090909090909091
"bn","ko","animals",0.0426644136053,24,NA
"bn","ko","basic_actions_and_technology",0.200473272209,29,0.666666666666666
"bn","ko","body_parts",0.00456870851445,64,NA
"bn","ko","clothing_and_grooming",0.197372898014,17,NA
"bn","ko","cognition",0.192346492801,33,NA
"bn","ko","emotion_and_values",0.356327238755,25,NA
"bn","ko","food_and_drink",0.416365701325,24,NA
"bn","ko","kinship",0.366021338278,21,0.597857142857142
"bn","ko","law",0.618679877946,2,0.726363636363637
"bn","ko","motion",0.0844620159346,28,NA
"bn","ko","physical_world",0.132855012135,41,NA
"bn","ko","posession",0.276563863554,18,NA
"bn","ko","quantity",0.208882436023,22,NA
"bn","ko","religion_and_belief",0.085578837432,3,0.426666666666667
"bn","ko","sense_perception",0.285939914859,37,NA
"bn","ko","social_and_political_relations",0.120138439759,11,0.653461538461538
"bn","ko","spatial_relations",0.190675703827,50,NA
"bn","ko","speech_and_language",0.353490727324,16,NA
"bn","ko","the_house",0.257140049381,7,0.636363636363635
"bn","ko","time",0.459682448517,37,NA
"bn","ko","warfare_and_hunting",0.450743270643,14,NA
"bn","la","agriculture_and_vegetation",-0.202842958289,19,0.090909090909091
"bn","la","animals",-0.0964014258314,29,NA
"bn","la","basic_actions_and_technology",0.271825416139,36,0.498333333333333
"bn","la","body_parts",0.229681930668,72,NA
"bn","la","clothing_and_grooming",-0.033845044598,21,NA
"bn","la","cognition",0.0148638085423,43,NA
"bn","la","emotion_and_values",-0.0222577427303,32,NA
"bn","la","food_and_drink",0.0882195997595,24,NA
"bn","la","kinship",0.0975100333483,24,0.592142857142856
"bn","la","law",0.727445987025,2,0.614545454545454
"bn","la","motion",0.201476349679,37,NA
"bn","la","physical_world",0.0424259943806,46,NA
"bn","la","posession",0.264874061256,27,NA
"bn","la","quantity",0.383893944443,32,NA
"bn","la","religion_and_belief",0.281617741527,3,0.418333333333333
"bn","la","sense_perception",0.119284624729,34,NA
"bn","la","social_and_political_relations",0.18078451006,13,0.580384615384616
"bn","la","spatial_relations",0.352032036714,67,NA
"bn","la","speech_and_language",0.0737260540893,21,NA
"bn","la","the_house",0.0399307502957,13,0.575454545454545
"bn","la","time",0.283777747747,47,NA
"bn","la","warfare_and_hunting",0.327547847565,13,NA
"bn","lt","agriculture_and_vegetation",0.11076115241,23,0.363636363636364
"bn","lt","animals",-0.0682670281046,29,NA
"bn","lt","basic_actions_and_technology",0.20528261717,44,0.505416666666667
"bn","lt","body_parts",0.24382971438,79,NA
"bn","lt","clothing_and_grooming",0.1642599225,24,NA
"bn","lt","cognition",0.191798256572,47,NA
"bn","lt","emotion_and_values",0.216747743594,35,NA
"bn","lt","food_and_drink",0.172521806813,34,NA
"bn","lt","kinship",0.378478539078,25,0.597857142857142
"bn","lt","law",0.807923740472,2,0.523636363636364
"bn","lt","motion",0.33612438843,47,NA
"bn","lt","physical_world",0.316121794846,50,NA
"bn","lt","posession",0.247648675263,27,NA
"bn","lt","quantity",0.530924131245,32,NA
"bn","lt","religion_and_belief",0.226795343083,4,0.605
"bn","lt","sense_perception",0.304180128539,38,NA
"bn","lt","social_and_political_relations",0.326886996362,13,0.572692307692308
"bn","lt","spatial_relations",0.238070118162,75,NA
"bn","lt","speech_and_language",0.119261943863,23,NA
"bn","lt","the_house",-0.138260529085,13,0.648181818181818
"bn","lt","time",0.442075785983,48,NA
"bn","lt","warfare_and_hunting",0.365728803758,15,NA
"bn","lv","agriculture_and_vegetation",0.0513074506355,21,0.272727272727273
"bn","lv","animals",0.0828262274887,27,NA
"bn","lv","basic_actions_and_technology",0.290936397582,37,0.416666666666667
"bn","lv","body_parts",0.204622668301,77,NA
"bn","lv","clothing_and_grooming",-0.0216072749254,24,NA
"bn","lv","cognition",0.205871366297,38,NA
"bn","lv","emotion_and_values",0.352613224075,28,NA
"bn","lv","food_and_drink",0.0438116834021,33,NA
"bn","lv","kinship",0.23258130387,24,0.523928571428571
"bn","lv","law",0.446659295028,2,0.621818181818181
"bn","lv","motion",0.0951323925101,36,NA
"bn","lv","physical_world",0.22560166851,50,NA
"bn","lv","posession",0.151560191529,26,NA
"bn","lv","quantity",0.580277426116,32,NA
"bn","lv","religion_and_belief",0.267119938522,4,0.61
"bn","lv","sense_perception",0.375547394172,40,NA
"bn","lv","social_and_political_relations",0.182795212059,13,0.686153846153847
"bn","lv","spatial_relations",0.297842682282,72,NA
"bn","lv","speech_and_language",0.0963900320825,23,NA
"bn","lv","the_house",0.31325595091,11,0.818181818181818
"bn","lv","time",0.570468170071,51,NA
