"","lingDomain","cultDomainDP","convergenceWarnings","numCultVars","raw.r","lmeModel.CultSimilarity.Beta","lmeModel.CultSimilarity.logLikelihoodDifference","lmeModel.CultSimilarity.ChiSquared","lmeModel.CultSimilarity.p","lmeModel.CultSimilarity.p.adjusted"
"157","Animals","Politics","boundary (singular) fit: see ?isSingular;Model failed to converge with max|grad| = 0.00222093 (tol = 0.002, component 1)",12,-0.403583942387963,0.298506321763729,8.6,17.1068119002621,3.53353411276087e-05,0.00593633730943826
"158","Animals","Ritual","boundary (singular) fit: see ?isSingular;boundary (singular) fit: see ?isSingular",7,-0.046512523330381,0.0363375720146145,0.18,0.355857369763271,0.550815996729974,1
"159","Animals","Labour","boundary (singular) fit: see ?isSingular;boundary (singular) fit: see ?isSingular",22,0.0285820707234966,-0.0283856065552807,0.22,0.443330192940266,0.50551947716885,1
"160","Animals","Property","boundary (singular) fit: see ?isSingular;boundary (singular) fit: see ?isSingular",4,-0.0463331316001925,-0.148506623518409,3.3,6.65682269677393,0.0098776881091435,1
"161","Animals","Housing","boundary (singular) fit: see ?isSingular;boundary (singular) fit: see ?isSingular",10,0.00747301096340357,0.0174032483603343,0.068,0.136750512537901,0.71153305417229,1
"162","Quantity","Subsistence","Model failed to converge with max|grad| = 0.00335459 (tol = 0.002, component 1);",11,-0.253330597418635,0.25487839147022,2.8,5.6377373279272,0.0175778781202039,1
"163","Quantity","Marriage and Kinship",";Model failed to converge with max|grad| = 0.00242775 (tol = 0.002, component 1)",24,-0.16242513470917,-0.113614525978221,0.15,0.3000266288077,0.58386572738345,1
"164","Quantity","Settlement","boundary (singular) fit: see ?isSingular;boundary (singular) fit: see ?isSingular",2,-0.393568439616114,0.408043546578196,6.9,13.7107894577385,0.000213225984400029,0.0358219653792049
"165","Quantity","Politics","boundary (singular) fit: see ?isSingular;",12,-0.253450694476561,0.326268021331174,3.5,6.97255835355361,0.0082769077996255,1
"166","Quantity","Ritual","",7,-0.0846671607896352,-0.068528403743677,0.16,0.323648617193498,0.569423166014177,1
"167","Quantity","Labour","boundary (singular) fit: see ?isSingular;boundary (singular) fit: see ?isSingular",22,-0.0162738692368788,-0.0428006407330837,0.19,0.388137780836132,0.53327989085541,1
"168","Quantity","Property","boundary (singular) fit: see ?isSingular;boundary (singular) fit: see ?isSingular",4,-0.100395410610973,-0.142232755386181,1,2.06712170579897,0.150505332068128,1
"169","Quantity","Housing","boundary (singular) fit: see ?isSingular;boundary (singular) fit: see ?isSingular",10,-0.0152261678939025,0.0209066175623644,0.01,0.0203370120515274,0.886599860980849,1
