"meaning","language","word","lingpy.cognate","expert.cognate","word.count","corpora.size","corpora.type","corpus","states","taxa","word.type","glottocode","source.ids","mean.roc","sd.roc"
"D","Greek","κόρη","DA","misc",76119,1958348129,"web","Greek Web 2014 (elTenTen14)",10,"Greek_Mod","kinterm","mode1248",NA,2.73187049748366,0.00819676789974682
"D","Polish","córka","EL","i",188243,7796796565,"web","Polish Web 2012 (plTenTen12)",10,"Polish","kinterm","poli1260","IE71(261);IE59(143);IE146(754)",2.73187049748366,0.00819676789974682
"D","Catalan","filla","AT","latin",8635,4189954719,"web","Catalan Web 2014 (caTenTen14)",10,"Catalan","kinterm","stan1289","IE285(4);IE286(416)",2.73187049748366,0.00819676789974682
"D","Tajik","duhtar","IM","i",NA,NA,NA,NA,10,"Tadzik","kinterm","taji1245","IE207(33,34)",2.73187049748366,0.00819676789974682
"D","English","daughter","CF","i",2321,39502648,"web","pukWaC (ukWaC parsed with MaltParser)",10,"English_ST","kinterm","stan1293","IE72",2.73187049748366,0.00819676789974682
"D","Nepali","chori","DA","misc",NA,NA,NA,NA,10,"Nepali_List","kinterm","nepa1254","DR7(105);IE197(30);IE293(203);IE376(81)",2.73187049748366,0.00819676789974682
"D","Lahnda","beṭī","GY","indian2",NA,NA,NA,NA,10,"Lahnda","kinterm","lahn1241","IE293(455)",2.73187049748366,0.00819676789974682
"D","Catalan","filla","AT","latin",8259,4189954719,"web","Catalan Web 2014 (caTenTen14)",10,"Catalan","kinterm","stan1289","IE285(4);IE286(416)",2.73187049748366,0.00819676789974682
"D","English","daughter","CF","i",2239,17400000,"written","CELEX",10,"English_ST","kinterm","stan1293","IE72",2.73187049748366,0.00819676789974682
"D","Dutch","dochter","BW","i",156280,2576596803,"web","Dutch Web 2014 (nlTenTen14)",10,"Dutch_List","kinterm","dutc1256","IE73",2.73187049748366,0.00819676789974682
"D","English","daughter","CF","i",66,17400000,"spoken","CELEX",10,"English_ST","kinterm","stan1293","IE72",2.73187049748366,0.00819676789974682
"D","French","fille","CO","latin",417.03,1.5e+07,"written","lexique corpus",10,"French","kinterm","stan1290","IE80(156,167)",2.73187049748366,0.00819676789974682
"D","Dutch","dochter","BW","i",338,42400000,"written","Dutch Instituut voor Nederlandse Lexicologie text corpora (written) (mysterious) Corpus Gesproken Nederlands (spoken)",10,"Dutch_List","kinterm","dutc1256","IE73",2.73187049748366,0.00819676789974682
"D","Welsh","merch","FI","celtic",NA,NA,NA,NA,10,"Welsh_C","kinterm","wels1247","IE174(42);IE288(105); IE339",2.73187049748366,0.00819676789974682
"D","Russian","дочь","EZ","i",113.27,8200000,"spoken","Russian NC via Leeds",10,"Russian","kinterm","russ1263",NA,2.73187049748366,0.00819676789974682
"D","Breton","merc'h","AB","celtic",NA,NA,NA,NA,10,"Breton_List","kinterm","bret1244","IE182(366);IE82(93,96);IE288(105)",2.73187049748366,0.00819676789974682
"D","Russian","дочь","EZ","i",589758,14553856113,"web","Russian Web 2011 (ruTenTen11)",10,"Russian","kinterm","russ1263",NA,2.73187049748366,0.00819676789974682
"F","German","Vater","CW","i2",62,5400000,"spoken","CELEX",7,"German_ST","kinterm","stan1295","IE74;IE234(268)",2.58093634467001,0.00769609330977789
"F","Belarusian","bác'ka","GN","bulgarian",NA,NA,NA,NA,7,"Byelorussian","kinterm","bela1254","IE146(941);IE296(319);IE332(13)",2.58093634467001,0.00769609330977789
"F","Hindi","baːbuː","FR","indian1",NA,NA,NA,NA,7,"Hindi","kinterm","hind1269",NA,2.58093634467001,0.00769609330977789
"F","Oriya","bappa","AK","bulgarian",NA,NA,NA,NA,7,"Oriya","kinterm","oriy1255","DR7(145);IE224(71);IE9(107)",2.58093634467001,0.00769609330977789
"F","Serbian","otac",NA,"slavic",33524,5.54e+08,"web","scWaC",7,"Serbocroatian","kinterm","sout1528","IE20(47);IE65(25);IE63(46);IE12(146)",2.58093634467001,0.00769609330977789
"F","Czech","otec","BD","slavic",133,1700000,"spoken","UCNK:SYN2015 (written) ORAL2013 (spoken)",7,"Czech","kinterm","czec1258","IE146(527);IE288(103)",2.58093634467001,0.00769609330977789
"F","Sindhi","bābo","FR","indian1",NA,NA,NA,NA,7,"Sindhi","kinterm","sind1272","DR7(98);IE9(108)",2.58093634467001,0.00769609330977789
"F","Spanish","padre","AU","i1",5321,1e+08,"written","CoE",7,"Spanish","kinterm","stan1288","IE80(156-167)",2.58093634467001,0.00769609330977789
"F","Spanish","padre","AU","i1",2700891,9497402122,"web","Spanish Web 2011 (esTenTen11, Eu + Am, Freeling v4)",7,"Spanish","kinterm","stan1288","IE80(156-167)",2.58093634467001,0.00769609330977789
"F","Irish","athair","DK","celtic",NA,NA,NA,NA,7,"Irish_A","kinterm","iris1253","IE180(144,145,209,229);IE225(432);IE182(103)",2.58093634467001,0.00769609330977789
"F","Czech","otec","BD","slavic",38211,1700000,"written","UCNK:SYN2015 (written) ORAL2013 (spoken)",7,"Czech","kinterm","czec1258","IE146(527);IE288(103)",2.58093634467001,0.00769609330977789
"F","German","Vater","CW","i2",1901338,16534176369,"web","German Web 2013 (deTenTen13)",7,"German_ST","kinterm","stan1295","IE74;IE234(268)",2.58093634467001,0.00769609330977789
"F","Italian","padre","AU","i1",377817,2588873046,"web","Italian Web 2010 (itTenTen)",7,"Italian","kinterm","ital1282","IE80(156,167)",2.58093634467001,0.00769609330977789
"F","Marathi","pit̪aː","GI","i1",NA,NA,NA,NA,7,"Marathi","kinterm","mara1378",NA,2.58093634467001,0.00769609330977789
"F","Albanian","babë","FR","indian1",94,16700000,"spoken","Albanian NC",7,"Albanian_Top","kinterm","alba1267","IE12(155);IE20(69)",2.58093634467001,0.00769609330977789
"F","German","Vater","CW","i2",2470267,16534176369,"web","German Web 2013 (deTenTen13)",7,"German_ST","kinterm","stan1295","IE74;IE234(268)",2.58093634467001,0.00769609330977789
"F","Czech","otec","BD","slavic",723528,4175089440,"web","Czech Web 2012 (czTenTen12 v8)",7,"Czech","kinterm","czec1258","IE146(527);IE288(103)",2.58093634467001,0.00769609330977789
"F","Macedonian","татко","ET","slavic",NA,NA,NA,NA,7,"Macedonian","kinterm","mace1250",NA,2.58093634467001,0.00769609330977789
"F","Norwegian","far","BP","i2",270189,1698481187,"web","Norwegian Web 2015 (noTenTen15) Bokmal and Nynorsk",7,"Riksmal","kinterm","norw1259","IE89(95)",2.58093634467001,0.00769609330977789
"F","Polish","ojciec","BD","slavic",31671,3e+08,"written","Polish NC written PELCRA spoken",7,"Polish","kinterm","poli1260","IE71(260);IE59(142);IE146(754)",2.58093634467001,0.00769609330977789
"F","Swedish","far","BP","i2",264264,3411216955,"web","Swedish Web 2014 (svTenTen14)",7,"Swedish_List","kinterm","swed1254","IE995;IE89(94)",2.58093634467001,0.00769609330977789
"F","Bulgarian","баща","AK","bulgarian",NA,1.95e+09,"spoken","Bulgarian NC",7,"Bulgarian","kinterm","bulg1262",NA,2.58093634467001,0.00769609330977789
"F","Dutch","vader","BX","i2",265279,2576596803,"web","Dutch Web 2014 (nlTenTen14)",7,"Dutch_List","kinterm","dutc1256","IE73",2.58093634467001,0.00769609330977789
"F","Portuguese","pai","EP","i1",1276533,3900501097,"web","Portuguese Web 2011 (ptTenTen11, Freeling v3)",7,"Portuguese_ST","kinterm","port1283","IE80(166)",2.58093634467001,0.00769609330977789
"F","Polish","ojciec","BD","slavic",197,3e+08,"spoken","Polish NC written PELCRA spoken",7,"Polish","kinterm","poli1260","IE71(260);IE59(142);IE146(754)",2.58093634467001,0.00769609330977789
"F","French","père","CP","i1",1709147,9889689889,"web","French Web 2012 (frTenTen12)",7,"French","kinterm","stan1290","IE80(156,167)",2.58093634467001,0.00769609330977789
"F","Italian","padre","AU","i1",442085,2588873046,"web","Italian Web 2010 (itTenTen)",7,"Italian","kinterm","ital1282","IE80(156,167)",2.58093634467001,0.00769609330977789
"F","Spanish","padre","AU","i1",1215,1e+08,"spoken","CoE",7,"Spanish","kinterm","stan1288","IE80(156-167)",2.58093634467001,0.00769609330977789
"F","Spanish","padre","AU","i1",1107300,9497402122,"web","Spanish Web 2011 (esTenTen11, Eu + Am, Freeling v4)",7,"Spanish","kinterm","stan1288","IE80(156-167)",2.58093634467001,0.00769609330977789
"F","Croatian","otac","BD","slavic",89894,1.21e+09,"web","hrWaC",7,"Serbocroatian_Croatia","kinterm","sout1528","IE20(47);IE65(25);IE63(46);IE12(146)",2.58093634467001,0.00769609330977789
"F","Swedish","far","BP","i2",31147,3411216955,"web","Swedish Web 2014 (svTenTen14)",7,"Swedish_List","kinterm","swed1254","IE995;IE89(94)",2.58093634467001,0.00769609330977789
"F","Catalan","pare","AU","i1",34785,4189954719,"web","Catalan Web 2014 (caTenTen14)",7,"Catalan","kinterm","stan1289","IE286(416)",2.58093634467001,0.00769609330977789
"F","Dutch","vader","BX","i2",24408,42400000,"written","Dutch Instituut voor Nederlandse Lexicologie text corpora (written) (mysterious) Corpus Gesproken Nederlands (spoken)",7,"Dutch_List","kinterm","dutc1256","IE73",2.58093634467001,0.00769609330977789
"F","German","Vater","CW","i2",1344,5400000,"written","CELEX",7,"German_ST","kinterm","stan1295","IE74;IE234(268)",2.58093634467001,0.00769609330977789
"F","Urdu","bāp","GB","indian1",NA,NA,NA,NA,7,"Urdu","kinterm","urdu1245","IE188(344,345);IE292",2.58093634467001,0.00769609330977789
"F","Swedish","far","BP","i2",NA,1e+06,"spoken","SUC",7,"Swedish_List","kinterm","swed1254","IE995;IE89(94)",2.58093634467001,0.00769609330977789
"F","Assamese","āp","GB","indian1",NA,NA,NA,NA,7,"Assamese","kinterm","assa1263","DR7(103)",2.58093634467001,0.00769609330977789
"F","Danish","far","BP","i2",293569,2042601251,"web","Danish Web 2014 (daTenTen14)",7,"Danish","kinterm","dani1285","IE996;IE89(95)",2.58093634467001,0.00769609330977789
"F","Bengali","pitā","GI","i1",NA,NA,NA,NA,7,"Bengali","kinterm","beng1280","IE508",2.58093634467001,0.00769609330977789
"F","Polish","ojciec","BD","slavic",2456770,7796796565,"web","Polish Web 2012 (plTenTen12)",7,"Polish","kinterm","poli1260","IE71(260);IE59(142);IE146(754)",2.58093634467001,0.00769609330977789
"F","Portuguese","pai","EP","i1",15710,4.5e+07,"written","CoP",7,"Portuguese_ST","kinterm","port1283","IE80(166)",2.58093634467001,0.00769609330977789
"F","Portuguese","pai","EP","i1",554342,3900501097,"web","Portuguese Web 2011 (ptTenTen11, Freeling v3)",7,"Portuguese_ST","kinterm","port1283","IE80(166)",2.58093634467001,0.00769609330977789
"F","Italian","padre","AU","i1",7,1.3e+08,"spoken","CORIS",7,"Italian","kinterm","ital1282","IE80(156,167)",2.58093634467001,0.00769609330977789
"F","Dutch","vader","BX","i2",65424,42400000,"spoken","Dutch Instituut voor Nederlandse Lexicologie text corpora (written) (mysterious) Corpus Gesproken Nederlands (spoken)",7,"Dutch_List","kinterm","dutc1256","IE73",2.58093634467001,0.00769609330977789
"F","English","father","CG","i2",146,17400000,"spoken","CELEX",7,"English_ST","kinterm","stan1293","IE72",2.58093634467001,0.00769609330977789
"F","Albanian","babë","FR","indian1",444,16700000,"written","Albanian NC",7,"Albanian_Top","kinterm","alba1267","IE12(155);IE20(69)",2.58093634467001,0.00769609330977789
"F","Avestan","pitar-","GI","i1",NA,NA,NA,NA,7,"Avestan","kinterm","aves1237","IE507",2.58093634467001,0.00769609330977789
"F","Slovak","otec","BD","slavic",NA,NA,NA,NA,7,"Slovak","kinterm","slov1269","IE146(587);IE177(100);IE301(36,40,41,49)",2.58093634467001,0.00769609330977789
"F","Ossetic","fyd","HX","misc",NA,NA,NA,NA,7,"Iron_Ossetic","kinterm","osse1245","IE211(189,190);IE205(41)",2.58093634467001,0.00769609330977789
"F","Ukrainian","oteć","BD","slavic",NA,NA,NA,NA,7,"Ukrainian","kinterm","ukra1253","IE297(314)",2.58093634467001,0.00769609330977789
"F","Icelandic","faðir","DK","i2",212,6.5e+07,"written","textasafn",7,"Icelandic_ST","kinterm","icel1247",NA,2.58093634467001,0.00769609330977789
"F","Romanian","tată","ET","misc",3741,4.1e+07,"written","ROMBAC",7,"Romanian_List","kinterm","roma1327",NA,2.58093634467001,0.00769609330977789
"F","Portuguese","pai","EP","i1",802,4.5e+07,"spoken","CoP",7,"Portuguese_ST","kinterm","port1283","IE80(166)",2.58093634467001,0.00769609330977789
"F","Icelandic","faðir","DK","i2",7,6.5e+07,"spoken","textasafn",7,"Icelandic_ST","kinterm","icel1247",NA,2.58093634467001,0.00769609330977789
"F","Latvian","tevs","EA","slavic",NA,NA,NA,NA,7,"Latvian","kinterm","latv1249",NA,2.58093634467001,0.00769609330977789
"F","Russian","отец","BD","slavic",3018176,14553856113,"web","Russian Web 2011 (ruTenTen11)",7,"Russian","kinterm","russ1263",NA,2.58093634467001,0.00769609330977789
"F","Kashmiri","mol","HC","misc",NA,NA,NA,NA,7,"Kashmiri","kinterm","kash1277","IE43(231);IE42(40);IE121(224);IE218(194)",2.58093634467001,0.00769609330977789
"F","Dutch","vader","BX","i2",338758,2576596803,"web","Dutch Web 2014 (nlTenTen14)",7,"Dutch_List","kinterm","dutc1256","IE73",2.58093634467001,0.00769609330977789
"F","English","father","CG","i2",5240,17400000,"written","CELEX",7,"English_ST","kinterm","stan1293","IE72",2.58093634467001,0.00769609330977789
"F","Russian","отец","BD","slavic",478.56,8200000,"spoken","Russian NC via Leeds",7,"Russian","kinterm","russ1263",NA,2.58093634467001,0.00769609330977789
"F","English","father","CG","i2",3173,39502648,"web","pukWaC (ukWaC parsed with MaltParser)",7,"English_ST","kinterm","stan1293","IE72",2.58093634467001,0.00769609330977789
"F","Romanian","tată","ET","misc",19883,44729032,"web","Romanian Web (roWaC)",7,"Romanian_List","kinterm","roma1327",NA,2.58093634467001,0.00769609330977789
"F","Danish","far","BP","i2",394014,2042601251,"web","Danish Web 2014 (daTenTen14)",7,"Danish","kinterm","dani1285","IE996;IE89(95)",2.58093634467001,0.00769609330977789
"F","Romanian","tată","ET","misc",NA,4.1e+07,"spoken","ROMBAC",7,"Romanian_List","kinterm","roma1327",NA,2.58093634467001,0.00769609330977789
"F","Swedish","far","BP","i2",370,1e+06,"written","SUC",7,"Swedish_List","kinterm","swed1254","IE995;IE89(94)",2.58093634467001,0.00769609330977789
"F","Catalan","pare","AU","i1",4874,4189954719,"web","Catalan Web 2014 (caTenTen14)",7,"Catalan","kinterm","stan1289","IE286(416)",2.58093634467001,0.00769609330977789
"F","Welsh","tad","AC","celtic",NA,NA,NA,NA,7,"Welsh_C","kinterm","wels1247","IE174(42);IE173(119);IE288(103); IE339",2.58093634467001,0.00769609330977789
"F","French","père","CP","i1",2068530,9889689889,"web","French Web 2012 (frTenTen12)",7,"French","kinterm","stan1290","IE80(156,167)",2.58093634467001,0.00769609330977789
"F","Gujarati","pitā","GI","i1",NA,NA,NA,NA,7,"Gujarati","kinterm","guja1252","IE9(106);IE96(209)",2.58093634467001,0.00769609330977789
"F","Frisian","heit","GU","misc",NA,NA,NA,NA,7,"Frisian","kinterm","fris1239","IE305;IE307;IE348",2.58093634467001,0.00769609330977789
"F","Russian","отец","BD","slavic",960736,14553856113,"web","Russian Web 2011 (ruTenTen11)",7,"Russian","kinterm","russ1263",NA,2.58093634467001,0.00769609330977789
"F","Lithuanian","tevas","EA","slavic",NA,NA,NA,NA,7,"Lithuanian_ST","kinterm","lith1251",NA,2.58093634467001,0.00769609330977789
"F","French","père","CP","i1",879.31,1.5e+07,"spoken","lexique corpus",7,"French","kinterm","stan1290","IE80(156,167)",2.58093634467001,0.00769609330977789
"F","Norwegian","far","BP","i2",152857,1698481187,"web","Norwegian Web 2015 (noTenTen15) Bokmal and Nynorsk",7,"Riksmal","kinterm","norw1259","IE89(95)",2.58093634467001,0.00769609330977789
"F","Breton","tad","AC","celtic",NA,NA,NA,NA,7,"Breton_List","kinterm","bret1244","IE182(361);IE82(92,93);IE288(103); IE83",2.58093634467001,0.00769609330977789
"F","Bulgarian","баща","AK","bulgarian",139647,1.95e+09,"written","Bulgarian NC",7,"Bulgarian","kinterm","bulg1262",NA,2.58093634467001,0.00769609330977789
"F","English","father","CG","i2",3771,39502648,"web","pukWaC (ukWaC parsed with MaltParser)",7,"English_ST","kinterm","stan1293","IE72",2.58093634467001,0.00769609330977789
"F","Russian","отец","BD","slavic",37192.44,8200000,"written","Russian NC via Leeds",7,"Russian","kinterm","russ1263",NA,2.58093634467001,0.00769609330977789
"F","Greek","πατέρας","DB","i1",95044,1958348129,"web","Greek Web 2014 (elTenTen14)",7,"Greek_Mod","kinterm","mode1248",NA,2.58093634467001,0.00769609330977789
"F","Nepali","bābu","FR","indian1",NA,NA,NA,NA,7,"Nepali_List","kinterm","nepa1254","DR7(103);IE197(29);IE293(427,434)",2.58093634467001,0.00769609330977789
"F","Lahnda","peō","HK","misc",NA,NA,NA,NA,7,"Lahnda","kinterm","lahn1241","IE337(133,6,8,9);IE292(18);IE338(48,50)",2.58093634467001,0.00769609330977789
"F","Tajik","padar","BX","i1",NA,NA,NA,NA,7,"Tadzik","kinterm","taji1245","IE208(478);IE323(532)",2.58093634467001,0.00769609330977789
"F","Polish","ojciec","BD","slavic",393031,7796796565,"web","Polish Web 2012 (plTenTen12)",7,"Polish","kinterm","poli1260","IE71(260);IE59(142);IE146(754)",2.58093634467001,0.00769609330977789
"F","Bulgarian","баща","AK","bulgarian",66750,704955109,"web","Bulgarian Web 2012 (bgTenTen12)",7,"Bulgarian","kinterm","bulg1262",NA,2.58093634467001,0.00769609330977789
"F","Czech","otec","BD","slavic",260720,4175089440,"web","Czech Web 2012 (czTenTen12 v8)",7,"Czech","kinterm","czec1258","IE146(527);IE288(103)",2.58093634467001,0.00769609330977789
"F","Italian","padre","AU","i1",37898,1.3e+08,"written","CORIS",7,"Italian","kinterm","ital1282","IE80(156,167)",2.58093634467001,0.00769609330977789
"F","Romanian","tată","ET","misc",2918,44729032,"web","Romanian Web (roWaC)",7,"Romanian_List","kinterm","roma1327",NA,2.58093634467001,0.00769609330977789
"F","French","père","CP","i1",708.11,1.5e+07,"written","lexique corpus",7,"French","kinterm","stan1290","IE80(156,167)",2.58093634467001,0.00769609330977789
"M","Ossetic","mad","AD","i1",NA,NA,NA,NA,5,"Iron_Ossetic","kinterm","osse1245","IE211(201,202);IE205(41)",2.99457870208105,0.00961165025479344
"M","Dutch","moeder","BY","i4",62699,42400000,"spoken","Dutch Instituut voor Nederlandse Lexicologie text corpora (written) (mysterious) Corpus Gesproken Nederlands (spoken)",5,"Dutch_List","kinterm","dutc1256","IE73",2.99457870208105,0.00961165025479344
"M","Swedish","mor","BQ","i4",NA,1e+06,"spoken","SUC",5,"Swedish_List","kinterm","swed1254","IE995;IE89(94)",2.99457870208105,0.00961165025479344
"M","Hindi","maːn̪","AD","i1",NA,NA,NA,NA,5,"Hindi","kinterm","hind1269",NA,2.99457870208105,0.00961165025479344
"M","German","Mutter","CX","i4",47,5400000,"spoken","CELEX",5,"German_ST","kinterm","stan1295","IE74;IE234(268)",2.99457870208105,0.00961165025479344
"M","Marathi","maːt̪aː","BJ","i3",NA,NA,NA,NA,5,"Marathi","kinterm","mara1378",NA,2.99457870208105,0.00961165025479344
"M","German","Mutter","CX","i4",2286150,16534176369,"web","German Web 2013 (deTenTen13)",5,"German_ST","kinterm","stan1295","IE74;IE234(268)",2.99457870208105,0.00961165025479344
"M","Romanian","mamă","EU","i1",NA,4.1e+07,"spoken","ROMBAC",5,"Romanian_List","kinterm","roma1327",NA,2.99457870208105,0.00961165025479344
"M","Danish","mor","BQ","i4",386537,2042601251,"web","Danish Web 2014 (daTenTen14)",5,"Danish","kinterm","dani1285","IE996;IE89(95)",2.99457870208105,0.00961165025479344
"M","Spanish","madre","AV","i2",1168083,9497402122,"web","Spanish Web 2011 (esTenTen11, Eu + Am, Freeling v4)",5,"Spanish","kinterm","stan1288","IE80(156-167)",2.99457870208105,0.00961165025479344
"M","Belarusian","mátka","BJ","i3",NA,NA,NA,NA,5,"Byelorussian","kinterm","bela1254","IE146(941);IE296(315);IE332(223,64)",2.99457870208105,0.00961165025479344
"M","Norwegian","mor","BQ","i4",310428,1698481187,"web","Norwegian Web 2015 (noTenTen15) Bokmal and Nynorsk",5,"Riksmal","kinterm","norw1259","IE89(95)",2.99457870208105,0.00961165025479344
"M","German","Mutter","CX","i4",552,5400000,"written","CELEX",5,"German_ST","kinterm","stan1295","IE74;IE234(268)",2.99457870208105,0.00961165025479344
"M","Dutch","moeder","BY","i4",378456,2576596803,"web","Dutch Web 2014 (nlTenTen14)",5,"Dutch_List","kinterm","dutc1256","IE73",2.99457870208105,0.00961165025479344
"M","Dutch","moeder","BY","i4",309864,2576596803,"web","Dutch Web 2014 (nlTenTen14)",5,"Dutch_List","kinterm","dutc1256","IE73",2.99457870208105,0.00961165025479344
"M","Danish","mor","BQ","i4",486403,2042601251,"web","Danish Web 2014 (daTenTen14)",5,"Danish","kinterm","dani1285","IE996;IE89(95)",2.99457870208105,0.00961165025479344
"M","French","mère","CQ","i2",672,1.5e+07,"spoken","lexique corpus",5,"French","kinterm","stan1290","IE80(156,167)",2.99457870208105,0.00961165025479344
"M","Sindhi","mā","IF","i1",NA,NA,NA,NA,5,"Sindhi","kinterm","sind1272","DR7(98);IE292);IE9(106)",2.99457870208105,0.00961165025479344
"M","Romanian","mamă","EU","i1",4673,4.1e+07,"written","ROMBAC",5,"Romanian_List","kinterm","roma1327",NA,2.99457870208105,0.00961165025479344
"M","Spanish","madre","AV","i2",1141,1e+08,"spoken","CoE",5,"Spanish","kinterm","stan1288","IE80(156-167)",2.99457870208105,0.00961165025479344
"M","Norwegian","mor","BQ","i4",187940,1698481187,"web","Norwegian Web 2015 (noTenTen15) Bokmal and Nynorsk",5,"Riksmal","kinterm","norw1259","IE89(95)",2.99457870208105,0.00961165025479344
"M","Kashmiri","maj","HD","i1",NA,NA,NA,NA,5,"Kashmiri","kinterm","kash1277","IE43(231);IE42(40);IE121(224);IE218(194)",2.99457870208105,0.00961165025479344
"M","Spanish","madre","AV","i2",1658162,9497402122,"web","Spanish Web 2011 (esTenTen11, Eu + Am, Freeling v4)",5,"Spanish","kinterm","stan1288","IE80(156-167)",2.99457870208105,0.00961165025479344
"M","French","mère","CQ","i2",1558534,9889689889,"web","French Web 2012 (frTenTen12)",5,"French","kinterm","stan1290","IE80(156,167)",2.99457870208105,0.00961165025479344
"M","Avestan","mātar-","BJ","i3",NA,NA,NA,NA,5,"Avestan","kinterm","aves1237","IE507",2.99457870208105,0.00961165025479344
"M","Albanian","nënë","FS","misc",1028,16700000,"spoken","Albanian NC",5,"Albanian_Top","kinterm","alba1267","IE12(155);IE29(261);IE138(57)",2.99457870208105,0.00961165025479344
"M","Russian","мать","BJ","i3",339.81,8200000,"spoken","Russian NC via Leeds",5,"Russian","kinterm","russ1263",NA,2.99457870208105,0.00961165025479344
"M","Albanian","nënë","FS","misc",3475,16700000,"written","Albanian NC",5,"Albanian_Top","kinterm","alba1267","IE12(155);IE29(261);IE138(57)",2.99457870208105,0.00961165025479344
"M","French","mère","CQ","i2",1729497,9889689889,"web","French Web 2012 (frTenTen12)",5,"French","kinterm","stan1290","IE80(156,167)",2.99457870208105,0.00961165025479344
"M","Ukrainian","máty","BJ","i3",NA,NA,NA,NA,5,"Ukrainian","kinterm","ukra1253","IE146(993);IE297(314);IE299)",2.99457870208105,0.00961165025479344
"M","Romanian","mamă","EU","i1",3043,44729032,"web","Romanian Web (roWaC)",5,"Romanian_List","kinterm","roma1327",NA,2.99457870208105,0.00961165025479344
"M","Polish","matka","BJ","i3",313152,7796796565,"web","Polish Web 2012 (plTenTen12)",5,"Polish","kinterm","poli1260","IE71(260);IE59(142);IE146(754)",2.99457870208105,0.00961165025479344
"M","Polish","matka","BJ","i3",1537921,7796796565,"web","Polish Web 2012 (plTenTen12)",5,"Polish","kinterm","poli1260","IE71(260);IE59(142);IE146(754)",2.99457870208105,0.00961165025479344
"M","German","Mutter","CX","i4",2685337,16534176369,"web","German Web 2013 (deTenTen13)",5,"German_ST","kinterm","stan1295","IE74;IE234(268)",2.99457870208105,0.00961165025479344
"M","Gujarati","mā","AD","i1",NA,NA,NA,NA,5,"Gujarati","kinterm","guja1252","IE108(165);IE9(107);IE96(209);DR7(145)",2.99457870208105,0.00961165025479344
"M","Czech","matka","BJ","i3",115,1700000,"spoken","UCNK:SYN2015 (written) ORAL2013 (spoken)",5,"Czech","kinterm","czec1258","IE146(527);IE143(77,78);IE288(103)",2.99457870208105,0.00961165025479344
"M","Urdu","māṇ","AD","i1",NA,NA,NA,NA,5,"Urdu","kinterm","urdu1245","IE188(345);IE292",2.99457870208105,0.00961165025479344
"M","Bulgarian","майка","AL","i2",98003,1.95e+09,"written","Bulgarian NC",5,"Bulgarian","kinterm","bulg1262",NA,2.99457870208105,0.00961165025479344
"M","French","mère","CQ","i2",737.09,1.5e+07,"written","lexique corpus",5,"French","kinterm","stan1290","IE80(156,167)",2.99457870208105,0.00961165025479344
"M","Catalan","mare","AV","i2",38731,4189954719,"web","Catalan Web 2014 (caTenTen14)",5,"Catalan","kinterm","stan1289","IE286(416)",2.99457870208105,0.00961165025479344
"M","Frisian","mem","GV","i1",NA,NA,NA,NA,5,"Frisian","kinterm","fris1239","IE305;IE307;IE348",2.99457870208105,0.00961165025479344
"M","Bengali","mātā","BJ","i3",NA,NA,NA,NA,5,"Bengali","kinterm","beng1280","IE508",2.99457870208105,0.00961165025479344
"M","Dutch","moeder","BY","i4",25272,42400000,"written","Dutch Instituut voor Nederlandse Lexicologie text corpora (written) (mysterious) Corpus Gesproken Nederlands (spoken)",5,"Dutch_List","kinterm","dutc1256","IE73",2.99457870208105,0.00961165025479344
"M","Macedonian","мајка","AL","i2",NA,NA,NA,NA,5,"Macedonian","kinterm","mace1250",NA,2.99457870208105,0.00961165025479344
"M","Assamese","āī","GC","misc",NA,NA,NA,NA,5,"Assamese","kinterm","assa1263","DR7(103);IE224(71);IE292",2.99457870208105,0.00961165025479344
"M","Swedish","mor","BQ","i4",130157,3411216955,"web","Swedish Web 2014 (svTenTen14)",5,"Swedish_List","kinterm","swed1254","IE995;IE89(94)",2.99457870208105,0.00961165025479344
"M","Portuguese","mãe","AV","i2",760216,3900501097,"web","Portuguese Web 2011 (ptTenTen11, Freeling v3)",5,"Portuguese_ST","kinterm","port1283","IE80(166)",2.99457870208105,0.00961165025479344
"M","Czech","matka","BJ","i3",37008,1700000,"written","UCNK:SYN2015 (written) ORAL2013 (spoken)",5,"Czech","kinterm","czec1258","IE146(527);IE143(77,78);IE288(103)",2.99457870208105,0.00961165025479344
"M","Swedish","mor","BQ","i4",14237,3411216955,"web","Swedish Web 2014 (svTenTen14)",5,"Swedish_List","kinterm","swed1254","IE995;IE89(94)",2.99457870208105,0.00961165025479344
"M","Italian","madre","AV","i2",31495,1.3e+08,"written","CORIS",5,"Italian","kinterm","ital1282","IE80(156,167)",2.99457870208105,0.00961165025479344
"M","Nepali","āmā","HD","i1",NA,NA,NA,NA,5,"Nepali_List","kinterm","nepa1254","DR7(103);IE197(29);IE293(36,37)",2.99457870208105,0.00961165025479344
"M","Bulgarian","майка","AL","i2",NA,1.95e+09,"spoken","Bulgarian NC",5,"Bulgarian","kinterm","bulg1262",NA,2.99457870208105,0.00961165025479344
"M","Tajik","modar","BY","i4",NA,NA,NA,NA,5,"Tadzik","kinterm","taji1245","IE207(33);IE208(478);IE323(532)",2.99457870208105,0.00961165025479344
"M","English","mother","CH","i4",3015,39502648,"web","pukWaC (ukWaC parsed with MaltParser)",5,"English_ST","kinterm","stan1293","IE72",2.99457870208105,0.00961165025479344
